application_id,application_name,family,business_function,application_type,hosting_model,technology_stack,environment,criticality,service_tower,vendor_id,contract_id,rto_rpo,evidence_gap,roadmap_disposition
APP-AIRDN-1426,Home-grown departmental acquired legacy 086,Home-grown departmental acquired legacy,Technology,SAP module,legacy UNIX/AIX,Hadoop remnant,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-167,CONT-AIRDN-0607,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1427,Home-grown departmental acquired legacy 087,Home-grown departmental acquired legacy,Operations Control,SaaS product,private cloud,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-168,CONT-AIRDN-0608,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1428,Home-grown departmental acquired legacy 088,Home-grown departmental acquired legacy,Airport Operations,operationally critical airline product,edge/station,Oracle/SQL Server,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-169,CONT-AIRDN-0609,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-1429,Home-grown departmental acquired legacy 089,Home-grown departmental acquired legacy,Commercial,low-use high-risk legacy,owned data center,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-170,CONT-AIRDN-0610,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1430,Home-grown departmental acquired legacy 090,Home-grown departmental acquired legacy,Corporate Finance,strategic platform,legacy UNIX/AIX,Hadoop remnant,pre-production,critical,SIAM Observability and Service Governance,VEND-AIRDN-171,CONT-AIRDN-0611,RTO/RPO to confirm,interface evidence needed,modernize
APP-AIRDN-1431,Home-grown departmental acquired legacy 091,Home-grown departmental acquired legacy,Technology,regional duplicate,private cloud,Java/.NET custom,DR,high,SIAM Observability and Service Governance,VEND-AIRDN-172,CONT-AIRDN-0612,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,sunset candidate
APP-AIRDN-1432,Home-grown departmental acquired legacy 092,Home-grown departmental acquired legacy,Operations Control,acquired-carrier inherited system,edge/station,Oracle/SQL Server,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-173,CONT-AIRDN-0613,RTO 4-12 hrs / RPO same day,source-backed candidate,current
APP-AIRDN-1433,Home-grown departmental acquired legacy 093,Home-grown departmental acquired legacy,Airport Operations,end-of-life application,owned data center,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-174,CONT-AIRDN-0614,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1434,Home-grown departmental acquired legacy 094,Home-grown departmental acquired legacy,Commercial,shadow IT,legacy UNIX/AIX,Hadoop remnant,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-175,CONT-AIRDN-0615,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1435,Home-grown departmental acquired legacy 095,Home-grown departmental acquired legacy,Corporate Finance,custom Java/.NET,private cloud,Java/.NET custom,pre-production,critical,SIAM Observability and Service Governance,VEND-AIRDN-176,CONT-AIRDN-0616,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-1436,Home-grown departmental acquired legacy 096,Home-grown departmental acquired legacy,Technology,mainframe workload,edge/station,Oracle/SQL Server,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-177,CONT-AIRDN-0617,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-1437,Home-grown departmental acquired legacy 097,Home-grown departmental acquired legacy,Operations Control,SAP module,owned data center,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-178,CONT-AIRDN-0618,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1438,Home-grown departmental acquired legacy 098,Home-grown departmental acquired legacy,Airport Operations,SaaS product,legacy UNIX/AIX,Hadoop remnant,DR,critical,SIAM Observability and Service Governance,VEND-AIRDN-179,CONT-AIRDN-0619,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1439,Home-grown departmental acquired legacy 099,Home-grown departmental acquired legacy,Commercial,operationally critical airline product,private cloud,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-180,CONT-AIRDN-0620,RTO/RPO to confirm,source-backed candidate,current
APP-AIRDN-1440,Home-grown departmental acquired legacy 100,Home-grown departmental acquired legacy,Corporate Finance,low-use high-risk legacy,edge/station,Oracle/SQL Server,pre-production,critical,SIAM Observability and Service Governance,VEND-AIRDN-181,CONT-AIRDN-0621,RTO 4-12 hrs / RPO same day,source-backed candidate,modernize
APP-AIRDN-1441,Home-grown departmental acquired legacy 101,Home-grown departmental acquired legacy,Technology,strategic platform,owned data center,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-182,CONT-AIRDN-0622,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1442,Home-grown departmental acquired legacy 102,Home-grown departmental acquired legacy,Operations Control,regional duplicate,legacy UNIX/AIX,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-183,CONT-AIRDN-0623,RTO 0-4 hrs / RPO under 1 hr,interface evidence needed,current
APP-AIRDN-1443,Home-grown departmental acquired legacy 103,Home-grown departmental acquired legacy,Airport Operations,acquired-carrier inherited system,private cloud,Oracle/SQL Server,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-184,CONT-AIRDN-0624,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1444,Home-grown departmental acquired legacy 104,Home-grown departmental acquired legacy,Commercial,end-of-life application,edge/station,AIX/UNIX middleware,production,high,SIAM Observability and Service Governance,VEND-AIRDN-185,CONT-AIRDN-0625,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-1445,Home-grown departmental acquired legacy 105,Home-grown departmental acquired legacy,Corporate Finance,shadow IT,owned data center,Hadoop remnant,DR,critical,SIAM Observability and Service Governance,VEND-AIRDN-186,CONT-AIRDN-0626,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-1446,Home-grown departmental acquired legacy 106,Home-grown departmental acquired legacy,Technology,custom Java/.NET,legacy UNIX/AIX,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-187,CONT-AIRDN-0627,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1447,Home-grown departmental acquired legacy 107,Home-grown departmental acquired legacy,Operations Control,mainframe workload,private cloud,Oracle/SQL Server,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-188,CONT-AIRDN-0628,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1448,Home-grown departmental acquired legacy 108,Home-grown departmental acquired legacy,Airport Operations,SAP module,edge/station,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-189,CONT-AIRDN-0629,RTO/RPO to confirm,interface evidence needed,current
APP-AIRDN-1449,Home-grown departmental acquired legacy 109,Home-grown departmental acquired legacy,Commercial,SaaS product,owned data center,Hadoop remnant,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-190,CONT-AIRDN-0630,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1450,Home-grown departmental acquired legacy 110,Home-grown departmental acquired legacy,Corporate Finance,operationally critical airline product,legacy UNIX/AIX,Java/.NET custom,pre-production,critical,SIAM Observability and Service Governance,VEND-AIRDN-191,CONT-AIRDN-0631,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-1451,Home-grown departmental acquired legacy 111,Home-grown departmental acquired legacy,Technology,low-use high-risk legacy,private cloud,Oracle/SQL Server,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-192,CONT-AIRDN-0632,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1452,Home-grown departmental acquired legacy 112,Home-grown departmental acquired legacy,Operations Control,strategic platform,edge/station,AIX/UNIX middleware,DR,critical,SIAM Observability and Service Governance,VEND-AIRDN-193,CONT-AIRDN-0633,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-1453,Home-grown departmental acquired legacy 113,Home-grown departmental acquired legacy,Airport Operations,regional duplicate,owned data center,Hadoop remnant,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-194,CONT-AIRDN-0634,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1454,Home-grown departmental acquired legacy 114,Home-grown departmental acquired legacy,Commercial,acquired-carrier inherited system,legacy UNIX/AIX,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-195,CONT-AIRDN-0635,RTO 0-4 hrs / RPO under 1 hr,interface evidence needed,current
APP-AIRDN-1455,Home-grown departmental acquired legacy 115,Home-grown departmental acquired legacy,Corporate Finance,end-of-life application,private cloud,Oracle/SQL Server,pre-production,critical,SIAM Observability and Service Governance,VEND-AIRDN-196,CONT-AIRDN-0636,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-1456,Home-grown departmental acquired legacy 116,Home-grown departmental acquired legacy,Technology,shadow IT,edge/station,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-197,CONT-AIRDN-0637,RTO 4-12 hrs / RPO same day,source-backed candidate,current
APP-AIRDN-1457,Home-grown departmental acquired legacy 117,Home-grown departmental acquired legacy,Operations Control,custom Java/.NET,owned data center,Hadoop remnant,production,high,SIAM Observability and Service Governance,VEND-AIRDN-198,CONT-AIRDN-0638,RTO/RPO to confirm,source-backed candidate,sunset candidate
APP-AIRDN-1458,Home-grown departmental acquired legacy 118,Home-grown departmental acquired legacy,Airport Operations,mainframe workload,legacy UNIX/AIX,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-199,CONT-AIRDN-0639,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1459,Home-grown departmental acquired legacy 119,Home-grown departmental acquired legacy,Commercial,SAP module,private cloud,AIX/UNIX middleware,DR,critical,SIAM Observability and Service Governance,VEND-AIRDN-200,CONT-AIRDN-0640,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1460,Home-grown departmental acquired legacy 120,Home-grown departmental acquired legacy,Corporate Finance,SaaS product,edge/station,Hadoop remnant,pre-production,critical,SIAM Observability and Service Governance,VEND-AIRDN-201,CONT-AIRDN-0641,RTO 4-12 hrs / RPO same day,owner attestation needed,modernize
APP-AIRDN-1461,Home-grown departmental acquired legacy 121,Home-grown departmental acquired legacy,Technology,operationally critical airline product,owned data center,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-202,CONT-AIRDN-0642,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1462,Home-grown departmental acquired legacy 122,Home-grown departmental acquired legacy,Operations Control,low-use high-risk legacy,legacy UNIX/AIX,Oracle/SQL Server,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-203,CONT-AIRDN-0643,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1463,Home-grown departmental acquired legacy 123,Home-grown departmental acquired legacy,Airport Operations,strategic platform,private cloud,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-204,CONT-AIRDN-0644,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1464,Home-grown departmental acquired legacy 124,Home-grown departmental acquired legacy,Commercial,regional duplicate,edge/station,Hadoop remnant,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-205,CONT-AIRDN-0645,RTO 4-12 hrs / RPO same day,source-backed candidate,current
APP-AIRDN-1465,Home-grown departmental acquired legacy 125,Home-grown departmental acquired legacy,Corporate Finance,acquired-carrier inherited system,owned data center,Java/.NET custom,pre-production,critical,SIAM Observability and Service Governance,VEND-AIRDN-206,CONT-AIRDN-0646,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-1466,Home-grown departmental acquired legacy 126,Home-grown departmental acquired legacy,Technology,end-of-life application,legacy UNIX/AIX,Oracle/SQL Server,DR,critical,SIAM Observability and Service Governance,VEND-AIRDN-207,CONT-AIRDN-0647,RTO/RPO to confirm,interface evidence needed,current
APP-AIRDN-1467,Home-grown departmental acquired legacy 127,Home-grown departmental acquired legacy,Operations Control,shadow IT,private cloud,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-208,CONT-AIRDN-0648,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1468,Home-grown departmental acquired legacy 128,Home-grown departmental acquired legacy,Airport Operations,custom Java/.NET,edge/station,Hadoop remnant,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-209,CONT-AIRDN-0649,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-1469,Home-grown departmental acquired legacy 129,Home-grown departmental acquired legacy,Commercial,mainframe workload,owned data center,Java/.NET custom,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-210,CONT-AIRDN-0650,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1470,Home-grown departmental acquired legacy 130,Home-grown departmental acquired legacy,Corporate Finance,SAP module,legacy UNIX/AIX,Oracle/SQL Server,pre-production,high,SIAM Observability and Service Governance,VEND-AIRDN-211,CONT-AIRDN-0651,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-1471,Home-grown departmental acquired legacy 131,Home-grown departmental acquired legacy,Technology,SaaS product,private cloud,AIX/UNIX middleware,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-212,CONT-AIRDN-0652,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-1472,Home-grown departmental acquired legacy 132,Home-grown departmental acquired legacy,Operations Control,operationally critical airline product,edge/station,Hadoop remnant,production,critical,SIAM Observability and Service Governance,VEND-AIRDN-213,CONT-AIRDN-0653,RTO 4-12 hrs / RPO same day,interface evidence needed,current
APP-AIRDN-1473,Home-grown departmental acquired legacy 133,Home-grown departmental acquired legacy,Airport Operations,low-use high-risk legacy,owned data center,Java/.NET custom,DR,critical,SIAM Observability and Service Governance,VEND-AIRDN-214,CONT-AIRDN-0654,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
