workforce_id,worker_type,business_function,service_tower,skill_family,delivery_location,transition_note
WORK-AIRDN-08607,employee,Cybersecurity,Cloud Infrastructure and Mainframe,support,hybrid,standard
WORK-AIRDN-08608,contractor,Workplace,Workplace Service Desk and Field Support,service management,onsite,critical knowledge holder
WORK-AIRDN-08609,managed-service role,Service Management,SIAM Observability and Service Governance,security,nearshore,standard
WORK-AIRDN-08610,employee,Flight Operations,Airline Operations AMS,data,offshore,standard
WORK-AIRDN-08611,contractor,Operations Control,Corporate and SAP AMS,procurement,hybrid,standard
WORK-AIRDN-08612,managed-service role,Crew Operations,Digital Customer and Loyalty AMS,finance,onsite,standard
WORK-AIRDN-08613,employee,Technical Operations,Data Analytics and Integration,architecture,nearshore,transition sensitive
WORK-AIRDN-08614,contractor,Airport Operations,Cloud Infrastructure and Mainframe,operations,offshore,standard
WORK-AIRDN-08615,managed-service role,Passenger Service,Workplace Service Desk and Field Support,engineering,hybrid,standard
WORK-AIRDN-08616,employee,Commercial,SIAM Observability and Service Governance,support,onsite,critical knowledge holder
WORK-AIRDN-08617,contractor,Cargo,Airline Operations AMS,service management,nearshore,standard
WORK-AIRDN-08618,managed-service role,Corporate Finance,Corporate and SAP AMS,security,offshore,standard
WORK-AIRDN-08619,employee,Procurement,Digital Customer and Loyalty AMS,data,hybrid,standard
WORK-AIRDN-08620,contractor,Technology,Data Analytics and Integration,procurement,onsite,standard
WORK-AIRDN-08621,managed-service role,Data and AI,Cloud Infrastructure and Mainframe,finance,nearshore,standard
WORK-AIRDN-08622,employee,Cybersecurity,Workplace Service Desk and Field Support,architecture,offshore,standard
WORK-AIRDN-08623,contractor,Workplace,SIAM Observability and Service Governance,operations,hybrid,standard
WORK-AIRDN-08624,managed-service role,Service Management,Airline Operations AMS,engineering,onsite,critical knowledge holder
WORK-AIRDN-08625,employee,Flight Operations,Corporate and SAP AMS,support,nearshore,standard
WORK-AIRDN-08626,contractor,Operations Control,Digital Customer and Loyalty AMS,service management,offshore,standard
WORK-AIRDN-08627,managed-service role,Crew Operations,Data Analytics and Integration,security,hybrid,standard
WORK-AIRDN-08628,employee,Technical Operations,Cloud Infrastructure and Mainframe,data,onsite,standard
WORK-AIRDN-08629,contractor,Airport Operations,Workplace Service Desk and Field Support,procurement,nearshore,standard
WORK-AIRDN-08630,managed-service role,Passenger Service,SIAM Observability and Service Governance,finance,offshore,standard
WORK-AIRDN-08631,employee,Commercial,Airline Operations AMS,architecture,hybrid,standard
WORK-AIRDN-08632,contractor,Cargo,Corporate and SAP AMS,operations,onsite,critical knowledge holder
WORK-AIRDN-08633,managed-service role,Corporate Finance,Digital Customer and Loyalty AMS,engineering,nearshore,standard
WORK-AIRDN-08634,employee,Procurement,Data Analytics and Integration,support,offshore,standard
WORK-AIRDN-08635,contractor,Technology,Cloud Infrastructure and Mainframe,service management,hybrid,transition sensitive
WORK-AIRDN-08636,managed-service role,Data and AI,Workplace Service Desk and Field Support,security,onsite,standard
WORK-AIRDN-08637,employee,Cybersecurity,SIAM Observability and Service Governance,data,nearshore,standard
WORK-AIRDN-08638,contractor,Workplace,Airline Operations AMS,procurement,offshore,standard
WORK-AIRDN-08639,managed-service role,Service Management,Corporate and SAP AMS,finance,hybrid,standard
WORK-AIRDN-08640,employee,Flight Operations,Digital Customer and Loyalty AMS,architecture,onsite,critical knowledge holder
WORK-AIRDN-08641,contractor,Operations Control,Data Analytics and Integration,operations,nearshore,standard
WORK-AIRDN-08642,managed-service role,Crew Operations,Cloud Infrastructure and Mainframe,engineering,offshore,standard
WORK-AIRDN-08643,employee,Technical Operations,Workplace Service Desk and Field Support,support,hybrid,standard
WORK-AIRDN-08644,contractor,Airport Operations,SIAM Observability and Service Governance,service management,onsite,standard
WORK-AIRDN-08645,managed-service role,Passenger Service,Airline Operations AMS,security,nearshore,standard
WORK-AIRDN-08646,employee,Commercial,Corporate and SAP AMS,data,offshore,transition sensitive
WORK-AIRDN-08647,contractor,Cargo,Digital Customer and Loyalty AMS,procurement,hybrid,standard
WORK-AIRDN-08648,managed-service role,Corporate Finance,Data Analytics and Integration,finance,onsite,critical knowledge holder
WORK-AIRDN-08649,employee,Procurement,Cloud Infrastructure and Mainframe,architecture,nearshore,standard
WORK-AIRDN-08650,contractor,Technology,Workplace Service Desk and Field Support,operations,offshore,standard
WORK-AIRDN-08651,managed-service role,Data and AI,SIAM Observability and Service Governance,engineering,hybrid,standard
WORK-AIRDN-08652,employee,Cybersecurity,Airline Operations AMS,support,onsite,standard
WORK-AIRDN-08653,contractor,Workplace,Corporate and SAP AMS,service management,nearshore,standard
WORK-AIRDN-08654,managed-service role,Service Management,Digital Customer and Loyalty AMS,security,offshore,standard
WORK-AIRDN-08655,employee,Flight Operations,Data Analytics and Integration,data,hybrid,standard
WORK-AIRDN-08656,contractor,Operations Control,Cloud Infrastructure and Mainframe,procurement,onsite,critical knowledge holder
WORK-AIRDN-08657,managed-service role,Crew Operations,Workplace Service Desk and Field Support,finance,nearshore,transition sensitive
WORK-AIRDN-08658,employee,Technical Operations,SIAM Observability and Service Governance,architecture,offshore,standard
WORK-AIRDN-08659,contractor,Airport Operations,Airline Operations AMS,operations,hybrid,standard
WORK-AIRDN-08660,managed-service role,Passenger Service,Corporate and SAP AMS,engineering,onsite,standard
WORK-AIRDN-08661,employee,Commercial,Digital Customer and Loyalty AMS,support,nearshore,standard
WORK-AIRDN-08662,contractor,Cargo,Data Analytics and Integration,service management,offshore,standard
WORK-AIRDN-08663,managed-service role,Corporate Finance,Cloud Infrastructure and Mainframe,security,hybrid,standard
WORK-AIRDN-08664,employee,Procurement,Workplace Service Desk and Field Support,data,onsite,critical knowledge holder
WORK-AIRDN-08665,contractor,Technology,SIAM Observability and Service Governance,procurement,nearshore,standard
WORK-AIRDN-08666,managed-service role,Data and AI,Airline Operations AMS,finance,offshore,standard
WORK-AIRDN-08667,employee,Cybersecurity,Corporate and SAP AMS,architecture,hybrid,standard
WORK-AIRDN-08668,contractor,Workplace,Digital Customer and Loyalty AMS,operations,onsite,transition sensitive
WORK-AIRDN-08669,managed-service role,Service Management,Data Analytics and Integration,engineering,nearshore,standard
WORK-AIRDN-08670,employee,Flight Operations,Cloud Infrastructure and Mainframe,support,offshore,standard
WORK-AIRDN-08671,contractor,Operations Control,Workplace Service Desk and Field Support,service management,hybrid,standard
WORK-AIRDN-08672,managed-service role,Crew Operations,SIAM Observability and Service Governance,security,onsite,critical knowledge holder
WORK-AIRDN-08673,employee,Technical Operations,Airline Operations AMS,data,nearshore,standard
WORK-AIRDN-08674,contractor,Airport Operations,Corporate and SAP AMS,procurement,offshore,standard
WORK-AIRDN-08675,managed-service role,Passenger Service,Digital Customer and Loyalty AMS,finance,hybrid,standard
WORK-AIRDN-08676,employee,Commercial,Data Analytics and Integration,architecture,onsite,standard
WORK-AIRDN-08677,contractor,Cargo,Cloud Infrastructure and Mainframe,operations,nearshore,standard
WORK-AIRDN-08678,managed-service role,Corporate Finance,Workplace Service Desk and Field Support,engineering,offshore,standard
WORK-AIRDN-08679,employee,Procurement,SIAM Observability and Service Governance,support,hybrid,transition sensitive
WORK-AIRDN-08680,contractor,Technology,Airline Operations AMS,service management,onsite,critical knowledge holder
WORK-AIRDN-08681,managed-service role,Data and AI,Corporate and SAP AMS,security,nearshore,standard
WORK-AIRDN-08682,employee,Cybersecurity,Digital Customer and Loyalty AMS,data,offshore,standard
WORK-AIRDN-08683,contractor,Workplace,Data Analytics and Integration,procurement,hybrid,standard
WORK-AIRDN-08684,managed-service role,Service Management,Cloud Infrastructure and Mainframe,finance,onsite,standard
WORK-AIRDN-08685,employee,Flight Operations,Workplace Service Desk and Field Support,architecture,nearshore,standard
WORK-AIRDN-08686,contractor,Operations Control,SIAM Observability and Service Governance,operations,offshore,standard
WORK-AIRDN-08687,managed-service role,Crew Operations,Airline Operations AMS,engineering,hybrid,standard
WORK-AIRDN-08688,employee,Technical Operations,Corporate and SAP AMS,support,onsite,critical knowledge holder
WORK-AIRDN-08689,contractor,Airport Operations,Digital Customer and Loyalty AMS,service management,nearshore,standard
WORK-AIRDN-08690,managed-service role,Passenger Service,Data Analytics and Integration,security,offshore,transition sensitive
WORK-AIRDN-08691,employee,Commercial,Cloud Infrastructure and Mainframe,data,hybrid,standard
WORK-AIRDN-08692,contractor,Cargo,Workplace Service Desk and Field Support,procurement,onsite,standard
WORK-AIRDN-08693,managed-service role,Corporate Finance,SIAM Observability and Service Governance,finance,nearshore,standard
WORK-AIRDN-08694,employee,Procurement,Airline Operations AMS,architecture,offshore,standard
WORK-AIRDN-08695,contractor,Technology,Corporate and SAP AMS,operations,hybrid,standard
WORK-AIRDN-08696,managed-service role,Data and AI,Digital Customer and Loyalty AMS,engineering,onsite,critical knowledge holder
WORK-AIRDN-08697,employee,Cybersecurity,Data Analytics and Integration,support,nearshore,standard
WORK-AIRDN-08698,contractor,Workplace,Cloud Infrastructure and Mainframe,service management,offshore,standard
WORK-AIRDN-08699,managed-service role,Service Management,Workplace Service Desk and Field Support,security,hybrid,standard
WORK-AIRDN-08700,employee,Flight Operations,SIAM Observability and Service Governance,data,onsite,standard
WORK-AIRDN-08701,contractor,Operations Control,Airline Operations AMS,procurement,nearshore,transition sensitive
WORK-AIRDN-08702,managed-service role,Crew Operations,Corporate and SAP AMS,finance,offshore,standard
WORK-AIRDN-08703,employee,Technical Operations,Digital Customer and Loyalty AMS,architecture,hybrid,standard
WORK-AIRDN-08704,contractor,Airport Operations,Data Analytics and Integration,operations,onsite,critical knowledge holder
WORK-AIRDN-08705,managed-service role,Passenger Service,Cloud Infrastructure and Mainframe,engineering,nearshore,standard
WORK-AIRDN-08706,employee,Commercial,Workplace Service Desk and Field Support,support,offshore,standard
WORK-AIRDN-08707,contractor,Cargo,SIAM Observability and Service Governance,service management,hybrid,standard
WORK-AIRDN-08708,managed-service role,Corporate Finance,Airline Operations AMS,security,onsite,standard
WORK-AIRDN-08709,employee,Procurement,Corporate and SAP AMS,data,nearshore,standard
WORK-AIRDN-08710,contractor,Technology,Digital Customer and Loyalty AMS,procurement,offshore,standard
WORK-AIRDN-08711,managed-service role,Data and AI,Data Analytics and Integration,finance,hybrid,standard
WORK-AIRDN-08712,employee,Cybersecurity,Cloud Infrastructure and Mainframe,architecture,onsite,critical knowledge holder
WORK-AIRDN-08713,contractor,Workplace,Workplace Service Desk and Field Support,operations,nearshore,standard
WORK-AIRDN-08714,managed-service role,Service Management,SIAM Observability and Service Governance,engineering,offshore,standard
WORK-AIRDN-08715,employee,Flight Operations,Airline Operations AMS,support,hybrid,standard
WORK-AIRDN-08716,contractor,Operations Control,Corporate and SAP AMS,service management,onsite,standard
WORK-AIRDN-08717,managed-service role,Crew Operations,Digital Customer and Loyalty AMS,security,nearshore,standard
WORK-AIRDN-08718,employee,Technical Operations,Data Analytics and Integration,data,offshore,standard
WORK-AIRDN-08719,contractor,Airport Operations,Cloud Infrastructure and Mainframe,procurement,hybrid,standard
WORK-AIRDN-08720,managed-service role,Passenger Service,Workplace Service Desk and Field Support,finance,onsite,critical knowledge holder
WORK-AIRDN-08721,employee,Commercial,SIAM Observability and Service Governance,architecture,nearshore,standard
WORK-AIRDN-08722,contractor,Cargo,Airline Operations AMS,operations,offshore,standard
WORK-AIRDN-08723,managed-service role,Corporate Finance,Corporate and SAP AMS,engineering,hybrid,transition sensitive
WORK-AIRDN-08724,employee,Procurement,Digital Customer and Loyalty AMS,support,onsite,standard
WORK-AIRDN-08725,contractor,Technology,Data Analytics and Integration,service management,nearshore,standard
WORK-AIRDN-08726,managed-service role,Data and AI,Cloud Infrastructure and Mainframe,security,offshore,standard
WORK-AIRDN-08727,employee,Cybersecurity,Workplace Service Desk and Field Support,data,hybrid,standard
WORK-AIRDN-08728,contractor,Workplace,SIAM Observability and Service Governance,procurement,onsite,critical knowledge holder
WORK-AIRDN-08729,managed-service role,Service Management,Airline Operations AMS,finance,nearshore,standard
WORK-AIRDN-08730,employee,Flight Operations,Corporate and SAP AMS,architecture,offshore,standard
WORK-AIRDN-08731,contractor,Operations Control,Digital Customer and Loyalty AMS,operations,hybrid,standard
WORK-AIRDN-08732,managed-service role,Crew Operations,Data Analytics and Integration,engineering,onsite,standard
