integration_id,from_application_id,to_application_id,integration_method,frequency,criticality,middleware_pattern,owning_function,source_id
INT-AIRDN-05217,APP-AIRDN-0640,APP-AIRDN-0496,SaaS connector,hourly,high,cloud integration platform,Cybersecurity,SRC-AIRDN-INT-034
INT-AIRDN-05218,APP-AIRDN-0647,APP-AIRDN-0513,EDI/message,daily,standard,file transfer gateway,Workplace,SRC-AIRDN-INT-035
INT-AIRDN-05219,APP-AIRDN-0654,APP-AIRDN-0530,database link,weekly,standard,data pipeline orchestrator,Service Management,SRC-AIRDN-INT-036
INT-AIRDN-05220,APP-AIRDN-0661,APP-AIRDN-0547,MQ/event,event-driven,high,API gateway,Flight Operations,SRC-AIRDN-INT-037
INT-AIRDN-05221,APP-AIRDN-0668,APP-AIRDN-0564,API,nightly batch,standard,event streaming backbone,Operations Control,SRC-AIRDN-INT-038
INT-AIRDN-05222,APP-AIRDN-0675,APP-AIRDN-0581,file/batch,real-time,standard,enterprise service bus,Crew Operations,SRC-AIRDN-INT-039
INT-AIRDN-05223,APP-AIRDN-0682,APP-AIRDN-0598,ETL/ELT,near real-time,high,mainframe MQ,Technical Operations,SRC-AIRDN-INT-040
INT-AIRDN-05224,APP-AIRDN-0689,APP-AIRDN-0615,mainframe transaction,hourly,critical,cloud integration platform,Airport Operations,SRC-AIRDN-INT-041
INT-AIRDN-05225,APP-AIRDN-0696,APP-AIRDN-0632,streaming topic,daily,standard,file transfer gateway,Passenger Service,SRC-AIRDN-INT-042
INT-AIRDN-05226,APP-AIRDN-0703,APP-AIRDN-0649,SaaS connector,weekly,high,data pipeline orchestrator,Commercial,SRC-AIRDN-INT-043
INT-AIRDN-05227,APP-AIRDN-0710,APP-AIRDN-0666,EDI/message,event-driven,standard,API gateway,Cargo,SRC-AIRDN-INT-044
INT-AIRDN-05228,APP-AIRDN-0717,APP-AIRDN-0683,database link,nightly batch,standard,event streaming backbone,Corporate Finance,SRC-AIRDN-INT-045
INT-AIRDN-05229,APP-AIRDN-0724,APP-AIRDN-0700,MQ/event,real-time,high,enterprise service bus,Procurement,SRC-AIRDN-INT-046
INT-AIRDN-05230,APP-AIRDN-0731,APP-AIRDN-0717,API,near real-time,standard,mainframe MQ,Technology,SRC-AIRDN-INT-047
INT-AIRDN-05231,APP-AIRDN-0738,APP-AIRDN-0734,file/batch,hourly,standard,cloud integration platform,Data and AI,SRC-AIRDN-INT-048
INT-AIRDN-05232,APP-AIRDN-0745,APP-AIRDN-0751,ETL/ELT,daily,critical,file transfer gateway,Cybersecurity,SRC-AIRDN-INT-049
INT-AIRDN-05233,APP-AIRDN-0752,APP-AIRDN-0768,mainframe transaction,weekly,standard,data pipeline orchestrator,Workplace,SRC-AIRDN-INT-050
INT-AIRDN-05234,APP-AIRDN-0759,APP-AIRDN-0785,streaming topic,event-driven,standard,API gateway,Service Management,SRC-AIRDN-INT-051
INT-AIRDN-05235,APP-AIRDN-0766,APP-AIRDN-0802,SaaS connector,nightly batch,high,event streaming backbone,Flight Operations,SRC-AIRDN-INT-052
INT-AIRDN-05236,APP-AIRDN-0773,APP-AIRDN-0819,EDI/message,real-time,standard,enterprise service bus,Operations Control,SRC-AIRDN-INT-053
INT-AIRDN-05237,APP-AIRDN-0780,APP-AIRDN-0836,database link,near real-time,standard,mainframe MQ,Crew Operations,SRC-AIRDN-INT-054
INT-AIRDN-05238,APP-AIRDN-0787,APP-AIRDN-0853,MQ/event,hourly,high,cloud integration platform,Technical Operations,SRC-AIRDN-INT-001
INT-AIRDN-05239,APP-AIRDN-0794,APP-AIRDN-0870,API,daily,standard,file transfer gateway,Airport Operations,SRC-AIRDN-INT-002
INT-AIRDN-05240,APP-AIRDN-0801,APP-AIRDN-0887,file/batch,weekly,critical,data pipeline orchestrator,Passenger Service,SRC-AIRDN-INT-003
INT-AIRDN-05241,APP-AIRDN-0808,APP-AIRDN-0904,ETL/ELT,event-driven,high,API gateway,Commercial,SRC-AIRDN-INT-004
INT-AIRDN-05242,APP-AIRDN-0815,APP-AIRDN-0921,mainframe transaction,nightly batch,standard,event streaming backbone,Cargo,SRC-AIRDN-INT-005
INT-AIRDN-05243,APP-AIRDN-0822,APP-AIRDN-0938,streaming topic,real-time,standard,enterprise service bus,Corporate Finance,SRC-AIRDN-INT-006
INT-AIRDN-05244,APP-AIRDN-0829,APP-AIRDN-0955,SaaS connector,near real-time,high,mainframe MQ,Procurement,SRC-AIRDN-INT-007
INT-AIRDN-05245,APP-AIRDN-0836,APP-AIRDN-0972,EDI/message,hourly,standard,cloud integration platform,Technology,SRC-AIRDN-INT-008
INT-AIRDN-05246,APP-AIRDN-0843,APP-AIRDN-0989,database link,daily,standard,file transfer gateway,Data and AI,SRC-AIRDN-INT-009
INT-AIRDN-05247,APP-AIRDN-0850,APP-AIRDN-1006,MQ/event,weekly,high,data pipeline orchestrator,Cybersecurity,SRC-AIRDN-INT-010
INT-AIRDN-05248,APP-AIRDN-0857,APP-AIRDN-1023,API,event-driven,critical,API gateway,Workplace,SRC-AIRDN-INT-011
INT-AIRDN-05249,APP-AIRDN-0864,APP-AIRDN-1040,file/batch,nightly batch,standard,event streaming backbone,Service Management,SRC-AIRDN-INT-012
INT-AIRDN-05250,APP-AIRDN-0871,APP-AIRDN-1057,ETL/ELT,real-time,high,enterprise service bus,Flight Operations,SRC-AIRDN-INT-013
INT-AIRDN-05251,APP-AIRDN-0878,APP-AIRDN-1074,mainframe transaction,near real-time,standard,mainframe MQ,Operations Control,SRC-AIRDN-INT-014
INT-AIRDN-05252,APP-AIRDN-0885,APP-AIRDN-1091,streaming topic,hourly,standard,cloud integration platform,Crew Operations,SRC-AIRDN-INT-015
INT-AIRDN-05253,APP-AIRDN-0892,APP-AIRDN-1108,SaaS connector,daily,high,file transfer gateway,Technical Operations,SRC-AIRDN-INT-016
INT-AIRDN-05254,APP-AIRDN-0899,APP-AIRDN-1125,EDI/message,weekly,standard,data pipeline orchestrator,Airport Operations,SRC-AIRDN-INT-017
INT-AIRDN-05255,APP-AIRDN-0906,APP-AIRDN-1142,database link,event-driven,standard,API gateway,Passenger Service,SRC-AIRDN-INT-018
INT-AIRDN-05256,APP-AIRDN-0913,APP-AIRDN-1159,MQ/event,nightly batch,critical,event streaming backbone,Commercial,SRC-AIRDN-INT-019
INT-AIRDN-05257,APP-AIRDN-0920,APP-AIRDN-1176,API,real-time,standard,enterprise service bus,Cargo,SRC-AIRDN-INT-020
INT-AIRDN-05258,APP-AIRDN-0927,APP-AIRDN-1193,file/batch,near real-time,standard,mainframe MQ,Corporate Finance,SRC-AIRDN-INT-021
INT-AIRDN-05259,APP-AIRDN-0934,APP-AIRDN-1210,ETL/ELT,hourly,high,cloud integration platform,Procurement,SRC-AIRDN-INT-022
INT-AIRDN-05260,APP-AIRDN-0941,APP-AIRDN-1227,mainframe transaction,daily,standard,file transfer gateway,Technology,SRC-AIRDN-INT-023
INT-AIRDN-05261,APP-AIRDN-0948,APP-AIRDN-1244,streaming topic,weekly,standard,data pipeline orchestrator,Data and AI,SRC-AIRDN-INT-024
INT-AIRDN-05262,APP-AIRDN-0955,APP-AIRDN-1261,SaaS connector,event-driven,high,API gateway,Cybersecurity,SRC-AIRDN-INT-025
INT-AIRDN-05263,APP-AIRDN-0962,APP-AIRDN-1278,EDI/message,nightly batch,standard,event streaming backbone,Workplace,SRC-AIRDN-INT-026
INT-AIRDN-05264,APP-AIRDN-0969,APP-AIRDN-1295,database link,real-time,critical,enterprise service bus,Service Management,SRC-AIRDN-INT-027
INT-AIRDN-05265,APP-AIRDN-0976,APP-AIRDN-1312,MQ/event,near real-time,high,mainframe MQ,Flight Operations,SRC-AIRDN-INT-028
INT-AIRDN-05266,APP-AIRDN-0983,APP-AIRDN-1329,API,hourly,standard,cloud integration platform,Operations Control,SRC-AIRDN-INT-029
INT-AIRDN-05267,APP-AIRDN-0990,APP-AIRDN-1346,file/batch,daily,standard,file transfer gateway,Crew Operations,SRC-AIRDN-INT-030
INT-AIRDN-05268,APP-AIRDN-0997,APP-AIRDN-1363,ETL/ELT,weekly,high,data pipeline orchestrator,Technical Operations,SRC-AIRDN-INT-031
INT-AIRDN-05269,APP-AIRDN-1004,APP-AIRDN-1380,mainframe transaction,event-driven,standard,API gateway,Airport Operations,SRC-AIRDN-INT-032
INT-AIRDN-05270,APP-AIRDN-1011,APP-AIRDN-1397,streaming topic,nightly batch,standard,event streaming backbone,Passenger Service,SRC-AIRDN-INT-033
INT-AIRDN-05271,APP-AIRDN-1018,APP-AIRDN-1414,SaaS connector,real-time,high,enterprise service bus,Commercial,SRC-AIRDN-INT-034
INT-AIRDN-05272,APP-AIRDN-1025,APP-AIRDN-1431,EDI/message,near real-time,critical,mainframe MQ,Cargo,SRC-AIRDN-INT-035
INT-AIRDN-05273,APP-AIRDN-1032,APP-AIRDN-1448,database link,hourly,standard,cloud integration platform,Corporate Finance,SRC-AIRDN-INT-036
INT-AIRDN-05274,APP-AIRDN-1039,APP-AIRDN-1465,MQ/event,daily,high,file transfer gateway,Procurement,SRC-AIRDN-INT-037
INT-AIRDN-05275,APP-AIRDN-1046,APP-AIRDN-1482,API,weekly,standard,data pipeline orchestrator,Technology,SRC-AIRDN-INT-038
INT-AIRDN-05276,APP-AIRDN-1053,APP-AIRDN-0004,file/batch,event-driven,standard,API gateway,Data and AI,SRC-AIRDN-INT-039
INT-AIRDN-05277,APP-AIRDN-1060,APP-AIRDN-0021,ETL/ELT,nightly batch,high,event streaming backbone,Cybersecurity,SRC-AIRDN-INT-040
INT-AIRDN-05278,APP-AIRDN-1067,APP-AIRDN-0038,mainframe transaction,real-time,standard,enterprise service bus,Workplace,SRC-AIRDN-INT-041
INT-AIRDN-05279,APP-AIRDN-1074,APP-AIRDN-0055,streaming topic,near real-time,standard,mainframe MQ,Service Management,SRC-AIRDN-INT-042
INT-AIRDN-05280,APP-AIRDN-1081,APP-AIRDN-0072,SaaS connector,hourly,critical,cloud integration platform,Flight Operations,SRC-AIRDN-INT-043
INT-AIRDN-05281,APP-AIRDN-1088,APP-AIRDN-0089,EDI/message,daily,standard,file transfer gateway,Operations Control,SRC-AIRDN-INT-044
INT-AIRDN-05282,APP-AIRDN-1095,APP-AIRDN-0106,database link,weekly,standard,data pipeline orchestrator,Crew Operations,SRC-AIRDN-INT-045
INT-AIRDN-05283,APP-AIRDN-1102,APP-AIRDN-0123,MQ/event,event-driven,high,API gateway,Technical Operations,SRC-AIRDN-INT-046
INT-AIRDN-05284,APP-AIRDN-1109,APP-AIRDN-0140,API,nightly batch,standard,event streaming backbone,Airport Operations,SRC-AIRDN-INT-047
INT-AIRDN-05285,APP-AIRDN-1116,APP-AIRDN-0157,file/batch,real-time,standard,enterprise service bus,Passenger Service,SRC-AIRDN-INT-048
INT-AIRDN-05286,APP-AIRDN-1123,APP-AIRDN-0174,ETL/ELT,near real-time,high,mainframe MQ,Commercial,SRC-AIRDN-INT-049
INT-AIRDN-05287,APP-AIRDN-1130,APP-AIRDN-0191,mainframe transaction,hourly,standard,cloud integration platform,Cargo,SRC-AIRDN-INT-050
INT-AIRDN-05288,APP-AIRDN-1137,APP-AIRDN-0208,streaming topic,daily,critical,file transfer gateway,Corporate Finance,SRC-AIRDN-INT-051
INT-AIRDN-05289,APP-AIRDN-1144,APP-AIRDN-0225,SaaS connector,weekly,high,data pipeline orchestrator,Procurement,SRC-AIRDN-INT-052
INT-AIRDN-05290,APP-AIRDN-1151,APP-AIRDN-0242,EDI/message,event-driven,standard,API gateway,Technology,SRC-AIRDN-INT-053
INT-AIRDN-05291,APP-AIRDN-1158,APP-AIRDN-0259,database link,nightly batch,standard,event streaming backbone,Data and AI,SRC-AIRDN-INT-054
INT-AIRDN-05292,APP-AIRDN-1165,APP-AIRDN-0276,MQ/event,real-time,high,enterprise service bus,Cybersecurity,SRC-AIRDN-INT-001
INT-AIRDN-05293,APP-AIRDN-1172,APP-AIRDN-0293,API,near real-time,standard,mainframe MQ,Workplace,SRC-AIRDN-INT-002
INT-AIRDN-05294,APP-AIRDN-1179,APP-AIRDN-0310,file/batch,hourly,standard,cloud integration platform,Service Management,SRC-AIRDN-INT-003
INT-AIRDN-05295,APP-AIRDN-1186,APP-AIRDN-0327,ETL/ELT,daily,high,file transfer gateway,Flight Operations,SRC-AIRDN-INT-004
INT-AIRDN-05296,APP-AIRDN-1193,APP-AIRDN-0344,mainframe transaction,weekly,critical,data pipeline orchestrator,Operations Control,SRC-AIRDN-INT-005
INT-AIRDN-05297,APP-AIRDN-1200,APP-AIRDN-0361,streaming topic,event-driven,standard,API gateway,Crew Operations,SRC-AIRDN-INT-006
INT-AIRDN-05298,APP-AIRDN-1207,APP-AIRDN-0378,SaaS connector,nightly batch,high,event streaming backbone,Technical Operations,SRC-AIRDN-INT-007
INT-AIRDN-05299,APP-AIRDN-1214,APP-AIRDN-0395,EDI/message,real-time,standard,enterprise service bus,Airport Operations,SRC-AIRDN-INT-008
INT-AIRDN-05300,APP-AIRDN-1221,APP-AIRDN-0412,database link,near real-time,standard,mainframe MQ,Passenger Service,SRC-AIRDN-INT-009
INT-AIRDN-05301,APP-AIRDN-1228,APP-AIRDN-0429,MQ/event,hourly,high,cloud integration platform,Commercial,SRC-AIRDN-INT-010
INT-AIRDN-05302,APP-AIRDN-1235,APP-AIRDN-0446,API,daily,standard,file transfer gateway,Cargo,SRC-AIRDN-INT-011
INT-AIRDN-05303,APP-AIRDN-1242,APP-AIRDN-0463,file/batch,weekly,standard,data pipeline orchestrator,Corporate Finance,SRC-AIRDN-INT-012
INT-AIRDN-05304,APP-AIRDN-1249,APP-AIRDN-0480,ETL/ELT,event-driven,critical,API gateway,Procurement,SRC-AIRDN-INT-013
INT-AIRDN-05305,APP-AIRDN-1256,APP-AIRDN-0497,mainframe transaction,nightly batch,standard,event streaming backbone,Technology,SRC-AIRDN-INT-014
INT-AIRDN-05306,APP-AIRDN-1263,APP-AIRDN-0514,streaming topic,real-time,standard,enterprise service bus,Data and AI,SRC-AIRDN-INT-015
INT-AIRDN-05307,APP-AIRDN-1270,APP-AIRDN-0531,SaaS connector,near real-time,high,mainframe MQ,Cybersecurity,SRC-AIRDN-INT-016
INT-AIRDN-05308,APP-AIRDN-1277,APP-AIRDN-0548,EDI/message,hourly,standard,cloud integration platform,Workplace,SRC-AIRDN-INT-017
INT-AIRDN-05309,APP-AIRDN-1284,APP-AIRDN-0565,database link,daily,standard,file transfer gateway,Service Management,SRC-AIRDN-INT-018
INT-AIRDN-05310,APP-AIRDN-1291,APP-AIRDN-0582,MQ/event,weekly,high,data pipeline orchestrator,Flight Operations,SRC-AIRDN-INT-019
INT-AIRDN-05311,APP-AIRDN-1298,APP-AIRDN-0599,API,event-driven,standard,API gateway,Operations Control,SRC-AIRDN-INT-020
INT-AIRDN-05312,APP-AIRDN-1305,APP-AIRDN-0616,file/batch,nightly batch,critical,event streaming backbone,Crew Operations,SRC-AIRDN-INT-021
INT-AIRDN-05313,APP-AIRDN-1312,APP-AIRDN-0633,ETL/ELT,real-time,high,enterprise service bus,Technical Operations,SRC-AIRDN-INT-022
INT-AIRDN-05314,APP-AIRDN-1319,APP-AIRDN-0650,mainframe transaction,near real-time,standard,mainframe MQ,Airport Operations,SRC-AIRDN-INT-023
INT-AIRDN-05315,APP-AIRDN-1326,APP-AIRDN-0667,streaming topic,hourly,standard,cloud integration platform,Passenger Service,SRC-AIRDN-INT-024
INT-AIRDN-05316,APP-AIRDN-1333,APP-AIRDN-0684,SaaS connector,daily,high,file transfer gateway,Commercial,SRC-AIRDN-INT-025
INT-AIRDN-05317,APP-AIRDN-1340,APP-AIRDN-0701,EDI/message,weekly,standard,data pipeline orchestrator,Cargo,SRC-AIRDN-INT-026
INT-AIRDN-05318,APP-AIRDN-1347,APP-AIRDN-0718,database link,event-driven,standard,API gateway,Corporate Finance,SRC-AIRDN-INT-027
INT-AIRDN-05319,APP-AIRDN-1354,APP-AIRDN-0735,MQ/event,nightly batch,high,event streaming backbone,Procurement,SRC-AIRDN-INT-028
INT-AIRDN-05320,APP-AIRDN-1361,APP-AIRDN-0752,API,real-time,critical,enterprise service bus,Technology,SRC-AIRDN-INT-029
INT-AIRDN-05321,APP-AIRDN-1368,APP-AIRDN-0769,file/batch,near real-time,standard,mainframe MQ,Data and AI,SRC-AIRDN-INT-030
INT-AIRDN-05322,APP-AIRDN-1375,APP-AIRDN-0786,ETL/ELT,hourly,high,cloud integration platform,Cybersecurity,SRC-AIRDN-INT-031
INT-AIRDN-05323,APP-AIRDN-1382,APP-AIRDN-0803,mainframe transaction,daily,standard,file transfer gateway,Workplace,SRC-AIRDN-INT-032
INT-AIRDN-05324,APP-AIRDN-1389,APP-AIRDN-0820,streaming topic,weekly,standard,data pipeline orchestrator,Service Management,SRC-AIRDN-INT-033
INT-AIRDN-05325,APP-AIRDN-1396,APP-AIRDN-0837,SaaS connector,event-driven,high,API gateway,Flight Operations,SRC-AIRDN-INT-034
INT-AIRDN-05326,APP-AIRDN-1403,APP-AIRDN-0854,EDI/message,nightly batch,standard,event streaming backbone,Operations Control,SRC-AIRDN-INT-035
INT-AIRDN-05327,APP-AIRDN-1410,APP-AIRDN-0871,database link,real-time,standard,enterprise service bus,Crew Operations,SRC-AIRDN-INT-036
INT-AIRDN-05328,APP-AIRDN-1417,APP-AIRDN-0888,MQ/event,near real-time,critical,mainframe MQ,Technical Operations,SRC-AIRDN-INT-037
INT-AIRDN-05329,APP-AIRDN-1424,APP-AIRDN-0905,API,hourly,standard,cloud integration platform,Airport Operations,SRC-AIRDN-INT-038
INT-AIRDN-05330,APP-AIRDN-1431,APP-AIRDN-0922,file/batch,daily,standard,file transfer gateway,Passenger Service,SRC-AIRDN-INT-039
INT-AIRDN-05331,APP-AIRDN-1438,APP-AIRDN-0939,ETL/ELT,weekly,high,data pipeline orchestrator,Commercial,SRC-AIRDN-INT-040
INT-AIRDN-05332,APP-AIRDN-1445,APP-AIRDN-0956,mainframe transaction,event-driven,standard,API gateway,Cargo,SRC-AIRDN-INT-041
INT-AIRDN-05333,APP-AIRDN-1452,APP-AIRDN-0973,streaming topic,nightly batch,standard,event streaming backbone,Corporate Finance,SRC-AIRDN-INT-042
INT-AIRDN-05334,APP-AIRDN-1459,APP-AIRDN-0990,SaaS connector,real-time,high,enterprise service bus,Procurement,SRC-AIRDN-INT-043
INT-AIRDN-05335,APP-AIRDN-1466,APP-AIRDN-1007,EDI/message,near real-time,standard,mainframe MQ,Technology,SRC-AIRDN-INT-044
INT-AIRDN-05336,APP-AIRDN-1473,APP-AIRDN-1024,database link,hourly,critical,cloud integration platform,Data and AI,SRC-AIRDN-INT-045
INT-AIRDN-05337,APP-AIRDN-1480,APP-AIRDN-1041,MQ/event,daily,high,file transfer gateway,Cybersecurity,SRC-AIRDN-INT-046
INT-AIRDN-05338,APP-AIRDN-1487,APP-AIRDN-1058,API,weekly,standard,data pipeline orchestrator,Workplace,SRC-AIRDN-INT-047
INT-AIRDN-05339,APP-AIRDN-1494,APP-AIRDN-1075,file/batch,event-driven,standard,API gateway,Service Management,SRC-AIRDN-INT-048
INT-AIRDN-05340,APP-AIRDN-0006,APP-AIRDN-1092,ETL/ELT,nightly batch,high,event streaming backbone,Flight Operations,SRC-AIRDN-INT-049
INT-AIRDN-05341,APP-AIRDN-0013,APP-AIRDN-1109,mainframe transaction,real-time,standard,enterprise service bus,Operations Control,SRC-AIRDN-INT-050
INT-AIRDN-05342,APP-AIRDN-0020,APP-AIRDN-1126,streaming topic,near real-time,standard,mainframe MQ,Crew Operations,SRC-AIRDN-INT-051
INT-AIRDN-05343,APP-AIRDN-0027,APP-AIRDN-1143,SaaS connector,hourly,high,cloud integration platform,Technical Operations,SRC-AIRDN-INT-052
INT-AIRDN-05344,APP-AIRDN-0034,APP-AIRDN-1160,EDI/message,daily,critical,file transfer gateway,Airport Operations,SRC-AIRDN-INT-053
INT-AIRDN-05345,APP-AIRDN-0041,APP-AIRDN-1177,database link,weekly,standard,data pipeline orchestrator,Passenger Service,SRC-AIRDN-INT-054
INT-AIRDN-05346,APP-AIRDN-0048,APP-AIRDN-1194,MQ/event,event-driven,high,API gateway,Commercial,SRC-AIRDN-INT-001
INT-AIRDN-05347,APP-AIRDN-0055,APP-AIRDN-1211,API,nightly batch,standard,event streaming backbone,Cargo,SRC-AIRDN-INT-002
INT-AIRDN-05348,APP-AIRDN-0062,APP-AIRDN-1228,file/batch,real-time,standard,enterprise service bus,Corporate Finance,SRC-AIRDN-INT-003
INT-AIRDN-05349,APP-AIRDN-0069,APP-AIRDN-1245,ETL/ELT,near real-time,high,mainframe MQ,Procurement,SRC-AIRDN-INT-004
INT-AIRDN-05350,APP-AIRDN-0076,APP-AIRDN-1262,mainframe transaction,hourly,standard,cloud integration platform,Technology,SRC-AIRDN-INT-005
INT-AIRDN-05351,APP-AIRDN-0083,APP-AIRDN-1279,streaming topic,daily,standard,file transfer gateway,Data and AI,SRC-AIRDN-INT-006
INT-AIRDN-05352,APP-AIRDN-0090,APP-AIRDN-1296,SaaS connector,weekly,critical,data pipeline orchestrator,Cybersecurity,SRC-AIRDN-INT-007
INT-AIRDN-05353,APP-AIRDN-0097,APP-AIRDN-1313,EDI/message,event-driven,standard,API gateway,Workplace,SRC-AIRDN-INT-008
INT-AIRDN-05354,APP-AIRDN-0104,APP-AIRDN-1330,database link,nightly batch,standard,event streaming backbone,Service Management,SRC-AIRDN-INT-009
INT-AIRDN-05355,APP-AIRDN-0111,APP-AIRDN-1347,MQ/event,real-time,high,enterprise service bus,Flight Operations,SRC-AIRDN-INT-010
INT-AIRDN-05356,APP-AIRDN-0118,APP-AIRDN-1364,API,near real-time,standard,mainframe MQ,Operations Control,SRC-AIRDN-INT-011
INT-AIRDN-05357,APP-AIRDN-0125,APP-AIRDN-1381,file/batch,hourly,standard,cloud integration platform,Crew Operations,SRC-AIRDN-INT-012
INT-AIRDN-05358,APP-AIRDN-0132,APP-AIRDN-1398,ETL/ELT,daily,high,file transfer gateway,Technical Operations,SRC-AIRDN-INT-013
INT-AIRDN-05359,APP-AIRDN-0139,APP-AIRDN-1415,mainframe transaction,weekly,standard,data pipeline orchestrator,Airport Operations,SRC-AIRDN-INT-014
INT-AIRDN-05360,APP-AIRDN-0146,APP-AIRDN-1432,streaming topic,event-driven,critical,API gateway,Passenger Service,SRC-AIRDN-INT-015
INT-AIRDN-05361,APP-AIRDN-0153,APP-AIRDN-1449,SaaS connector,nightly batch,high,event streaming backbone,Commercial,SRC-AIRDN-INT-016
INT-AIRDN-05362,APP-AIRDN-0160,APP-AIRDN-1466,EDI/message,real-time,standard,enterprise service bus,Cargo,SRC-AIRDN-INT-017
INT-AIRDN-05363,APP-AIRDN-0167,APP-AIRDN-1483,database link,near real-time,standard,mainframe MQ,Corporate Finance,SRC-AIRDN-INT-018
INT-AIRDN-05364,APP-AIRDN-0174,APP-AIRDN-0005,MQ/event,hourly,high,cloud integration platform,Procurement,SRC-AIRDN-INT-019
INT-AIRDN-05365,APP-AIRDN-0181,APP-AIRDN-0022,API,daily,standard,file transfer gateway,Technology,SRC-AIRDN-INT-020
INT-AIRDN-05366,APP-AIRDN-0188,APP-AIRDN-0039,file/batch,weekly,standard,data pipeline orchestrator,Data and AI,SRC-AIRDN-INT-021
INT-AIRDN-05367,APP-AIRDN-0195,APP-AIRDN-0056,ETL/ELT,event-driven,high,API gateway,Cybersecurity,SRC-AIRDN-INT-022
INT-AIRDN-05368,APP-AIRDN-0202,APP-AIRDN-0073,mainframe transaction,nightly batch,critical,event streaming backbone,Workplace,SRC-AIRDN-INT-023
INT-AIRDN-05369,APP-AIRDN-0209,APP-AIRDN-0090,streaming topic,real-time,standard,enterprise service bus,Service Management,SRC-AIRDN-INT-024
INT-AIRDN-05370,APP-AIRDN-0216,APP-AIRDN-0107,SaaS connector,near real-time,high,mainframe MQ,Flight Operations,SRC-AIRDN-INT-025
INT-AIRDN-05371,APP-AIRDN-0223,APP-AIRDN-0124,EDI/message,hourly,standard,cloud integration platform,Operations Control,SRC-AIRDN-INT-026
INT-AIRDN-05372,APP-AIRDN-0230,APP-AIRDN-0141,database link,daily,standard,file transfer gateway,Crew Operations,SRC-AIRDN-INT-027
INT-AIRDN-05373,APP-AIRDN-0237,APP-AIRDN-0158,MQ/event,weekly,high,data pipeline orchestrator,Technical Operations,SRC-AIRDN-INT-028
INT-AIRDN-05374,APP-AIRDN-0244,APP-AIRDN-0175,API,event-driven,standard,API gateway,Airport Operations,SRC-AIRDN-INT-029
INT-AIRDN-05375,APP-AIRDN-0251,APP-AIRDN-0192,file/batch,nightly batch,standard,event streaming backbone,Passenger Service,SRC-AIRDN-INT-030
INT-AIRDN-05376,APP-AIRDN-0258,APP-AIRDN-0209,ETL/ELT,real-time,critical,enterprise service bus,Commercial,SRC-AIRDN-INT-031
INT-AIRDN-05377,APP-AIRDN-0265,APP-AIRDN-0226,mainframe transaction,near real-time,standard,mainframe MQ,Cargo,SRC-AIRDN-INT-032
INT-AIRDN-05378,APP-AIRDN-0272,APP-AIRDN-0243,streaming topic,hourly,standard,cloud integration platform,Corporate Finance,SRC-AIRDN-INT-033
INT-AIRDN-05379,APP-AIRDN-0279,APP-AIRDN-0260,SaaS connector,daily,high,file transfer gateway,Procurement,SRC-AIRDN-INT-034
INT-AIRDN-05380,APP-AIRDN-0286,APP-AIRDN-0277,EDI/message,weekly,standard,data pipeline orchestrator,Technology,SRC-AIRDN-INT-035
INT-AIRDN-05381,APP-AIRDN-0293,APP-AIRDN-0294,database link,event-driven,standard,API gateway,Data and AI,SRC-AIRDN-INT-036
INT-AIRDN-05382,APP-AIRDN-0300,APP-AIRDN-0311,MQ/event,nightly batch,high,event streaming backbone,Cybersecurity,SRC-AIRDN-INT-037
