contract_id,vendor_id,vendor_public_reference,contract_type,service_tower,business_function,scope,term_status,commercial_model,value_disclosure_mode,risk_note,source_id,effective_date,expiration_date,renewal_date,termination_rights,pricing_model,minimum_commitment,rate_card_id,service_credit_terms,inflation_provision,change_control_terms,subcontracting_terms,data_residency,transition_assistance,sla_history_source,invoice_source,change_order_source,lot_id,proposal_id,bafo_revision_id,evaluation_criteria_id
CONT-AIRDN-0654,VEND-AIRDN-379,Synthetic Supplier 379,telecom/network services,Data Analytics and Integration,Procurement,testing/QA,active,consumption,indexed,high exit-term sensitivity,SRC-AIRDN-CONT-079,2021-06-01,2028-06-28,2027-09-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0006,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-06,INV-AIRDN-0114,CO-AIRDN-0078,LOT-AIRDN-06,BID-AIRDN-C-LOT-AIRDN-06,BAFO-BID-AIRDN-C-LOT-AIRDN-06-R2,EVAL-LOT-AIRDN-06
CONT-AIRDN-0655,VEND-AIRDN-386,Synthetic Supplier 386,cybersecurity services,Cloud Infrastructure and Mainframe,Technology,release management,renewal within 12 months,hybrid fixed + variable,withheld,standard commercial review,SRC-AIRDN-CONT-080,2022-07-01,2026-07-28,2025-10-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0007,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-07,INV-AIRDN-0115,CO-AIRDN-0079,LOT-AIRDN-07,BID-AIRDN-A-LOT-AIRDN-07,BAFO-BID-AIRDN-A-LOT-AIRDN-07-R1,EVAL-LOT-AIRDN-07
CONT-AIRDN-0656,VEND-AIRDN-393,Synthetic Supplier 393,ITSM workflow subscription,Workplace Service Desk and Field Support,Data and AI,data center ops,renewal within 24 months,committed spend,exact,standard commercial review,SRC-AIRDN-CONT-081,2023-08-01,2027-08-28,2026-11-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0008,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-08,INV-AIRDN-0116,CO-AIRDN-0080,LOT-AIRDN-08,BID-AIRDN-B-LOT-AIRDN-08,BAFO-BID-AIRDN-B-LOT-AIRDN-08-R2,EVAL-LOT-AIRDN-08
CONT-AIRDN-0657,VEND-AIRDN-400,Synthetic Supplier 400,mainframe software agreement,SIAM Observability and Service Governance,Cybersecurity,network/telecom,extension option,outcome-linked,range,standard commercial review,SRC-AIRDN-CONT-082,2020-09-01,2028-09-28,2027-12-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0009,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-09,INV-AIRDN-0117,CO-AIRDN-0081,LOT-AIRDN-09,BID-AIRDN-C-LOT-AIRDN-09,BAFO-BID-AIRDN-C-LOT-AIRDN-09-R1,EVAL-LOT-AIRDN-09
CONT-AIRDN-0658,VEND-AIRDN-407,Synthetic Supplier 407,colocation contract,Airline Operations AMS,Workplace,workplace,transition assistance required,fixed fee,indexed,SLA credit ambiguity,SRC-AIRDN-CONT-083,2021-01-01,2026-10-28,2025-01-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0010,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-01,INV-AIRDN-0118,CO-AIRDN-0082,LOT-AIRDN-01,BID-AIRDN-A-LOT-AIRDN-01,BAFO-BID-AIRDN-A-LOT-AIRDN-01-R2,EVAL-LOT-AIRDN-01
CONT-AIRDN-0659,VEND-AIRDN-414,Synthetic Supplier 414,BPO services SOW,Corporate and SAP AMS,Service Management,service desk,exit rights need review,T&M,withheld,standard commercial review,SRC-AIRDN-CONT-084,2022-02-01,2027-11-28,2026-02-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0011,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-02,INV-AIRDN-0119,CO-AIRDN-0083,LOT-AIRDN-02,BID-AIRDN-B-LOT-AIRDN-02,BAFO-BID-AIRDN-B-LOT-AIRDN-02-R1,EVAL-LOT-AIRDN-02
CONT-AIRDN-0660,VEND-AIRDN-001,Synthetic Supplier 001,MSA,Digital Customer and Loyalty AMS,Flight Operations,airport technology support,active,unit-rate,exact,high exit-term sensitivity,SRC-AIRDN-CONT-085,2023-03-01,2028-12-28,2027-03-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0012,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-03,INV-AIRDN-0120,CO-AIRDN-0084,LOT-AIRDN-03,BID-AIRDN-C-LOT-AIRDN-03,BAFO-BID-AIRDN-C-LOT-AIRDN-03-R2,EVAL-LOT-AIRDN-03
CONT-AIRDN-0661,VEND-AIRDN-008,Synthetic Supplier 008,SOW,Data Analytics and Integration,Operations Control,database/middleware ops,renewal within 12 months,consumption,range,standard commercial review,SRC-AIRDN-CONT-086,2020-04-01,2026-01-28,2025-04-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0013,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-04,INV-AIRDN-0121,CO-AIRDN-0085,LOT-AIRDN-04,BID-AIRDN-A-LOT-AIRDN-04,BAFO-BID-AIRDN-A-LOT-AIRDN-04-R1,EVAL-LOT-AIRDN-04
CONT-AIRDN-0662,VEND-AIRDN-015,Synthetic Supplier 015,rate card,Cloud Infrastructure and Mainframe,Crew Operations,observability,renewal within 24 months,hybrid fixed + variable,indexed,standard commercial review,SRC-AIRDN-CONT-087,2021-05-01,2027-02-28,2026-05-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0014,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-05,INV-AIRDN-0122,CO-AIRDN-0086,LOT-AIRDN-05,BID-AIRDN-B-LOT-AIRDN-05,BAFO-BID-AIRDN-B-LOT-AIRDN-05-R2,EVAL-LOT-AIRDN-05
CONT-AIRDN-0663,VEND-AIRDN-022,Synthetic Supplier 022,software subscription,Workplace Service Desk and Field Support,Technical Operations,finance operations,extension option,committed spend,withheld,standard commercial review,SRC-AIRDN-CONT-088,2022-06-01,2028-03-28,2027-06-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0015,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-06,INV-AIRDN-0123,CO-AIRDN-0087,LOT-AIRDN-06,BID-AIRDN-C-LOT-AIRDN-06,BAFO-BID-AIRDN-C-LOT-AIRDN-06-R1,EVAL-LOT-AIRDN-06
CONT-AIRDN-0664,VEND-AIRDN-029,Synthetic Supplier 029,managed service agreement,SIAM Observability and Service Governance,Airport Operations,procurement operations,transition assistance required,outcome-linked,exact,standard commercial review,SRC-AIRDN-CONT-089,2023-07-01,2026-04-28,2025-07-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0016,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-07,INV-AIRDN-0124,CO-AIRDN-0088,LOT-AIRDN-07,BID-AIRDN-A-LOT-AIRDN-07,BAFO-BID-AIRDN-A-LOT-AIRDN-07-R2,EVAL-LOT-AIRDN-07
CONT-AIRDN-0665,VEND-AIRDN-036,Synthetic Supplier 036,cloud commit,Airline Operations AMS,Passenger Service,customer-contact support,exit rights need review,fixed fee,range,standard commercial review,SRC-AIRDN-CONT-090,2020-08-01,2027-05-28,2026-08-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0017,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-08,INV-AIRDN-0125,CO-AIRDN-0089,LOT-AIRDN-08,BID-AIRDN-B-LOT-AIRDN-08,BAFO-BID-AIRDN-B-LOT-AIRDN-08-R1,EVAL-LOT-AIRDN-08
CONT-AIRDN-0666,VEND-AIRDN-043,Synthetic Supplier 043,maintenance agreement,Corporate and SAP AMS,Commercial,application run/enhancement,active,T&M,indexed,high exit-term sensitivity,SRC-AIRDN-CONT-091,2021-09-01,2028-06-28,2027-09-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0018,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-09,INV-AIRDN-0126,CO-AIRDN-0090,LOT-AIRDN-09,BID-AIRDN-C-LOT-AIRDN-09,BAFO-BID-AIRDN-C-LOT-AIRDN-09-R2,EVAL-LOT-AIRDN-09
CONT-AIRDN-0667,VEND-AIRDN-050,Synthetic Supplier 050,professional services SOW,Digital Customer and Loyalty AMS,Cargo,SAP AMS,renewal within 12 months,unit-rate,withheld,standard commercial review,SRC-AIRDN-CONT-092,2022-01-01,2026-07-28,2025-10-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0019,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-01,INV-AIRDN-0127,CO-AIRDN-0091,LOT-AIRDN-01,BID-AIRDN-A-LOT-AIRDN-01,BAFO-BID-AIRDN-A-LOT-AIRDN-01-R1,EVAL-LOT-AIRDN-01
CONT-AIRDN-0668,VEND-AIRDN-057,Synthetic Supplier 057,data platform agreement,Data Analytics and Integration,Corporate Finance,mainframe AMS,renewal within 24 months,consumption,exact,standard commercial review,SRC-AIRDN-CONT-093,2023-02-01,2027-08-28,2026-11-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0020,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-02,INV-AIRDN-0128,CO-AIRDN-0092,LOT-AIRDN-02,BID-AIRDN-B-LOT-AIRDN-02,BAFO-BID-AIRDN-B-LOT-AIRDN-02-R2,EVAL-LOT-AIRDN-02
CONT-AIRDN-0669,VEND-AIRDN-064,Synthetic Supplier 064,telecom/network services,Cloud Infrastructure and Mainframe,Procurement,airline operations AMS,extension option,hybrid fixed + variable,range,standard commercial review,SRC-AIRDN-CONT-094,2020-03-01,2028-09-28,2027-12-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0021,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-03,INV-AIRDN-0129,CO-AIRDN-0093,LOT-AIRDN-03,BID-AIRDN-C-LOT-AIRDN-03,BAFO-BID-AIRDN-C-LOT-AIRDN-03-R1,EVAL-LOT-AIRDN-03
CONT-AIRDN-0670,VEND-AIRDN-071,Synthetic Supplier 071,cybersecurity services,Workplace Service Desk and Field Support,Technology,digital support,transition assistance required,committed spend,indexed,supplier concentration,SRC-AIRDN-CONT-095,2021-04-01,2026-10-28,2025-01-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0022,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-04,INV-AIRDN-0130,CO-AIRDN-0094,LOT-AIRDN-04,BID-AIRDN-A-LOT-AIRDN-04,BAFO-BID-AIRDN-A-LOT-AIRDN-04-R2,EVAL-LOT-AIRDN-04
CONT-AIRDN-0671,VEND-AIRDN-078,Synthetic Supplier 078,ITSM workflow subscription,SIAM Observability and Service Governance,Data and AI,data platform ops,exit rights need review,outcome-linked,withheld,standard commercial review,SRC-AIRDN-CONT-096,2022-05-01,2027-11-28,2026-02-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0023,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-05,INV-AIRDN-0131,CO-AIRDN-0095,LOT-AIRDN-05,BID-AIRDN-B-LOT-AIRDN-05,BAFO-BID-AIRDN-B-LOT-AIRDN-05-R1,EVAL-LOT-AIRDN-05
CONT-AIRDN-0672,VEND-AIRDN-085,Synthetic Supplier 085,mainframe software agreement,Airline Operations AMS,Cybersecurity,testing/QA,active,fixed fee,exact,high exit-term sensitivity,SRC-AIRDN-CONT-001,2023-06-01,2028-12-28,2027-03-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0024,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-06,INV-AIRDN-0132,CO-AIRDN-0096,LOT-AIRDN-06,BID-AIRDN-C-LOT-AIRDN-06,BAFO-BID-AIRDN-C-LOT-AIRDN-06-R2,EVAL-LOT-AIRDN-06
CONT-AIRDN-0673,VEND-AIRDN-092,Synthetic Supplier 092,colocation contract,Corporate and SAP AMS,Workplace,release management,renewal within 12 months,T&M,range,standard commercial review,SRC-AIRDN-CONT-002,2020-07-01,2026-01-28,2025-04-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0025,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-07,INV-AIRDN-0133,CO-AIRDN-0001,LOT-AIRDN-07,BID-AIRDN-A-LOT-AIRDN-07,BAFO-BID-AIRDN-A-LOT-AIRDN-07-R1,EVAL-LOT-AIRDN-07
CONT-AIRDN-0674,VEND-AIRDN-099,Synthetic Supplier 099,BPO services SOW,Digital Customer and Loyalty AMS,Service Management,data center ops,renewal within 24 months,unit-rate,indexed,standard commercial review,SRC-AIRDN-CONT-003,2021-08-01,2027-02-28,2026-05-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0026,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-08,INV-AIRDN-0134,CO-AIRDN-0002,LOT-AIRDN-08,BID-AIRDN-B-LOT-AIRDN-08,BAFO-BID-AIRDN-B-LOT-AIRDN-08-R2,EVAL-LOT-AIRDN-08
CONT-AIRDN-0675,VEND-AIRDN-106,Synthetic Supplier 106,MSA,Data Analytics and Integration,Flight Operations,network/telecom,extension option,consumption,withheld,standard commercial review,SRC-AIRDN-CONT-004,2022-09-01,2028-03-28,2027-06-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0027,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-09,INV-AIRDN-0135,CO-AIRDN-0003,LOT-AIRDN-09,BID-AIRDN-C-LOT-AIRDN-09,BAFO-BID-AIRDN-C-LOT-AIRDN-09-R1,EVAL-LOT-AIRDN-09
CONT-AIRDN-0676,VEND-AIRDN-113,Synthetic Supplier 113,SOW,Cloud Infrastructure and Mainframe,Operations Control,workplace,transition assistance required,hybrid fixed + variable,exact,standard commercial review,SRC-AIRDN-CONT-005,2023-01-01,2026-04-28,2025-07-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0028,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-01,INV-AIRDN-0136,CO-AIRDN-0004,LOT-AIRDN-01,BID-AIRDN-A-LOT-AIRDN-01,BAFO-BID-AIRDN-A-LOT-AIRDN-01-R2,EVAL-LOT-AIRDN-01
CONT-AIRDN-0677,VEND-AIRDN-120,Synthetic Supplier 120,rate card,Workplace Service Desk and Field Support,Crew Operations,service desk,exit rights need review,committed spend,range,standard commercial review,SRC-AIRDN-CONT-006,2020-02-01,2027-05-28,2026-08-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0029,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-02,INV-AIRDN-0137,CO-AIRDN-0005,LOT-AIRDN-02,BID-AIRDN-B-LOT-AIRDN-02,BAFO-BID-AIRDN-B-LOT-AIRDN-02-R1,EVAL-LOT-AIRDN-02
CONT-AIRDN-0678,VEND-AIRDN-127,Synthetic Supplier 127,software subscription,SIAM Observability and Service Governance,Technical Operations,airport technology support,active,outcome-linked,indexed,high exit-term sensitivity,SRC-AIRDN-CONT-007,2021-03-01,2028-06-28,2027-09-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0030,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-03,INV-AIRDN-0138,CO-AIRDN-0006,LOT-AIRDN-03,BID-AIRDN-C-LOT-AIRDN-03,BAFO-BID-AIRDN-C-LOT-AIRDN-03-R2,EVAL-LOT-AIRDN-03
CONT-AIRDN-0679,VEND-AIRDN-134,Synthetic Supplier 134,managed service agreement,Airline Operations AMS,Airport Operations,database/middleware ops,renewal within 12 months,fixed fee,withheld,standard commercial review,SRC-AIRDN-CONT-008,2022-04-01,2026-07-28,2025-10-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0031,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-04,INV-AIRDN-0139,CO-AIRDN-0007,LOT-AIRDN-04,BID-AIRDN-A-LOT-AIRDN-04,BAFO-BID-AIRDN-A-LOT-AIRDN-04-R1,EVAL-LOT-AIRDN-04
CONT-AIRDN-0680,VEND-AIRDN-141,Synthetic Supplier 141,cloud commit,Corporate and SAP AMS,Passenger Service,observability,renewal within 24 months,T&M,exact,supplier concentration,SRC-AIRDN-CONT-009,2023-05-01,2027-08-28,2026-11-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0032,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-05,INV-AIRDN-0140,CO-AIRDN-0008,LOT-AIRDN-05,BID-AIRDN-B-LOT-AIRDN-05,BAFO-BID-AIRDN-B-LOT-AIRDN-05-R2,EVAL-LOT-AIRDN-05
CONT-AIRDN-0681,VEND-AIRDN-148,Synthetic Supplier 148,maintenance agreement,Digital Customer and Loyalty AMS,Commercial,finance operations,extension option,unit-rate,range,standard commercial review,SRC-AIRDN-CONT-010,2020-06-01,2028-09-28,2027-12-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0033,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-06,INV-AIRDN-0141,CO-AIRDN-0009,LOT-AIRDN-06,BID-AIRDN-C-LOT-AIRDN-06,BAFO-BID-AIRDN-C-LOT-AIRDN-06-R1,EVAL-LOT-AIRDN-06
