tenant_key,system_name,servicenow_ci_sys_id,reporting_period,total_incidents,p1_incidents,p2_incidents,p3_incidents,p4_incidents,avg_mttr_hours,p1_mttr_hours,sla_target_pct,sla_actual_pct,sla_breach_count,top_root_cause_category,change_requests_count,change_success_rate_pct,escalation_to_vendor_count,service_desk_provider,notes,source_classification,generation_method
skyharbor-air,Fare Sale Campaign Tracking Portal,SHACMDB-f0cec40142,trailing_12mo_ending_2026-07-31,10,0,2,4,4,7.9,3.8,98,98.23,0,data quality/reconciliation,2,97,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier3 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Revenue Integrity Audit Exception Review Approval Tool,SHACMDB-89e9859b6e,trailing_12mo_ending_2026-07-31,7,0,1,3,3,8.7,3.5,98,98.14,0,integration/interface failure,1,96,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier3 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Seasonal Schedule Scenario Modeling Status Board,SHACMDB-235c947288,trailing_12mo_ending_2026-07-31,43,1,7,18,17,6.7,3.3,99.5,99.18,1,change-related regression,11,84.8,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (known data quality issues in the seasonal schedule scenario modeling data feed require manual scrubbing before network planning analysts can trust the output; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Aircraft Rotation Exception Review Status Board,SHACMDB-6e3ebe19a0,trailing_12mo_ending_2026-07-31,18,0,4,7,7,4.1,1.8,99.5,99.69,0,data quality/reconciliation,4,94,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier2 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,New Route Feasibility Study Archive Exception Queue,SHACMDB-6218ea5599,trailing_12mo_ending_2026-07-31,18,0,2,7,9,2.7,1.2,99.5,99.85,0,data quality/reconciliation,4,98.7,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Change Advisory Board Meeting Minutes Scheduler,SHACMDB-4f3e255264,trailing_12mo_ending_2026-07-31,21,0,4,8,9,11.6,5.1,98,97.53,2,data quality/reconciliation,5,86.1,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (duplicate manual data entry between this system and Collibra Data Catalog; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Disaster Recovery Test Evidence Archive Exception Queue,SHACMDB-abe4927832,trailing_12mo_ending_2026-07-31,6,0,1,3,2,6.1,2.7,98,98.4,0,access/authentication,1,95.3,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Software License True-Up Tracking Intake Form System,SHACMDB-e313655952,trailing_12mo_ending_2026-07-31,8,0,1,3,4,6,2.9,98,98.48,0,capacity/performance degradation,2,96,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Shadow-It Discovery Scan Results Log,SHACMDB-c3d1da7814,trailing_12mo_ending_2026-07-31,21,0,3,9,9,13.1,5.4,98,97.76,1,capacity/performance degradation,5,90.6,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (batch-window latency causes data to be up to 4 hours stale during peak periods; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Corporate Card Program Management Tool,SHACMDB-56451b5686,trailing_12mo_ending_2026-07-31,11,0,2,5,4,7.4,3.9,98,98.26,0,integration/interface failure,3,94.6,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier3 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Travel Risk Management Tool,SHACMDB-a8130b6024,trailing_12mo_ending_2026-07-31,9,0,2,4,3,5.8,2.5,98,98.36,0,vendor-side outage,2,93.5,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Enterprise Print Management Platform,SHACMDB-6c7bc86d2e,trailing_12mo_ending_2026-07-31,8,0,1,3,4,5.3,2.4,98,98.32,0,capacity/performance degradation,2,96.9,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Meeting Room & AV Booking System,SHACMDB-080d2cb2b6,trailing_12mo_ending_2026-07-31,9,0,2,3,4,8.2,3.7,98,98.18,0,access/authentication,2,93.1,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier3 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Digital Signage Management — Airports,SHACMDB-8e5c413b3e,trailing_12mo_ending_2026-07-31,7,0,1,3,3,5,2.3,98,98.3,0,change-related regression,1,92.1,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Aircraft Records Digital Vault,SHACMDB-9524c65449,trailing_12mo_ending_2026-07-31,19,0,4,7,8,3.4,2,99.5,99.76,0,integration/interface failure,4,96.6,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Pilot Recruitment Pipeline Tool,SHACMDB-9c7c38fbd0,trailing_12mo_ending_2026-07-31,6,0,1,3,2,4.9,2.3,98,98.48,0,capacity/performance degradation,1,94.4,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Flight Attendant Base Bidding Tool,SHACMDB-b0bbbb85d7,trailing_12mo_ending_2026-07-31,11,0,2,5,4,12.1,5.8,98,97.7,1,infrastructure/network,3,86.7,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; mobile/offline connectivity drops at all domestic hub stations, forcing a paper or manual fallback, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Station Weather Observation Feed,SHACMDB-2e8105cba9,trailing_12mo_ending_2026-07-31,7,0,1,3,3,5.7,2.4,98,98.34,0,capacity/performance degradation,1,95.4,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Cargo Rate Quoting Tool,SHACMDB-6bfe195a48,trailing_12mo_ending_2026-07-31,8,0,1,3,4,6.3,2.9,98,98.47,0,batch/scheduling delay,2,97.1,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Employee Wellness Program Portal,SHACMDB-bb060dd7a3,trailing_12mo_ending_2026-07-31,8,0,1,3,4,5.7,3,98,98.49,0,data quality/reconciliation,2,92.9,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Inflight Wifi Usage Analytics Tool,SHACMDB-aaad4a4ad9,trailing_12mo_ending_2026-07-31,9,0,1,3,5,8.7,4.5,98,98.11,0,capacity/performance degradation,1,93.1,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier3 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Charter & Government Contract Tracking Tool,SHACMDB-8f670bc5b6,trailing_12mo_ending_2026-07-31,14,0,2,5,7,11.6,4.7,98,97.55,2,change-related regression,4,82.4,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (mobile/offline connectivity drops at the Denver (DEN) hub, forcing a paper or manual fallback; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Enterprise Records Retention & Legal Hold Tool,SHACMDB-8c134d68c3,trailing_12mo_ending_2026-07-31,5,0,1,2,2,5.4,2.7,98,98.24,0,change-related regression,1,94.9,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Airport Concession & Retail Lease Tracker,SHACMDB-8d8ee12a97,trailing_12mo_ending_2026-07-31,8,0,2,3,3,6.1,3.2,98,98.41,0,infrastructure/network,2,97.5,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Data Product Catalog (Internal),SHACMDB-fc26970dca,trailing_12mo_ending_2026-07-31,18,0,3,7,8,3.9,2.3,99.5,99.76,0,change-related regression,3,93.4,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier2 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Executive Reporting Briefing Book Generator,SHACMDB-c4b0e2a3ad,trailing_12mo_ending_2026-07-31,20,0,3,8,9,3.1,1.5,99.5,99.96,0,infrastructure/network,5,94.1,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Aircraft Delivery & Fleet Transition Tracker,SHACMDB-455f259d94,trailing_12mo_ending_2026-07-31,26,1,5,9,11,3.2,1.3,99.5,99.97,0,access/authentication,7,95.2,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Ramp Safety Incident Video Review Tool,SHACMDB-ae97539297,trailing_12mo_ending_2026-07-31,6,0,1,3,2,5.1,3,98,98.44,0,access/authentication,2,92.1,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
