profile_id,tenant_key,entity_type,entity_key,display_name,record_count,confidence,summary
profile:risks_controls:Chief_Experience_Officer_/_Member_Experience:_Unified_clinical_+_claims_lakehouse,meridian-health,risks_controls,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse,2,high,Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse; Chief Experience Officer / Member Experience: Unified clinical + claims lakehouse
profile:risks_controls:Chief_Experience_Officer_/_Member_Experience:_Governed_data_foundation_for_AI_/_LLM_automation,meridian-health,risks_controls,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation,2,high,Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation; Chief Experience Officer / Member Experience: Governed data foundation for AI / LLM automation
profile:risks_controls:Chief_Experience_Officer_/_Member_Experience:_Call_center_optimization,meridian-health,risks_controls,Chief Experience Officer / Member Experience: Call center optimization,Chief Experience Officer / Member Experience: Call center optimization,2,medium,Chief Experience Officer / Member Experience: Call center optimization; Chief Experience Officer / Member Experience: Call center optimization
profile:risks_controls:Chief_Experience_Officer_/_Member_Experience:_Provider_quality_and_performance,meridian-health,risks_controls,Chief Experience Officer / Member Experience: Provider quality and performance,Chief Experience Officer / Member Experience: Provider quality and performance,1,high,Chief Experience Officer / Member Experience: Provider quality and performance
profile:risks_controls:Chief_Experience_Officer_/_Member_Experience:_End-to-end_cost_transparency,meridian-health,risks_controls,Chief Experience Officer / Member Experience: End-to-end cost transparency,Chief Experience Officer / Member Experience: End-to-end cost transparency,1,high,Chief Experience Officer / Member Experience: End-to-end cost transparency
profile:risks_controls:COO_/_Operations:_Automated_close_and_reporting,meridian-health,risks_controls,COO / Operations: Automated close and reporting,COO / Operations: Automated close and reporting,2,medium,COO / Operations: Automated close and reporting; COO / Operations: Automated close and reporting
profile:risks_controls:COO_/_Operations:_Unified_clinical_+_claims_lakehouse,meridian-health,risks_controls,COO / Operations: Unified clinical + claims lakehouse,COO / Operations: Unified clinical + claims lakehouse,2,medium,COO / Operations: Unified clinical + claims lakehouse; COO / Operations: Unified clinical + claims lakehouse
profile:risks_controls:COO_/_Operations:_Governed_data_foundation_for_AI_/_LLM_automation,meridian-health,risks_controls,COO / Operations: Governed data foundation for AI / LLM automation,COO / Operations: Governed data foundation for AI / LLM automation,2,high,COO / Operations: Governed data foundation for AI / LLM automation; COO / Operations: Governed data foundation for AI / LLM automation
profile:risks_controls:COO_/_Operations:_Call_center_optimization,meridian-health,risks_controls,COO / Operations: Call center optimization,COO / Operations: Call center optimization,2,high,COO / Operations: Call center optimization; COO / Operations: Call center optimization
profile:risks_controls:COO_/_Operations:_Provider_quality_and_performance,meridian-health,risks_controls,COO / Operations: Provider quality and performance,COO / Operations: Provider quality and performance,2,medium,COO / Operations: Provider quality and performance; COO / Operations: Provider quality and performance
profile:risks_controls:COO_/_Operations:_End-to-end_cost_transparency,meridian-health,risks_controls,COO / Operations: End-to-end cost transparency,COO / Operations: End-to-end cost transparency,1,high,COO / Operations: End-to-end cost transparency
profile:risks_controls:COO_/_Operations:_Payment_integrity_and_leakage_reduction,meridian-health,risks_controls,COO / Operations: Payment integrity and leakage reduction,COO / Operations: Payment integrity and leakage reduction,1,high,COO / Operations: Payment integrity and leakage reduction
profile:risks_controls:Chief_Medical_/_Clinical_Operations:_Unified_clinical_+_claims_lakehouse,meridian-health,risks_controls,Chief Medical / Clinical Operations: Unified clinical + claims lakehouse,Chief Medical / Clinical Operations: Unified clinical + claims lakehouse,2,medium,Chief Medical / Clinical Operations: Unified clinical + claims lakehouse; Chief Medical / Clinical Operations: Unified clinical + claims lakehouse
profile:risks_controls:Chief_Medical_/_Clinical_Operations:_Governed_data_foundation_for_AI_/_LLM_automation,meridian-health,risks_controls,Chief Medical / Clinical Operations: Governed data foundation for AI / LLM automation,Chief Medical / Clinical Operations: Governed data foundation for AI / LLM automation,2,medium,Chief Medical / Clinical Operations: Governed data foundation for AI / LLM automation; Chief Medical / Clinical Operations: Governed data foundation for AI / LLM automation
profile:risks_controls:Chief_Medical_/_Clinical_Operations:_Call_center_optimization,meridian-health,risks_controls,Chief Medical / Clinical Operations: Call center optimization,Chief Medical / Clinical Operations: Call center optimization,2,high,Chief Medical / Clinical Operations: Call center optimization; Chief Medical / Clinical Operations: Call center optimization
profile:risks_controls:Chief_Medical_/_Clinical_Operations:_Provider_quality_and_performance,meridian-health,risks_controls,Chief Medical / Clinical Operations: Provider quality and performance,Chief Medical / Clinical Operations: Provider quality and performance,2,high,Chief Medical / Clinical Operations: Provider quality and performance; Chief Medical / Clinical Operations: Provider quality and performance
profile:risks_controls:Chief_Medical_/_Clinical_Operations:_End-to-end_cost_transparency,meridian-health,risks_controls,Chief Medical / Clinical Operations: End-to-end cost transparency,Chief Medical / Clinical Operations: End-to-end cost transparency,2,medium,Chief Medical / Clinical Operations: End-to-end cost transparency; Chief Medical / Clinical Operations: End-to-end cost transparency
profile:risks_controls:Chief_Medical_/_Clinical_Operations:_Payment_integrity_and_leakage_reduction,meridian-health,risks_controls,Chief Medical / Clinical Operations: Payment integrity and leakage reduction,Chief Medical / Clinical Operations: Payment integrity and leakage reduction,1,high,Chief Medical / Clinical Operations: Payment integrity and leakage reduction
profile:risks_controls:Chief_Medical_/_Clinical_Operations:_Automated_close_and_reporting,meridian-health,risks_controls,Chief Medical / Clinical Operations: Automated close and reporting,Chief Medical / Clinical Operations: Automated close and reporting,1,high,Chief Medical / Clinical Operations: Automated close and reporting
profile:risks_controls:Health_Plan_Operations_/_Claims_&_Eligibility:_Governed_data_foundation_for_AI_/_LLM_automation,meridian-health,risks_controls,Health Plan Operations / Claims & Eligibility: Governed data foundation for AI / LLM automation,Health Plan Operations / Claims & Eligibility: Governed data foundation for AI / LLM automation,2,medium,Health Plan Operations / Claims & Eligibility: Governed data foundation for AI / LLM automation; Health Plan Operations / Claims & Eligibility: Governed data foundation for AI / LLM automation
profile:risks_controls:Health_Plan_Operations_/_Claims_&_Eligibility:_Call_center_optimization,meridian-health,risks_controls,Health Plan Operations / Claims & Eligibility: Call center optimization,Health Plan Operations / Claims & Eligibility: Call center optimization,2,medium,Health Plan Operations / Claims & Eligibility: Call center optimization; Health Plan Operations / Claims & Eligibility: Call center optimization
profile:risks_controls:Health_Plan_Operations_/_Claims_&_Eligibility:_Provider_quality_and_performance,meridian-health,risks_controls,Health Plan Operations / Claims & Eligibility: Provider quality and performance,Health Plan Operations / Claims & Eligibility: Provider quality and performance,2,high,Health Plan Operations / Claims & Eligibility: Provider quality and performance; Health Plan Operations / Claims & Eligibility: Provider quality and performance
profile:risks_controls:Health_Plan_Operations_/_Claims_&_Eligibility:_End-to-end_cost_transparency,meridian-health,risks_controls,Health Plan Operations / Claims & Eligibility: End-to-end cost transparency,Health Plan Operations / Claims & Eligibility: End-to-end cost transparency,2,high,Health Plan Operations / Claims & Eligibility: End-to-end cost transparency; Health Plan Operations / Claims & Eligibility: End-to-end cost transparency
profile:risks_controls:Health_Plan_Operations_/_Claims_&_Eligibility:_Payment_integrity_and_leakage_reduction,meridian-health,risks_controls,Health Plan Operations / Claims & Eligibility: Payment integrity and leakage reduction,Health Plan Operations / Claims & Eligibility: Payment integrity and leakage reduction,2,medium,Health Plan Operations / Claims & Eligibility: Payment integrity and leakage reduction; Health Plan Operations / Claims & Eligibility: Payment integrity and leakage reduction
profile:risks_controls:Health_Plan_Operations_/_Claims_&_Eligibility:_Automated_close_and_reporting,meridian-health,risks_controls,Health Plan Operations / Claims & Eligibility: Automated close and reporting,Health Plan Operations / Claims & Eligibility: Automated close and reporting,1,high,Health Plan Operations / Claims & Eligibility: Automated close and reporting
profile:risks_controls:Health_Plan_Operations_/_Claims_&_Eligibility:_Unified_clinical_+_claims_lakehouse,meridian-health,risks_controls,Health Plan Operations / Claims & Eligibility: Unified clinical + claims lakehouse,Health Plan Operations / Claims & Eligibility: Unified clinical + claims lakehouse,1,high,Health Plan Operations / Claims & Eligibility: Unified clinical + claims lakehouse
