tenant_key,gap_key,dimension_key,record_key,gap_type,gap_description,blocked_decision,evidence_needed,confidence,active_candidate_status
skyharbor-air,SHA-GAP-00001,00_enterprise_profile,SHA-00-00001,missing_owner,safety criticality requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-00001; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01899,07_vendors_contracts,SHA-07-00095,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Loyalty Platform Modernization,SHA-EVID-04295; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01900,07_vendors_contracts,SHA-07-00096,missing_control_attestation,model explainability requires evidence validation before active use.,Crew Operations Optimization,SHA-EVID-04296; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01901,07_vendors_contracts,SHA-07-00097,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Maintenance Predictive Analytics Foundation,SHA-EVID-04297; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01902,07_vendors_contracts,SHA-07-00098,missing_baseline,incident response requires evidence validation before active use.,Airport Turnaround Performance Program,SHA-EVID-04298; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01903,07_vendors_contracts,SHA-07-00099,missing_lineage,airport-local operating variation requires evidence validation before active use.,Data Platform and Lakehouse Foundation,SHA-EVID-04299; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01904,07_vendors_contracts,SHA-07-00100,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Contact Center Experience Transformation,SHA-EVID-04300; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01905,07_vendors_contracts,SHA-07-00101,missing_control_attestation,cloud resilience requires evidence validation before active use.,Revenue Management Modernization,SHA-EVID-04301; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01906,07_vendors_contracts,SHA-07-00102,missing_owner,safety criticality requires evidence validation before active use.,Cloud Resilience and Cyber Program,SHA-EVID-04302; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01907,07_vendors_contracts,SHA-07-00103,missing_baseline,operational resilience requires evidence validation before active use.,Baggage Visibility and Recovery,SHA-EVID-04303; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01908,07_vendors_contracts,SHA-07-00104,missing_lineage,crew and legal constraints requires evidence validation before active use.,Finance and Procurement Spend Transparency,SHA-EVID-04304; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01909,07_vendors_contracts,SHA-07-00105,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,IROPS recovery copilot,SHA-EVID-04305; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01910,07_vendors_contracts,SHA-07-00106,missing_control_attestation,data privacy requires evidence validation before active use.,Crew disruption assistant,SHA-EVID-04306; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01911,07_vendors_contracts,SHA-07-00107,missing_owner,PCI requires evidence validation before active use.,Maintenance troubleshooting assistant,SHA-EVID-04307; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01912,07_vendors_contracts,SHA-07-00108,missing_baseline,cyber risk requires evidence validation before active use.,Contact center agent assist,SHA-EVID-04308; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01913,07_vendors_contracts,SHA-07-00109,missing_lineage,identity and access requires evidence validation before active use.,Passenger rebooking personalization,SHA-EVID-04309; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01914,07_vendors_contracts,SHA-07-00110,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Baggage recovery prediction,SHA-EVID-04310; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01915,07_vendors_contracts,SHA-07-00111,missing_control_attestation,model explainability requires evidence validation before active use.,Airport turnaround risk predictor,SHA-EVID-04311; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01916,07_vendors_contracts,SHA-07-00112,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Revenue management scenario assistant,SHA-EVID-04312; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01917,07_vendors_contracts,SHA-07-00113,missing_baseline,incident response requires evidence validation before active use.,Loyalty next-best-action assistant,SHA-EVID-04313; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01918,07_vendors_contracts,SHA-07-00114,missing_lineage,airport-local operating variation requires evidence validation before active use.,Flight operations knowledge assistant,SHA-EVID-04314; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01919,07_vendors_contracts,SHA-07-00115,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,IT incident and change-risk copilot,SHA-EVID-04315; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01920,07_vendors_contracts,SHA-07-00116,missing_control_attestation,cloud resilience requires evidence validation before active use.,Procurement and vendor contract intelligence,SHA-EVID-04316; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01921,07_vendors_contracts,SHA-07-00117,missing_owner,safety criticality requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-04317; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01922,07_vendors_contracts,SHA-07-00118,missing_baseline,operational resilience requires evidence validation before active use.,Passenger Service Modernization,SHA-EVID-04318; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01923,07_vendors_contracts,SHA-07-00119,missing_lineage,crew and legal constraints requires evidence validation before active use.,Loyalty Platform Modernization,SHA-EVID-04319; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01924,07_vendors_contracts,SHA-07-00120,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Crew Operations Optimization,SHA-EVID-04320; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01925,07_vendors_contracts,SHA-07-00121,missing_control_attestation,data privacy requires evidence validation before active use.,Maintenance Predictive Analytics Foundation,SHA-EVID-04321; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01926,07_vendors_contracts,SHA-07-00122,missing_owner,PCI requires evidence validation before active use.,Airport Turnaround Performance Program,SHA-EVID-04322; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01927,07_vendors_contracts,SHA-07-00123,missing_baseline,cyber risk requires evidence validation before active use.,Data Platform and Lakehouse Foundation,SHA-EVID-04323; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01928,07_vendors_contracts,SHA-07-00124,missing_lineage,identity and access requires evidence validation before active use.,Contact Center Experience Transformation,SHA-EVID-04324; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01929,07_vendors_contracts,SHA-07-00125,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Revenue Management Modernization,SHA-EVID-04325; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01930,07_vendors_contracts,SHA-07-00126,missing_control_attestation,model explainability requires evidence validation before active use.,Cloud Resilience and Cyber Program,SHA-EVID-04326; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01931,07_vendors_contracts,SHA-07-00127,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Baggage Visibility and Recovery,SHA-EVID-04327; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01932,07_vendors_contracts,SHA-07-00128,missing_baseline,incident response requires evidence validation before active use.,Finance and Procurement Spend Transparency,SHA-EVID-04328; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01933,07_vendors_contracts,SHA-07-00129,missing_lineage,airport-local operating variation requires evidence validation before active use.,IROPS recovery copilot,SHA-EVID-04329; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01934,07_vendors_contracts,SHA-07-00130,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Crew disruption assistant,SHA-EVID-04330; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01935,07_vendors_contracts,SHA-07-00131,missing_control_attestation,cloud resilience requires evidence validation before active use.,Maintenance troubleshooting assistant,SHA-EVID-04331; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01936,07_vendors_contracts,SHA-07-00132,missing_owner,safety criticality requires evidence validation before active use.,Contact center agent assist,SHA-EVID-04332; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01937,07_vendors_contracts,SHA-07-00133,missing_baseline,operational resilience requires evidence validation before active use.,Passenger rebooking personalization,SHA-EVID-04333; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01938,07_vendors_contracts,SHA-07-00134,missing_lineage,crew and legal constraints requires evidence validation before active use.,Baggage recovery prediction,SHA-EVID-04334; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01939,07_vendors_contracts,SHA-07-00135,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Airport turnaround risk predictor,SHA-EVID-04335; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01940,07_vendors_contracts,SHA-07-00136,missing_control_attestation,data privacy requires evidence validation before active use.,Revenue management scenario assistant,SHA-EVID-04336; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-01941,07_vendors_contracts,SHA-07-00137,missing_owner,PCI requires evidence validation before active use.,Loyalty next-best-action assistant,SHA-EVID-04337; source file; owner; baseline; control status,medium,candidate
