sql_asset_id,asset_type,business_function,version_family,hosting_model,upstream_source,lifecycle_status,evidence_gap
SQL-HCDN-01796,SSAS cube/model,Claims Operations,SQL Server 2014,private cloud,claims warehouse,stale,source-backed candidate
SQL-HCDN-01797,SSRS report server,Clinical Analytics,SQL Server 2016,on-prem data center,manual spreadsheet upload,duplicate,source-backed candidate
SQL-HCDN-01798,SQL Agent schedule group,Departmental Reporting,SQL Server 2019,departmental server,Oracle feed,retire candidate,source-backed candidate
SQL-HCDN-01799,SQL Server instance,Actuarial,SQL Server 2022,private cloud,flat-file/SFTP,owner conflict,source-backed candidate
SQL-HCDN-01800,SQL database,Finance,SQL Server 2012,on-prem data center,Epic Clarity,active,measure definition conflict
SQL-HCDN-01801,departmental mart,Quality and Stars,SQL Server 2014,departmental server,legacy EDW,stale,source-backed candidate
SQL-HCDN-01802,SSIS package group,Revenue Cycle,SQL Server 2016,private cloud,claims warehouse,duplicate,source-backed candidate
SQL-HCDN-01803,SSAS cube/model,Population Health,SQL Server 2019,on-prem data center,manual spreadsheet upload,retire candidate,source-backed candidate
SQL-HCDN-01804,SSRS report server,Claims Operations,SQL Server 2022,departmental server,Oracle feed,owner conflict,lineage incomplete
SQL-HCDN-01805,SQL Agent schedule group,Clinical Analytics,SQL Server 2012,private cloud,flat-file/SFTP,active,source-backed candidate
SQL-HCDN-01806,SQL Server instance,Departmental Reporting,SQL Server 2014,on-prem data center,Epic Clarity,stale,source-backed candidate
SQL-HCDN-01807,SQL database,Actuarial,SQL Server 2016,departmental server,legacy EDW,duplicate,source-backed candidate
SQL-HCDN-01808,departmental mart,Finance,SQL Server 2019,private cloud,claims warehouse,retire candidate,measure definition conflict
SQL-HCDN-01809,SSIS package group,Quality and Stars,SQL Server 2022,on-prem data center,manual spreadsheet upload,owner conflict,source-backed candidate
SQL-HCDN-01810,SSAS cube/model,Revenue Cycle,SQL Server 2012,departmental server,Oracle feed,active,source-backed candidate
SQL-HCDN-01811,SSRS report server,Population Health,SQL Server 2014,private cloud,flat-file/SFTP,stale,source-backed candidate
SQL-HCDN-01812,SQL Agent schedule group,Claims Operations,SQL Server 2016,on-prem data center,Epic Clarity,duplicate,source-backed candidate
SQL-HCDN-01813,SQL Server instance,Clinical Analytics,SQL Server 2019,departmental server,legacy EDW,retire candidate,source-backed candidate
SQL-HCDN-01814,SQL database,Departmental Reporting,SQL Server 2022,private cloud,claims warehouse,owner conflict,source-backed candidate
SQL-HCDN-01815,departmental mart,Actuarial,SQL Server 2012,on-prem data center,manual spreadsheet upload,active,lineage incomplete
SQL-HCDN-01816,SSIS package group,Finance,SQL Server 2014,departmental server,Oracle feed,stale,measure definition conflict
SQL-HCDN-01817,SSAS cube/model,Quality and Stars,SQL Server 2016,private cloud,flat-file/SFTP,duplicate,source-backed candidate
SQL-HCDN-01818,SSRS report server,Revenue Cycle,SQL Server 2019,on-prem data center,Epic Clarity,retire candidate,source-backed candidate
SQL-HCDN-01819,SQL Agent schedule group,Population Health,SQL Server 2022,departmental server,legacy EDW,owner conflict,source-backed candidate
SQL-HCDN-01820,SQL Server instance,Claims Operations,SQL Server 2012,private cloud,claims warehouse,active,source-backed candidate
SQL-HCDN-01821,SQL database,Clinical Analytics,SQL Server 2014,on-prem data center,manual spreadsheet upload,stale,source-backed candidate
SQL-HCDN-01822,departmental mart,Departmental Reporting,SQL Server 2016,departmental server,Oracle feed,duplicate,source-backed candidate
SQL-HCDN-01823,SSIS package group,Actuarial,SQL Server 2019,private cloud,flat-file/SFTP,retire candidate,source-backed candidate
SQL-HCDN-01824,SSAS cube/model,Finance,SQL Server 2022,on-prem data center,Epic Clarity,owner conflict,measure definition conflict
SQL-HCDN-01825,SSRS report server,Quality and Stars,SQL Server 2012,departmental server,legacy EDW,active,source-backed candidate
SQL-HCDN-01826,SQL Agent schedule group,Revenue Cycle,SQL Server 2014,private cloud,claims warehouse,stale,lineage incomplete
SQL-HCDN-01827,SQL Server instance,Population Health,SQL Server 2016,on-prem data center,manual spreadsheet upload,duplicate,source-backed candidate
SQL-HCDN-01828,SQL database,Claims Operations,SQL Server 2019,departmental server,Oracle feed,retire candidate,source-backed candidate
SQL-HCDN-01829,departmental mart,Clinical Analytics,SQL Server 2022,private cloud,flat-file/SFTP,owner conflict,source-backed candidate
SQL-HCDN-01830,SSIS package group,Departmental Reporting,SQL Server 2012,on-prem data center,Epic Clarity,active,source-backed candidate
SQL-HCDN-01831,SSAS cube/model,Actuarial,SQL Server 2014,departmental server,legacy EDW,stale,source-backed candidate
SQL-HCDN-01832,SSRS report server,Finance,SQL Server 2016,private cloud,claims warehouse,duplicate,measure definition conflict
SQL-HCDN-01833,SQL Agent schedule group,Quality and Stars,SQL Server 2019,on-prem data center,manual spreadsheet upload,retire candidate,source-backed candidate
SQL-HCDN-01834,SQL Server instance,Revenue Cycle,SQL Server 2022,departmental server,Oracle feed,owner conflict,source-backed candidate
SQL-HCDN-01835,SQL database,Population Health,SQL Server 2012,private cloud,flat-file/SFTP,active,source-backed candidate
SQL-HCDN-01836,departmental mart,Claims Operations,SQL Server 2014,on-prem data center,Epic Clarity,stale,source-backed candidate
SQL-HCDN-01837,SSIS package group,Clinical Analytics,SQL Server 2016,departmental server,legacy EDW,duplicate,lineage incomplete
SQL-HCDN-01838,SSAS cube/model,Departmental Reporting,SQL Server 2019,private cloud,claims warehouse,retire candidate,source-backed candidate
SQL-HCDN-01839,SSRS report server,Actuarial,SQL Server 2022,on-prem data center,manual spreadsheet upload,owner conflict,source-backed candidate
SQL-HCDN-01840,SQL Agent schedule group,Finance,SQL Server 2012,departmental server,Oracle feed,active,measure definition conflict
SQL-HCDN-01841,SQL Server instance,Quality and Stars,SQL Server 2014,private cloud,flat-file/SFTP,stale,source-backed candidate
SQL-HCDN-01842,SQL database,Revenue Cycle,SQL Server 2016,on-prem data center,Epic Clarity,duplicate,source-backed candidate
SQL-HCDN-01843,departmental mart,Population Health,SQL Server 2019,departmental server,legacy EDW,retire candidate,source-backed candidate
SQL-HCDN-01844,SSIS package group,Claims Operations,SQL Server 2022,private cloud,claims warehouse,owner conflict,source-backed candidate
SQL-HCDN-01845,SSAS cube/model,Clinical Analytics,SQL Server 2012,on-prem data center,manual spreadsheet upload,active,source-backed candidate
SQL-HCDN-01846,SSRS report server,Departmental Reporting,SQL Server 2014,departmental server,Oracle feed,stale,source-backed candidate
SQL-HCDN-01847,SQL Agent schedule group,Actuarial,SQL Server 2016,private cloud,flat-file/SFTP,duplicate,source-backed candidate
SQL-HCDN-01848,SQL Server instance,Finance,SQL Server 2019,on-prem data center,Epic Clarity,retire candidate,measure definition conflict
SQL-HCDN-01849,SQL database,Quality and Stars,SQL Server 2022,departmental server,legacy EDW,owner conflict,source-backed candidate
SQL-HCDN-01850,departmental mart,Revenue Cycle,SQL Server 2012,private cloud,claims warehouse,active,source-backed candidate
SQL-HCDN-01851,SSIS package group,Population Health,SQL Server 2014,on-prem data center,manual spreadsheet upload,stale,source-backed candidate
SQL-HCDN-01852,SSAS cube/model,Claims Operations,SQL Server 2016,departmental server,Oracle feed,duplicate,source-backed candidate
SQL-HCDN-01853,SSRS report server,Clinical Analytics,SQL Server 2019,private cloud,flat-file/SFTP,retire candidate,source-backed candidate
SQL-HCDN-01854,SQL Agent schedule group,Departmental Reporting,SQL Server 2022,on-prem data center,Epic Clarity,owner conflict,source-backed candidate
SQL-HCDN-01855,SQL Server instance,Actuarial,SQL Server 2012,departmental server,legacy EDW,active,source-backed candidate
SQL-HCDN-01856,SQL database,Finance,SQL Server 2014,private cloud,claims warehouse,stale,measure definition conflict
SQL-HCDN-01857,departmental mart,Quality and Stars,SQL Server 2016,on-prem data center,manual spreadsheet upload,duplicate,source-backed candidate
SQL-HCDN-01858,SSIS package group,Revenue Cycle,SQL Server 2019,departmental server,Oracle feed,retire candidate,source-backed candidate
SQL-HCDN-01859,SSAS cube/model,Population Health,SQL Server 2022,private cloud,flat-file/SFTP,owner conflict,lineage incomplete
SQL-HCDN-01860,SSRS report server,Claims Operations,SQL Server 2012,on-prem data center,Epic Clarity,active,source-backed candidate
SQL-HCDN-01861,SQL Agent schedule group,Clinical Analytics,SQL Server 2014,departmental server,legacy EDW,stale,source-backed candidate
SQL-HCDN-01862,SQL Server instance,Departmental Reporting,SQL Server 2016,private cloud,claims warehouse,duplicate,source-backed candidate
SQL-HCDN-01863,SQL database,Actuarial,SQL Server 2019,on-prem data center,manual spreadsheet upload,retire candidate,source-backed candidate
SQL-HCDN-01864,departmental mart,Finance,SQL Server 2022,departmental server,Oracle feed,owner conflict,measure definition conflict
SQL-HCDN-01865,SSIS package group,Quality and Stars,SQL Server 2012,private cloud,flat-file/SFTP,active,source-backed candidate
SQL-HCDN-01866,SSAS cube/model,Revenue Cycle,SQL Server 2014,on-prem data center,Epic Clarity,stale,source-backed candidate
SQL-HCDN-01867,SSRS report server,Population Health,SQL Server 2016,departmental server,legacy EDW,duplicate,source-backed candidate
SQL-HCDN-01868,SQL Agent schedule group,Claims Operations,SQL Server 2019,private cloud,claims warehouse,retire candidate,source-backed candidate
SQL-HCDN-01869,SQL Server instance,Clinical Analytics,SQL Server 2022,on-prem data center,manual spreadsheet upload,owner conflict,source-backed candidate
SQL-HCDN-01870,SQL database,Departmental Reporting,SQL Server 2012,departmental server,Oracle feed,active,lineage incomplete
SQL-HCDN-01871,departmental mart,Actuarial,SQL Server 2014,private cloud,flat-file/SFTP,stale,source-backed candidate
SQL-HCDN-01872,SSIS package group,Finance,SQL Server 2016,on-prem data center,Epic Clarity,duplicate,measure definition conflict
SQL-HCDN-01873,SSAS cube/model,Quality and Stars,SQL Server 2019,departmental server,legacy EDW,retire candidate,source-backed candidate
SQL-HCDN-01874,SSRS report server,Revenue Cycle,SQL Server 2022,private cloud,claims warehouse,owner conflict,source-backed candidate
SQL-HCDN-01875,SQL Agent schedule group,Population Health,SQL Server 2012,on-prem data center,manual spreadsheet upload,active,source-backed candidate
SQL-HCDN-01876,SQL Server instance,Claims Operations,SQL Server 2014,departmental server,Oracle feed,stale,source-backed candidate
SQL-HCDN-01877,SQL database,Clinical Analytics,SQL Server 2016,private cloud,flat-file/SFTP,duplicate,source-backed candidate
SQL-HCDN-01878,departmental mart,Departmental Reporting,SQL Server 2019,on-prem data center,Epic Clarity,retire candidate,source-backed candidate
SQL-HCDN-01879,SSIS package group,Actuarial,SQL Server 2022,departmental server,legacy EDW,owner conflict,source-backed candidate
SQL-HCDN-01880,SSAS cube/model,Finance,SQL Server 2012,private cloud,claims warehouse,active,measure definition conflict
SQL-HCDN-01881,SSRS report server,Quality and Stars,SQL Server 2014,on-prem data center,manual spreadsheet upload,stale,lineage incomplete
SQL-HCDN-01882,SQL Agent schedule group,Revenue Cycle,SQL Server 2016,departmental server,Oracle feed,duplicate,source-backed candidate
SQL-HCDN-01883,SQL Server instance,Population Health,SQL Server 2019,private cloud,flat-file/SFTP,retire candidate,source-backed candidate
SQL-HCDN-01884,SQL database,Claims Operations,SQL Server 2022,on-prem data center,Epic Clarity,owner conflict,source-backed candidate
SQL-HCDN-01885,departmental mart,Clinical Analytics,SQL Server 2012,departmental server,legacy EDW,active,source-backed candidate
SQL-HCDN-01886,SSIS package group,Departmental Reporting,SQL Server 2014,private cloud,claims warehouse,stale,source-backed candidate
SQL-HCDN-01887,SSAS cube/model,Actuarial,SQL Server 2016,on-prem data center,manual spreadsheet upload,duplicate,source-backed candidate
SQL-HCDN-01888,SSRS report server,Finance,SQL Server 2019,departmental server,Oracle feed,retire candidate,measure definition conflict
SQL-HCDN-01889,SQL Agent schedule group,Quality and Stars,SQL Server 2022,private cloud,flat-file/SFTP,owner conflict,source-backed candidate
SQL-HCDN-01890,SQL Server instance,Revenue Cycle,SQL Server 2012,on-prem data center,Epic Clarity,active,source-backed candidate
SQL-HCDN-01891,SQL database,Population Health,SQL Server 2014,departmental server,legacy EDW,stale,source-backed candidate
SQL-HCDN-01892,departmental mart,Claims Operations,SQL Server 2016,private cloud,claims warehouse,duplicate,lineage incomplete
SQL-HCDN-01893,SSIS package group,Clinical Analytics,SQL Server 2019,on-prem data center,manual spreadsheet upload,retire candidate,source-backed candidate
SQL-HCDN-01894,SSAS cube/model,Departmental Reporting,SQL Server 2022,departmental server,Oracle feed,owner conflict,source-backed candidate
SQL-HCDN-01895,SSRS report server,Actuarial,SQL Server 2012,private cloud,flat-file/SFTP,active,source-backed candidate
SQL-HCDN-01896,SQL Agent schedule group,Finance,SQL Server 2014,on-prem data center,Epic Clarity,stale,measure definition conflict
SQL-HCDN-01897,SQL Server instance,Quality and Stars,SQL Server 2016,departmental server,legacy EDW,duplicate,source-backed candidate
SQL-HCDN-01898,SQL database,Revenue Cycle,SQL Server 2019,private cloud,claims warehouse,retire candidate,source-backed candidate
SQL-HCDN-01899,departmental mart,Population Health,SQL Server 2022,on-prem data center,manual spreadsheet upload,owner conflict,source-backed candidate
SQL-HCDN-01900,SSIS package group,Claims Operations,SQL Server 2012,departmental server,Oracle feed,active,source-backed candidate
SQL-HCDN-01901,SSAS cube/model,Clinical Analytics,SQL Server 2014,private cloud,flat-file/SFTP,stale,source-backed candidate
SQL-HCDN-01902,SSRS report server,Departmental Reporting,SQL Server 2016,on-prem data center,Epic Clarity,duplicate,source-backed candidate
SQL-HCDN-01903,SQL Agent schedule group,Actuarial,SQL Server 2019,departmental server,legacy EDW,retire candidate,lineage incomplete
SQL-HCDN-01904,SQL Server instance,Finance,SQL Server 2022,private cloud,claims warehouse,owner conflict,measure definition conflict
SQL-HCDN-01905,SQL database,Quality and Stars,SQL Server 2012,on-prem data center,manual spreadsheet upload,active,source-backed candidate
SQL-HCDN-01906,departmental mart,Revenue Cycle,SQL Server 2014,departmental server,Oracle feed,stale,source-backed candidate
