infra_id,site_or_zone,component_type,hosting_model,technology_stack,business_function,service_tower,sensitivity,capacity_status,resilience_status
INFRA-HCDN-10935,private cloud east,storage tier,private cloud,flat-file/SFTP,Actuarial,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-10936,private cloud central,container platform,private cloud,Access/Excel shadow reporting,Departmental Reporting,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10937,Azure data foundation landing zone,integration runtime,Azure,Tableau Server,AI Transformation,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10938,Azure AI/use-case landing zone,edge appliance,Azure,Power BI Report Server,Technology,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10939,AWS transformation sandbox,security sensor,AWS,Databricks lakehouse,Security,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10940,AWS future-agentic landing zone,observability collector,AWS,Azure data services,Procurement,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10941,Epic hosting zone,desktop/endpoint group,hybrid,AWS data and AI candidate,HR,Security Identity and Compliance,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10942,clinic edge footprint,cloud resource group,hybrid,Java/.NET custom,Supply Chain,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10943,contact center footprint,backup/DR tier,hybrid,API/interoperability gateway,Privacy,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10944,Oracle/UNIX estate,compute cluster,hybrid,HL7/FHIR engine,Compliance,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-10945,SQL Server estate zone,database platform,hybrid,claims-administration platform,Provider Network,Payer Platform Operations,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-10946,primary clinical data center,network zone,owned data center,care-management platform,Value-Based Care,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10947,secondary resilience data center,storage tier,owned data center,security/IAM stack,Clinical Operations,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10948,private cloud east,container platform,private cloud,Epic ecosystem,Revenue Cycle,Cloud Infrastructure and Data Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10949,private cloud central,integration runtime,private cloud,SQL Server/SSIS/SSAS/SSRS,Patient Access,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10950,Azure data foundation landing zone,edge appliance,Azure,legacy EDW,Interoperability,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10951,Azure AI/use-case landing zone,security sensor,Azure,Oracle database,Population Health,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10952,AWS transformation sandbox,observability collector,AWS,flat-file/SFTP,Health Plan Operations,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10953,AWS future-agentic landing zone,desktop/endpoint group,AWS,Access/Excel shadow reporting,Medicare Advantage,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-10954,Epic hosting zone,cloud resource group,hybrid,Tableau Server,Claims Operations,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10955,clinic edge footprint,backup/DR tier,hybrid,Power BI Report Server,Utilization Management,Data Analytics and AI,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10956,contact center footprint,compute cluster,hybrid,Databricks lakehouse,Member Services,Revenue Cycle Technology,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-10957,Oracle/UNIX estate,database platform,hybrid,Azure data services,Quality and Stars,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10958,SQL Server estate zone,network zone,hybrid,AWS data and AI candidate,Risk Adjustment,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10959,primary clinical data center,storage tier,owned data center,Java/.NET custom,Care Management,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10960,secondary resilience data center,container platform,owned data center,API/interoperability gateway,Finance,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10961,private cloud east,integration runtime,private cloud,HL7/FHIR engine,Coding,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10962,private cloud central,edge appliance,private cloud,claims-administration platform,Payer Contracting,Clinical and Epic AMS,enterprise confidential,capacity constrained,resilience evidence required
INFRA-HCDN-10963,Azure data foundation landing zone,security sensor,Azure,care-management platform,Digital Front Door,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10964,Azure AI/use-case landing zone,observability collector,Azure,security/IAM stack,Contact Center,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10965,AWS transformation sandbox,desktop/endpoint group,AWS,Epic ecosystem,Ambulatory Care,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10966,AWS future-agentic landing zone,cloud resource group,AWS,SQL Server/SSIS/SSAS/SSRS,Emergency Department,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10967,Epic hosting zone,backup/DR tier,hybrid,legacy EDW,Inpatient,Workplace and Contact Center,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-10968,clinic edge footprint,compute cluster,hybrid,Oracle database,Surgery,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10969,contact center footprint,database platform,hybrid,flat-file/SFTP,Imaging,Integration and Interoperability,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10970,Oracle/UNIX estate,network zone,hybrid,Access/Excel shadow reporting,Lab,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10971,SQL Server estate zone,storage tier,hybrid,Tableau Server,Pharmacy,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-10972,primary clinical data center,container platform,owned data center,Power BI Report Server,Oncology,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10973,secondary resilience data center,integration runtime,owned data center,Databricks lakehouse,Cardiology,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10974,private cloud east,edge appliance,private cloud,Azure data services,Data and Analytics,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10975,private cloud central,security sensor,private cloud,AWS data and AI candidate,Clinical Analytics,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10976,Azure data foundation landing zone,observability collector,Azure,Java/.NET custom,Actuarial,Workplace and Contact Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10977,Azure AI/use-case landing zone,desktop/endpoint group,Azure,API/interoperability gateway,Departmental Reporting,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10978,AWS transformation sandbox,cloud resource group,AWS,HL7/FHIR engine,AI Transformation,Integration and Interoperability,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-10979,AWS future-agentic landing zone,backup/DR tier,AWS,claims-administration platform,Technology,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10980,Epic hosting zone,compute cluster,hybrid,care-management platform,Security,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-10981,clinic edge footprint,database platform,hybrid,security/IAM stack,Procurement,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10982,contact center footprint,network zone,hybrid,Epic ecosystem,HR,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10983,Oracle/UNIX estate,storage tier,hybrid,SQL Server/SSIS/SSAS/SSRS,Supply Chain,Revenue Cycle Technology,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10984,SQL Server estate zone,container platform,hybrid,legacy EDW,Privacy,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10985,primary clinical data center,integration runtime,owned data center,Oracle database,Compliance,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10986,secondary resilience data center,edge appliance,owned data center,flat-file/SFTP,Provider Network,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10987,private cloud east,security sensor,private cloud,Access/Excel shadow reporting,Value-Based Care,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10988,private cloud central,observability collector,private cloud,Tableau Server,Clinical Operations,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10989,Azure data foundation landing zone,desktop/endpoint group,Azure,Power BI Report Server,Revenue Cycle,Clinical and Epic AMS,PHI/restricted,normal capacity,resilience evidence required
INFRA-HCDN-10990,Azure AI/use-case landing zone,cloud resource group,Azure,Databricks lakehouse,Patient Access,Payer Platform Operations,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10991,AWS transformation sandbox,backup/DR tier,AWS,Azure data services,Interoperability,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10992,AWS future-agentic landing zone,compute cluster,AWS,AWS data and AI candidate,Population Health,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10993,Epic hosting zone,database platform,hybrid,Java/.NET custom,Health Plan Operations,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10994,clinic edge footprint,network zone,hybrid,API/interoperability gateway,Medicare Advantage,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10995,contact center footprint,storage tier,hybrid,HL7/FHIR engine,Claims Operations,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10996,Oracle/UNIX estate,container platform,hybrid,claims-administration platform,Utilization Management,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-10997,SQL Server estate zone,integration runtime,hybrid,care-management platform,Member Services,ERP and Corporate Platforms,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-10998,primary clinical data center,edge appliance,owned data center,security/IAM stack,Quality and Stars,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
