application_id,application_name,family,family_code,business_function,application_type,hosting_model,technology_stack,environment,criticality,service_tower,vendor_id,contract_id,evidence_gap,roadmap_disposition
APP-HCDN-01581,"Value-based care, network and provider operations 0091","Value-based care, network and provider operations",VBC,Actuarial,critical workflow,Azure foundation workload,Tableau Server,nonproduction,medium,Integration and Interoperability,VEND-HCDN-142,CONT-HCDN-0602,stale/duplicate candidate,Azure current foundation/use-case footprint
APP-HCDN-01582,"Value-based care, network and provider operations 0092","Value-based care, network and provider operations",VBC,Provider Network,departmental mart app,AWS future-agentic candidate,Databricks lakehouse,test,high,Clinical and Epic AMS,VEND-HCDN-143,CONT-HCDN-0603,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-01583,"Value-based care, network and provider operations 0093","Value-based care, network and provider operations",VBC,Value-Based Care,reporting platform,Oracle/UNIX estate,AWS data and AI candidate,DR,medium,Data Analytics and AI,VEND-HCDN-144,CONT-HCDN-0604,source-backed candidate,current
APP-HCDN-01584,"Value-based care, network and provider operations 0094","Value-based care, network and provider operations",VBC,Care Management,integration runtime,edge/clinic footprint,API/interoperability gateway,development,medium,Cloud Infrastructure and Data Center,VEND-HCDN-145,CONT-HCDN-0605,source-backed candidate,current
APP-HCDN-01585,"Value-based care, network and provider operations 0095","Value-based care, network and provider operations",VBC,Actuarial,AI/use-case platform,on-prem data center,claims-administration platform,production,medium,Security Identity and Compliance,VEND-HCDN-146,CONT-HCDN-0606,source-backed candidate,current
APP-HCDN-01586,"Value-based care, network and provider operations 0096","Value-based care, network and provider operations",VBC,Provider Network,shadow reporting,Azure foundation workload,security/IAM stack,nonproduction,high,ERP and Corporate Platforms,VEND-HCDN-147,CONT-HCDN-0607,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-01587,"Value-based care, network and provider operations 0097","Value-based care, network and provider operations",VBC,Value-Based Care,legacy inherited app,AWS future-agentic candidate,SQL Server/SSIS/SSAS/SSRS,test,medium,Payer Platform Operations,VEND-HCDN-148,CONT-HCDN-0608,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-01588,"Value-based care, network and provider operations 0098","Value-based care, network and provider operations",VBC,Care Management,modernization target,Oracle/UNIX estate,Oracle database,DR,medium,Revenue Cycle Technology,VEND-HCDN-149,CONT-HCDN-0609,source-backed candidate,current
APP-HCDN-01589,"Value-based care, network and provider operations 0099","Value-based care, network and provider operations",VBC,Actuarial,system of record,edge/clinic footprint,Access/Excel shadow reporting,development,critical,Workplace and Contact Center,VEND-HCDN-150,CONT-HCDN-0610,lineage or ownership conflict,current
APP-HCDN-01590,"Value-based care, network and provider operations 0100","Value-based care, network and provider operations",VBC,Provider Network,critical workflow,on-prem data center,Power BI Report Server,production,high,Integration and Interoperability,VEND-HCDN-151,CONT-HCDN-0611,source-backed candidate,current
APP-HCDN-01591,"Legacy departmental, Access, Excel and acquired systems 0001","Legacy departmental, Access, Excel and acquired systems",LEGACY,Clinical Operations,critical workflow,departmental server,Java/.NET custom,nonproduction,medium,ERP and Corporate Platforms,VEND-HCDN-152,CONT-HCDN-0612,source-backed candidate,current
APP-HCDN-01592,"Legacy departmental, Access, Excel and acquired systems 0002","Legacy departmental, Access, Excel and acquired systems",LEGACY,Finance,departmental mart app,private cloud,HL7/FHIR engine,test,medium,Payer Platform Operations,VEND-HCDN-153,CONT-HCDN-0613,source-backed candidate,current
APP-HCDN-01593,"Legacy departmental, Access, Excel and acquired systems 0003","Legacy departmental, Access, Excel and acquired systems",LEGACY,Health Plan Operations,reporting platform,on-prem data center,care-management platform,DR,medium,Revenue Cycle Technology,VEND-HCDN-154,CONT-HCDN-0614,source-backed candidate,current
APP-HCDN-01594,"Legacy departmental, Access, Excel and acquired systems 0004","Legacy departmental, Access, Excel and acquired systems",LEGACY,Departmental Reporting,integration runtime,departmental server,Epic ecosystem,development,high,Workplace and Contact Center,VEND-HCDN-155,CONT-HCDN-0615,source-backed candidate,current
APP-HCDN-01595,"Legacy departmental, Access, Excel and acquired systems 0005","Legacy departmental, Access, Excel and acquired systems",LEGACY,Clinical Operations,AI/use-case platform,private cloud,legacy EDW,production,medium,Integration and Interoperability,VEND-HCDN-156,CONT-HCDN-0616,source-backed candidate,current
APP-HCDN-01596,"Legacy departmental, Access, Excel and acquired systems 0006","Legacy departmental, Access, Excel and acquired systems",LEGACY,Finance,shadow reporting,on-prem data center,flat-file/SFTP,nonproduction,medium,Clinical and Epic AMS,VEND-HCDN-157,CONT-HCDN-0617,source-backed candidate,current
APP-HCDN-01597,"Legacy departmental, Access, Excel and acquired systems 0007","Legacy departmental, Access, Excel and acquired systems",LEGACY,Health Plan Operations,legacy inherited app,departmental server,Tableau Server,test,medium,Data Analytics and AI,VEND-HCDN-158,CONT-HCDN-0618,source-backed candidate,current
APP-HCDN-01598,"Legacy departmental, Access, Excel and acquired systems 0008","Legacy departmental, Access, Excel and acquired systems",LEGACY,Departmental Reporting,modernization target,private cloud,Databricks lakehouse,DR,high,Cloud Infrastructure and Data Center,VEND-HCDN-159,CONT-HCDN-0619,source-backed candidate,current
APP-HCDN-01599,"Legacy departmental, Access, Excel and acquired systems 0009","Legacy departmental, Access, Excel and acquired systems",LEGACY,Clinical Operations,system of record,on-prem data center,AWS data and AI candidate,development,medium,Security Identity and Compliance,VEND-HCDN-160,CONT-HCDN-0620,lineage or ownership conflict,current
APP-HCDN-01600,"Legacy departmental, Access, Excel and acquired systems 0010","Legacy departmental, Access, Excel and acquired systems",LEGACY,Finance,critical workflow,departmental server,API/interoperability gateway,production,medium,ERP and Corporate Platforms,VEND-HCDN-161,CONT-HCDN-0621,source-backed candidate,current
APP-HCDN-01601,"Legacy departmental, Access, Excel and acquired systems 0011","Legacy departmental, Access, Excel and acquired systems",LEGACY,Health Plan Operations,departmental mart app,private cloud,claims-administration platform,nonproduction,critical,Payer Platform Operations,VEND-HCDN-162,CONT-HCDN-0622,source-backed candidate,current
APP-HCDN-01602,"Legacy departmental, Access, Excel and acquired systems 0012","Legacy departmental, Access, Excel and acquired systems",LEGACY,Departmental Reporting,reporting platform,on-prem data center,security/IAM stack,test,high,Revenue Cycle Technology,VEND-HCDN-163,CONT-HCDN-0623,source-backed candidate,current
APP-HCDN-01603,"Legacy departmental, Access, Excel and acquired systems 0013","Legacy departmental, Access, Excel and acquired systems",LEGACY,Clinical Operations,integration runtime,departmental server,SQL Server/SSIS/SSAS/SSRS,DR,medium,Workplace and Contact Center,VEND-HCDN-164,CONT-HCDN-0624,stale/duplicate candidate,current
APP-HCDN-01604,"Legacy departmental, Access, Excel and acquired systems 0014","Legacy departmental, Access, Excel and acquired systems",LEGACY,Finance,AI/use-case platform,private cloud,Oracle database,development,medium,Integration and Interoperability,VEND-HCDN-165,CONT-HCDN-0625,source-backed candidate,current
APP-HCDN-01605,"Legacy departmental, Access, Excel and acquired systems 0015","Legacy departmental, Access, Excel and acquired systems",LEGACY,Health Plan Operations,shadow reporting,on-prem data center,Access/Excel shadow reporting,production,medium,Clinical and Epic AMS,VEND-HCDN-166,CONT-HCDN-0626,source-backed candidate,current
APP-HCDN-01606,"Legacy departmental, Access, Excel and acquired systems 0016","Legacy departmental, Access, Excel and acquired systems",LEGACY,Departmental Reporting,legacy inherited app,departmental server,Power BI Report Server,nonproduction,high,Data Analytics and AI,VEND-HCDN-167,CONT-HCDN-0627,source-backed candidate,current
APP-HCDN-01607,"Legacy departmental, Access, Excel and acquired systems 0017","Legacy departmental, Access, Excel and acquired systems",LEGACY,Clinical Operations,modernization target,private cloud,Azure data services,test,medium,Cloud Infrastructure and Data Center,VEND-HCDN-168,CONT-HCDN-0628,source-backed candidate,current
APP-HCDN-01608,"Legacy departmental, Access, Excel and acquired systems 0018","Legacy departmental, Access, Excel and acquired systems",LEGACY,Finance,system of record,on-prem data center,Java/.NET custom,DR,medium,Security Identity and Compliance,VEND-HCDN-169,CONT-HCDN-0629,lineage or ownership conflict,current
APP-HCDN-01609,"Legacy departmental, Access, Excel and acquired systems 0019","Legacy departmental, Access, Excel and acquired systems",LEGACY,Health Plan Operations,critical workflow,departmental server,HL7/FHIR engine,development,medium,ERP and Corporate Platforms,VEND-HCDN-170,CONT-HCDN-0630,source-backed candidate,current
APP-HCDN-01610,"Legacy departmental, Access, Excel and acquired systems 0020","Legacy departmental, Access, Excel and acquired systems",LEGACY,Departmental Reporting,departmental mart app,private cloud,care-management platform,production,high,Payer Platform Operations,VEND-HCDN-171,CONT-HCDN-0631,source-backed candidate,current
APP-HCDN-01611,"Legacy departmental, Access, Excel and acquired systems 0021","Legacy departmental, Access, Excel and acquired systems",LEGACY,Clinical Operations,reporting platform,on-prem data center,Epic ecosystem,nonproduction,medium,Revenue Cycle Technology,VEND-HCDN-172,CONT-HCDN-0632,source-backed candidate,current
APP-HCDN-01612,"Legacy departmental, Access, Excel and acquired systems 0022","Legacy departmental, Access, Excel and acquired systems",LEGACY,Finance,integration runtime,departmental server,legacy EDW,test,critical,Workplace and Contact Center,VEND-HCDN-173,CONT-HCDN-0633,source-backed candidate,current
APP-HCDN-01613,"Legacy departmental, Access, Excel and acquired systems 0023","Legacy departmental, Access, Excel and acquired systems",LEGACY,Health Plan Operations,AI/use-case platform,private cloud,flat-file/SFTP,DR,medium,Integration and Interoperability,VEND-HCDN-174,CONT-HCDN-0634,source-backed candidate,current
APP-HCDN-01614,"Legacy departmental, Access, Excel and acquired systems 0024","Legacy departmental, Access, Excel and acquired systems",LEGACY,Departmental Reporting,shadow reporting,on-prem data center,Tableau Server,development,high,Clinical and Epic AMS,VEND-HCDN-175,CONT-HCDN-0635,source-backed candidate,current
APP-HCDN-01615,"Legacy departmental, Access, Excel and acquired systems 0025","Legacy departmental, Access, Excel and acquired systems",LEGACY,Clinical Operations,legacy inherited app,departmental server,Databricks lakehouse,production,medium,Data Analytics and AI,VEND-HCDN-176,CONT-HCDN-0636,source-backed candidate,current
