interface_id,from_application_id,to_application_id,method,frequency,criticality,middleware_pattern,owning_function,evidence_gap,source_id
INT-HCDN-08050,APP-HCDN-01241,APP-HCDN-01592,HL7 v2,hourly,standard,API gateway,Coding,source-backed candidate,SRC-HCDN-INT-051
INT-HCDN-08051,APP-HCDN-01248,APP-HCDN-01609,FHIR/API,daily,standard,SFTP hub,Payer Contracting,source-backed candidate,SRC-HCDN-INT-052
INT-HCDN-08052,APP-HCDN-01255,APP-HCDN-01626,X12 EDI,weekly,high,SSIS runtime,Digital Front Door,ambiguous endpoint name,SRC-HCDN-INT-053
INT-HCDN-08053,APP-HCDN-01262,APP-HCDN-01643,SFTP flat file,monthly,standard,data pipeline orchestrator,Contact Center,source-backed candidate,SRC-HCDN-INT-054
INT-HCDN-08054,APP-HCDN-01269,APP-HCDN-01660,database link,event-driven,standard,claims EDI gateway,Ambulatory Care,source-backed candidate,SRC-HCDN-INT-055
INT-HCDN-08055,APP-HCDN-01276,APP-HCDN-00007,SSIS package,nightly batch,critical,FHIR gateway,Emergency Department,source-backed candidate,SRC-HCDN-INT-056
INT-HCDN-08056,APP-HCDN-01283,APP-HCDN-00024,Epic Bridges,real-time,standard,Epic Bridges,Inpatient,source-backed candidate,SRC-HCDN-INT-057
INT-HCDN-08057,APP-HCDN-01290,APP-HCDN-00041,event stream,near real-time,standard,interface engine,Surgery,source-backed candidate,SRC-HCDN-INT-058
INT-HCDN-08058,APP-HCDN-01297,APP-HCDN-00058,batch extract,hourly,high,API gateway,Imaging,source-backed candidate,SRC-HCDN-INT-059
INT-HCDN-08059,APP-HCDN-01304,APP-HCDN-00075,vendor API,daily,standard,SFTP hub,Lab,source-backed candidate,SRC-HCDN-INT-060
INT-HCDN-08060,APP-HCDN-01311,APP-HCDN-00092,HL7 v2,weekly,standard,SSIS runtime,Pharmacy,retired/active duplicate,SRC-HCDN-INT-061
INT-HCDN-08061,APP-HCDN-01318,APP-HCDN-00109,FHIR/API,monthly,high,data pipeline orchestrator,Oncology,source-backed candidate,SRC-HCDN-INT-062
INT-HCDN-08062,APP-HCDN-01325,APP-HCDN-00126,X12 EDI,event-driven,standard,claims EDI gateway,Cardiology,source-backed candidate,SRC-HCDN-INT-063
INT-HCDN-08063,APP-HCDN-01332,APP-HCDN-00143,SFTP flat file,nightly batch,standard,FHIR gateway,Data and Analytics,source-backed candidate,SRC-HCDN-INT-064
INT-HCDN-08064,APP-HCDN-01339,APP-HCDN-00160,database link,real-time,critical,Epic Bridges,Clinical Analytics,ambiguous endpoint name,SRC-HCDN-INT-001
INT-HCDN-08065,APP-HCDN-01346,APP-HCDN-00177,SSIS package,near real-time,standard,interface engine,Actuarial,source-backed candidate,SRC-HCDN-INT-002
INT-HCDN-08066,APP-HCDN-01353,APP-HCDN-00194,Epic Bridges,hourly,standard,API gateway,Departmental Reporting,source-backed candidate,SRC-HCDN-INT-003
INT-HCDN-08067,APP-HCDN-01360,APP-HCDN-00211,event stream,daily,high,SFTP hub,AI Transformation,source-backed candidate,SRC-HCDN-INT-004
INT-HCDN-08068,APP-HCDN-01367,APP-HCDN-00228,batch extract,weekly,standard,SSIS runtime,Technology,source-backed candidate,SRC-HCDN-INT-005
INT-HCDN-08069,APP-HCDN-01374,APP-HCDN-00245,vendor API,monthly,standard,data pipeline orchestrator,Security,source-backed candidate,SRC-HCDN-INT-006
INT-HCDN-08070,APP-HCDN-01381,APP-HCDN-00262,HL7 v2,event-driven,high,claims EDI gateway,Procurement,source-backed candidate,SRC-HCDN-INT-007
INT-HCDN-08071,APP-HCDN-01388,APP-HCDN-00279,FHIR/API,nightly batch,standard,FHIR gateway,HR,source-backed candidate,SRC-HCDN-INT-008
INT-HCDN-08072,APP-HCDN-01395,APP-HCDN-00296,X12 EDI,real-time,standard,Epic Bridges,Supply Chain,source-backed candidate,SRC-HCDN-INT-009
INT-HCDN-08073,APP-HCDN-01402,APP-HCDN-00313,SFTP flat file,near real-time,critical,interface engine,Privacy,retired/active duplicate,SRC-HCDN-INT-010
INT-HCDN-08074,APP-HCDN-01409,APP-HCDN-00330,database link,hourly,standard,API gateway,Compliance,source-backed candidate,SRC-HCDN-INT-011
INT-HCDN-08075,APP-HCDN-01416,APP-HCDN-00347,SSIS package,daily,standard,SFTP hub,Provider Network,source-backed candidate,SRC-HCDN-INT-012
INT-HCDN-08076,APP-HCDN-01423,APP-HCDN-00364,Epic Bridges,weekly,high,SSIS runtime,Value-Based Care,ambiguous endpoint name,SRC-HCDN-INT-013
INT-HCDN-08077,APP-HCDN-01430,APP-HCDN-00381,event stream,monthly,standard,data pipeline orchestrator,Clinical Operations,source-backed candidate,SRC-HCDN-INT-014
INT-HCDN-08078,APP-HCDN-01437,APP-HCDN-00398,batch extract,event-driven,standard,claims EDI gateway,Revenue Cycle,source-backed candidate,SRC-HCDN-INT-015
INT-HCDN-08079,APP-HCDN-01444,APP-HCDN-00415,vendor API,nightly batch,high,FHIR gateway,Patient Access,source-backed candidate,SRC-HCDN-INT-016
INT-HCDN-08080,APP-HCDN-01451,APP-HCDN-00432,HL7 v2,real-time,standard,Epic Bridges,Interoperability,source-backed candidate,SRC-HCDN-INT-017
INT-HCDN-08081,APP-HCDN-01458,APP-HCDN-00449,FHIR/API,near real-time,standard,interface engine,Population Health,source-backed candidate,SRC-HCDN-INT-018
INT-HCDN-08082,APP-HCDN-01465,APP-HCDN-00466,X12 EDI,hourly,critical,API gateway,Health Plan Operations,source-backed candidate,SRC-HCDN-INT-019
INT-HCDN-08083,APP-HCDN-01472,APP-HCDN-00483,SFTP flat file,daily,standard,SFTP hub,Medicare Advantage,source-backed candidate,SRC-HCDN-INT-020
INT-HCDN-08084,APP-HCDN-01479,APP-HCDN-00500,database link,weekly,standard,SSIS runtime,Claims Operations,source-backed candidate,SRC-HCDN-INT-021
INT-HCDN-08085,APP-HCDN-01486,APP-HCDN-00517,SSIS package,monthly,high,data pipeline orchestrator,Utilization Management,source-backed candidate,SRC-HCDN-INT-022
INT-HCDN-08086,APP-HCDN-01493,APP-HCDN-00534,Epic Bridges,event-driven,standard,claims EDI gateway,Member Services,retired/active duplicate,SRC-HCDN-INT-023
INT-HCDN-08087,APP-HCDN-01500,APP-HCDN-00551,event stream,nightly batch,standard,FHIR gateway,Quality and Stars,source-backed candidate,SRC-HCDN-INT-024
INT-HCDN-08088,APP-HCDN-01507,APP-HCDN-00568,batch extract,real-time,high,Epic Bridges,Risk Adjustment,ambiguous endpoint name,SRC-HCDN-INT-025
INT-HCDN-08089,APP-HCDN-01514,APP-HCDN-00585,vendor API,near real-time,standard,interface engine,Care Management,source-backed candidate,SRC-HCDN-INT-026
INT-HCDN-08090,APP-HCDN-01521,APP-HCDN-00602,HL7 v2,hourly,standard,API gateway,Finance,source-backed candidate,SRC-HCDN-INT-027
INT-HCDN-08091,APP-HCDN-01528,APP-HCDN-00619,FHIR/API,daily,critical,SFTP hub,Coding,source-backed candidate,SRC-HCDN-INT-028
INT-HCDN-08092,APP-HCDN-01535,APP-HCDN-00636,X12 EDI,weekly,standard,SSIS runtime,Payer Contracting,source-backed candidate,SRC-HCDN-INT-029
INT-HCDN-08093,APP-HCDN-01542,APP-HCDN-00653,SFTP flat file,monthly,standard,data pipeline orchestrator,Digital Front Door,source-backed candidate,SRC-HCDN-INT-030
INT-HCDN-08094,APP-HCDN-01549,APP-HCDN-00670,database link,event-driven,high,claims EDI gateway,Contact Center,source-backed candidate,SRC-HCDN-INT-031
INT-HCDN-08095,APP-HCDN-01556,APP-HCDN-00687,SSIS package,nightly batch,standard,FHIR gateway,Ambulatory Care,source-backed candidate,SRC-HCDN-INT-032
INT-HCDN-08096,APP-HCDN-01563,APP-HCDN-00704,Epic Bridges,real-time,standard,Epic Bridges,Emergency Department,source-backed candidate,SRC-HCDN-INT-033
INT-HCDN-08097,APP-HCDN-01570,APP-HCDN-00721,event stream,near real-time,high,interface engine,Inpatient,source-backed candidate,SRC-HCDN-INT-034
INT-HCDN-08098,APP-HCDN-01577,APP-HCDN-00738,batch extract,hourly,standard,API gateway,Surgery,source-backed candidate,SRC-HCDN-INT-035
INT-HCDN-08099,APP-HCDN-01584,APP-HCDN-00755,vendor API,daily,standard,SFTP hub,Imaging,retired/active duplicate,SRC-HCDN-INT-036
INT-HCDN-08100,APP-HCDN-01591,APP-HCDN-00772,HL7 v2,weekly,critical,SSIS runtime,Lab,ambiguous endpoint name,SRC-HCDN-INT-037
INT-HCDN-08101,APP-HCDN-01598,APP-HCDN-00789,FHIR/API,monthly,standard,data pipeline orchestrator,Pharmacy,source-backed candidate,SRC-HCDN-INT-038
INT-HCDN-08102,APP-HCDN-01605,APP-HCDN-00806,X12 EDI,event-driven,standard,claims EDI gateway,Oncology,source-backed candidate,SRC-HCDN-INT-039
INT-HCDN-08103,APP-HCDN-01612,APP-HCDN-00823,SFTP flat file,nightly batch,high,FHIR gateway,Cardiology,source-backed candidate,SRC-HCDN-INT-040
INT-HCDN-08104,APP-HCDN-01619,APP-HCDN-00840,database link,real-time,standard,Epic Bridges,Data and Analytics,source-backed candidate,SRC-HCDN-INT-041
INT-HCDN-08105,APP-HCDN-01626,APP-HCDN-00857,SSIS package,near real-time,standard,interface engine,Clinical Analytics,source-backed candidate,SRC-HCDN-INT-042
INT-HCDN-08106,APP-HCDN-01633,APP-HCDN-00874,Epic Bridges,hourly,high,API gateway,Actuarial,source-backed candidate,SRC-HCDN-INT-043
INT-HCDN-08107,APP-HCDN-01640,APP-HCDN-00891,event stream,daily,standard,SFTP hub,Departmental Reporting,source-backed candidate,SRC-HCDN-INT-044
INT-HCDN-08108,APP-HCDN-01647,APP-HCDN-00908,batch extract,weekly,standard,SSIS runtime,AI Transformation,source-backed candidate,SRC-HCDN-INT-045
INT-HCDN-08109,APP-HCDN-01654,APP-HCDN-00925,vendor API,monthly,critical,data pipeline orchestrator,Technology,source-backed candidate,SRC-HCDN-INT-046
INT-HCDN-08110,APP-HCDN-01661,APP-HCDN-00942,HL7 v2,event-driven,standard,claims EDI gateway,Security,source-backed candidate,SRC-HCDN-INT-047
INT-HCDN-08111,APP-HCDN-01668,APP-HCDN-00959,FHIR/API,nightly batch,standard,FHIR gateway,Procurement,source-backed candidate,SRC-HCDN-INT-048
INT-HCDN-08112,APP-HCDN-00005,APP-HCDN-00976,X12 EDI,real-time,high,Epic Bridges,HR,ambiguous endpoint name,SRC-HCDN-INT-049
INT-HCDN-08113,APP-HCDN-00012,APP-HCDN-00993,SFTP flat file,near real-time,standard,interface engine,Supply Chain,source-backed candidate,SRC-HCDN-INT-050
INT-HCDN-08114,APP-HCDN-00019,APP-HCDN-01010,database link,hourly,standard,API gateway,Privacy,source-backed candidate,SRC-HCDN-INT-051
INT-HCDN-08115,APP-HCDN-00026,APP-HCDN-01027,SSIS package,daily,high,SFTP hub,Compliance,source-backed candidate,SRC-HCDN-INT-052
INT-HCDN-08116,APP-HCDN-00033,APP-HCDN-01044,Epic Bridges,weekly,standard,SSIS runtime,Provider Network,source-backed candidate,SRC-HCDN-INT-053
INT-HCDN-08117,APP-HCDN-00040,APP-HCDN-01061,event stream,monthly,standard,data pipeline orchestrator,Value-Based Care,source-backed candidate,SRC-HCDN-INT-054
INT-HCDN-08118,APP-HCDN-00047,APP-HCDN-01078,batch extract,event-driven,critical,claims EDI gateway,Clinical Operations,source-backed candidate,SRC-HCDN-INT-055
INT-HCDN-08119,APP-HCDN-00054,APP-HCDN-01095,vendor API,nightly batch,standard,FHIR gateway,Revenue Cycle,source-backed candidate,SRC-HCDN-INT-056
INT-HCDN-08120,APP-HCDN-00061,APP-HCDN-01112,HL7 v2,real-time,standard,Epic Bridges,Patient Access,source-backed candidate,SRC-HCDN-INT-057
INT-HCDN-08121,APP-HCDN-00068,APP-HCDN-01129,FHIR/API,near real-time,high,interface engine,Interoperability,source-backed candidate,SRC-HCDN-INT-058
INT-HCDN-08122,APP-HCDN-00075,APP-HCDN-01146,X12 EDI,hourly,standard,API gateway,Population Health,source-backed candidate,SRC-HCDN-INT-059
INT-HCDN-08123,APP-HCDN-00082,APP-HCDN-01163,SFTP flat file,daily,standard,SFTP hub,Health Plan Operations,source-backed candidate,SRC-HCDN-INT-060
INT-HCDN-08124,APP-HCDN-00089,APP-HCDN-01180,database link,weekly,high,SSIS runtime,Medicare Advantage,ambiguous endpoint name,SRC-HCDN-INT-061
INT-HCDN-08125,APP-HCDN-00096,APP-HCDN-01197,SSIS package,monthly,standard,data pipeline orchestrator,Claims Operations,retired/active duplicate,SRC-HCDN-INT-062
INT-HCDN-08126,APP-HCDN-00103,APP-HCDN-01214,Epic Bridges,event-driven,standard,claims EDI gateway,Utilization Management,source-backed candidate,SRC-HCDN-INT-063
INT-HCDN-08127,APP-HCDN-00110,APP-HCDN-01231,event stream,nightly batch,critical,FHIR gateway,Member Services,source-backed candidate,SRC-HCDN-INT-064
INT-HCDN-08128,APP-HCDN-00117,APP-HCDN-01248,batch extract,real-time,standard,Epic Bridges,Quality and Stars,source-backed candidate,SRC-HCDN-INT-001
INT-HCDN-08129,APP-HCDN-00124,APP-HCDN-01265,vendor API,near real-time,standard,interface engine,Risk Adjustment,source-backed candidate,SRC-HCDN-INT-002
INT-HCDN-08130,APP-HCDN-00131,APP-HCDN-01282,HL7 v2,hourly,high,API gateway,Care Management,source-backed candidate,SRC-HCDN-INT-003
INT-HCDN-08131,APP-HCDN-00138,APP-HCDN-01299,FHIR/API,daily,standard,SFTP hub,Finance,source-backed candidate,SRC-HCDN-INT-004
INT-HCDN-08132,APP-HCDN-00145,APP-HCDN-01316,X12 EDI,weekly,standard,SSIS runtime,Coding,source-backed candidate,SRC-HCDN-INT-005
INT-HCDN-08133,APP-HCDN-00152,APP-HCDN-01333,SFTP flat file,monthly,high,data pipeline orchestrator,Payer Contracting,source-backed candidate,SRC-HCDN-INT-006
INT-HCDN-08134,APP-HCDN-00159,APP-HCDN-01350,database link,event-driven,standard,claims EDI gateway,Digital Front Door,source-backed candidate,SRC-HCDN-INT-007
INT-HCDN-08135,APP-HCDN-00166,APP-HCDN-01367,SSIS package,nightly batch,standard,FHIR gateway,Contact Center,source-backed candidate,SRC-HCDN-INT-008
INT-HCDN-08136,APP-HCDN-00173,APP-HCDN-01384,Epic Bridges,real-time,critical,Epic Bridges,Ambulatory Care,ambiguous endpoint name,SRC-HCDN-INT-009
INT-HCDN-08137,APP-HCDN-00180,APP-HCDN-01401,event stream,near real-time,standard,interface engine,Emergency Department,source-backed candidate,SRC-HCDN-INT-010
INT-HCDN-08138,APP-HCDN-00187,APP-HCDN-01418,batch extract,hourly,standard,API gateway,Inpatient,retired/active duplicate,SRC-HCDN-INT-011
INT-HCDN-08139,APP-HCDN-00194,APP-HCDN-01435,vendor API,daily,high,SFTP hub,Surgery,source-backed candidate,SRC-HCDN-INT-012
INT-HCDN-08140,APP-HCDN-00201,APP-HCDN-01452,HL7 v2,weekly,standard,SSIS runtime,Imaging,source-backed candidate,SRC-HCDN-INT-013
INT-HCDN-08141,APP-HCDN-00208,APP-HCDN-01469,FHIR/API,monthly,standard,data pipeline orchestrator,Lab,source-backed candidate,SRC-HCDN-INT-014
INT-HCDN-08142,APP-HCDN-00215,APP-HCDN-01486,X12 EDI,event-driven,high,claims EDI gateway,Pharmacy,source-backed candidate,SRC-HCDN-INT-015
INT-HCDN-08143,APP-HCDN-00222,APP-HCDN-01503,SFTP flat file,nightly batch,standard,FHIR gateway,Oncology,source-backed candidate,SRC-HCDN-INT-016
INT-HCDN-08144,APP-HCDN-00229,APP-HCDN-01520,database link,real-time,standard,Epic Bridges,Cardiology,source-backed candidate,SRC-HCDN-INT-017
INT-HCDN-08145,APP-HCDN-00236,APP-HCDN-01537,SSIS package,near real-time,critical,interface engine,Data and Analytics,source-backed candidate,SRC-HCDN-INT-018
INT-HCDN-08146,APP-HCDN-00243,APP-HCDN-01554,Epic Bridges,hourly,standard,API gateway,Clinical Analytics,source-backed candidate,SRC-HCDN-INT-019
INT-HCDN-08147,APP-HCDN-00250,APP-HCDN-01571,event stream,daily,standard,SFTP hub,Actuarial,source-backed candidate,SRC-HCDN-INT-020
INT-HCDN-08148,APP-HCDN-00257,APP-HCDN-01588,batch extract,weekly,high,SSIS runtime,Departmental Reporting,ambiguous endpoint name,SRC-HCDN-INT-021
INT-HCDN-08149,APP-HCDN-00264,APP-HCDN-01605,vendor API,monthly,standard,data pipeline orchestrator,AI Transformation,source-backed candidate,SRC-HCDN-INT-022
INT-HCDN-08150,APP-HCDN-00271,APP-HCDN-01622,HL7 v2,event-driven,standard,claims EDI gateway,Technology,source-backed candidate,SRC-HCDN-INT-023
INT-HCDN-08151,APP-HCDN-00278,APP-HCDN-01639,FHIR/API,nightly batch,high,FHIR gateway,Security,retired/active duplicate,SRC-HCDN-INT-024
INT-HCDN-08152,APP-HCDN-00285,APP-HCDN-01656,X12 EDI,real-time,standard,Epic Bridges,Procurement,source-backed candidate,SRC-HCDN-INT-025
INT-HCDN-08153,APP-HCDN-00292,APP-HCDN-00003,SFTP flat file,near real-time,standard,interface engine,HR,source-backed candidate,SRC-HCDN-INT-026
INT-HCDN-08154,APP-HCDN-00299,APP-HCDN-00020,database link,hourly,critical,API gateway,Supply Chain,source-backed candidate,SRC-HCDN-INT-027
INT-HCDN-08155,APP-HCDN-00306,APP-HCDN-00037,SSIS package,daily,standard,SFTP hub,Privacy,source-backed candidate,SRC-HCDN-INT-028
INT-HCDN-08156,APP-HCDN-00313,APP-HCDN-00054,Epic Bridges,weekly,standard,SSIS runtime,Compliance,source-backed candidate,SRC-HCDN-INT-029
INT-HCDN-08157,APP-HCDN-00320,APP-HCDN-00071,event stream,monthly,high,data pipeline orchestrator,Provider Network,source-backed candidate,SRC-HCDN-INT-030
INT-HCDN-08158,APP-HCDN-00327,APP-HCDN-00088,batch extract,event-driven,standard,claims EDI gateway,Value-Based Care,source-backed candidate,SRC-HCDN-INT-031
INT-HCDN-08159,APP-HCDN-00334,APP-HCDN-00105,vendor API,nightly batch,standard,FHIR gateway,Clinical Operations,source-backed candidate,SRC-HCDN-INT-032
INT-HCDN-08160,APP-HCDN-00341,APP-HCDN-00122,HL7 v2,real-time,high,Epic Bridges,Revenue Cycle,ambiguous endpoint name,SRC-HCDN-INT-033
INT-HCDN-08161,APP-HCDN-00348,APP-HCDN-00139,FHIR/API,near real-time,standard,interface engine,Patient Access,source-backed candidate,SRC-HCDN-INT-034
INT-HCDN-08162,APP-HCDN-00355,APP-HCDN-00156,X12 EDI,hourly,standard,API gateway,Interoperability,source-backed candidate,SRC-HCDN-INT-035
INT-HCDN-08163,APP-HCDN-00362,APP-HCDN-00173,SFTP flat file,daily,critical,SFTP hub,Population Health,source-backed candidate,SRC-HCDN-INT-036
INT-HCDN-08164,APP-HCDN-00369,APP-HCDN-00190,database link,weekly,standard,SSIS runtime,Health Plan Operations,retired/active duplicate,SRC-HCDN-INT-037
INT-HCDN-08165,APP-HCDN-00376,APP-HCDN-00207,SSIS package,monthly,standard,data pipeline orchestrator,Medicare Advantage,source-backed candidate,SRC-HCDN-INT-038
INT-HCDN-08166,APP-HCDN-00383,APP-HCDN-00224,Epic Bridges,event-driven,high,claims EDI gateway,Claims Operations,source-backed candidate,SRC-HCDN-INT-039
INT-HCDN-08167,APP-HCDN-00390,APP-HCDN-00241,event stream,nightly batch,standard,FHIR gateway,Utilization Management,source-backed candidate,SRC-HCDN-INT-040
INT-HCDN-08168,APP-HCDN-00397,APP-HCDN-00258,batch extract,real-time,standard,Epic Bridges,Member Services,source-backed candidate,SRC-HCDN-INT-041
INT-HCDN-08169,APP-HCDN-00404,APP-HCDN-00275,vendor API,near real-time,high,interface engine,Quality and Stars,source-backed candidate,SRC-HCDN-INT-042
INT-HCDN-08170,APP-HCDN-00411,APP-HCDN-00292,HL7 v2,hourly,standard,API gateway,Risk Adjustment,source-backed candidate,SRC-HCDN-INT-043
INT-HCDN-08171,APP-HCDN-00418,APP-HCDN-00309,FHIR/API,daily,standard,SFTP hub,Care Management,source-backed candidate,SRC-HCDN-INT-044
INT-HCDN-08172,APP-HCDN-00425,APP-HCDN-00326,X12 EDI,weekly,critical,SSIS runtime,Finance,ambiguous endpoint name,SRC-HCDN-INT-045
INT-HCDN-08173,APP-HCDN-00432,APP-HCDN-00343,SFTP flat file,monthly,standard,data pipeline orchestrator,Coding,source-backed candidate,SRC-HCDN-INT-046
INT-HCDN-08174,APP-HCDN-00439,APP-HCDN-00360,database link,event-driven,standard,claims EDI gateway,Payer Contracting,source-backed candidate,SRC-HCDN-INT-047
INT-HCDN-08175,APP-HCDN-00446,APP-HCDN-00377,SSIS package,nightly batch,high,FHIR gateway,Digital Front Door,source-backed candidate,SRC-HCDN-INT-048
INT-HCDN-08176,APP-HCDN-00453,APP-HCDN-00394,Epic Bridges,real-time,standard,Epic Bridges,Contact Center,source-backed candidate,SRC-HCDN-INT-049
INT-HCDN-08177,APP-HCDN-00460,APP-HCDN-00411,event stream,near real-time,standard,interface engine,Ambulatory Care,retired/active duplicate,SRC-HCDN-INT-050
INT-HCDN-08178,APP-HCDN-00467,APP-HCDN-00428,batch extract,hourly,high,API gateway,Emergency Department,source-backed candidate,SRC-HCDN-INT-051
INT-HCDN-08179,APP-HCDN-00474,APP-HCDN-00445,vendor API,daily,standard,SFTP hub,Inpatient,source-backed candidate,SRC-HCDN-INT-052
INT-HCDN-08180,APP-HCDN-00481,APP-HCDN-00462,HL7 v2,weekly,standard,SSIS runtime,Surgery,source-backed candidate,SRC-HCDN-INT-053
INT-HCDN-08181,APP-HCDN-00488,APP-HCDN-00479,FHIR/API,monthly,critical,data pipeline orchestrator,Imaging,source-backed candidate,SRC-HCDN-INT-054
INT-HCDN-08182,APP-HCDN-00495,APP-HCDN-00496,X12 EDI,event-driven,standard,claims EDI gateway,Lab,source-backed candidate,SRC-HCDN-INT-055
INT-HCDN-08183,APP-HCDN-00502,APP-HCDN-00513,SFTP flat file,nightly batch,standard,FHIR gateway,Pharmacy,source-backed candidate,SRC-HCDN-INT-056
INT-HCDN-08184,APP-HCDN-00509,APP-HCDN-00530,database link,real-time,high,Epic Bridges,Oncology,ambiguous endpoint name,SRC-HCDN-INT-057
INT-HCDN-08185,APP-HCDN-00516,APP-HCDN-00547,SSIS package,near real-time,standard,interface engine,Cardiology,source-backed candidate,SRC-HCDN-INT-058
INT-HCDN-08186,APP-HCDN-00523,APP-HCDN-00564,Epic Bridges,hourly,standard,API gateway,Data and Analytics,source-backed candidate,SRC-HCDN-INT-059
INT-HCDN-08187,APP-HCDN-00530,APP-HCDN-00581,event stream,daily,high,SFTP hub,Clinical Analytics,source-backed candidate,SRC-HCDN-INT-060
INT-HCDN-08188,APP-HCDN-00537,APP-HCDN-00598,batch extract,weekly,standard,SSIS runtime,Actuarial,source-backed candidate,SRC-HCDN-INT-061
INT-HCDN-08189,APP-HCDN-00544,APP-HCDN-00615,vendor API,monthly,standard,data pipeline orchestrator,Departmental Reporting,source-backed candidate,SRC-HCDN-INT-062
INT-HCDN-08190,APP-HCDN-00551,APP-HCDN-00632,HL7 v2,event-driven,critical,claims EDI gateway,AI Transformation,retired/active duplicate,SRC-HCDN-INT-063
