workforce_id,worker_type,business_function,service_tower,skill_family,delivery_location,transition_note
WORK-HCDN-10138,contractor,Risk Adjustment,Cloud Infrastructure and Data Center,integration engineer,offshore,standard
WORK-HCDN-10139,managed-service role,Care Management,Workplace and Contact Center,revenue-cycle analyst,hybrid,standard
WORK-HCDN-10140,employee,Finance,Security Identity and Compliance,quality analyst,onsite,standard
WORK-HCDN-10141,contractor,Coding,Integration and Interoperability,AI product owner,nearshore,standard
WORK-HCDN-10142,managed-service role,Payer Contracting,ERP and Corporate Platforms,Epic analyst,offshore,transition sensitive
WORK-HCDN-10143,employee,Digital Front Door,Clinical and Epic AMS,SQL/BI developer,hybrid,standard
WORK-HCDN-10144,contractor,Contact Center,Payer Platform Operations,claims platform analyst,onsite,critical knowledge holder
WORK-HCDN-10145,managed-service role,Ambulatory Care,Data Analytics and AI,cloud engineer,nearshore,standard
WORK-HCDN-10146,employee,Emergency Department,Revenue Cycle Technology,data engineer,offshore,standard
WORK-HCDN-10147,contractor,Inpatient,Cloud Infrastructure and Data Center,security,hybrid,standard
WORK-HCDN-10148,managed-service role,Surgery,Workplace and Contact Center,service desk,onsite,standard
WORK-HCDN-10149,employee,Imaging,Security Identity and Compliance,integration engineer,nearshore,standard
WORK-HCDN-10150,contractor,Lab,Integration and Interoperability,revenue-cycle analyst,offshore,standard
WORK-HCDN-10151,managed-service role,Pharmacy,ERP and Corporate Platforms,quality analyst,hybrid,standard
WORK-HCDN-10152,employee,Oncology,Clinical and Epic AMS,AI product owner,onsite,critical knowledge holder
WORK-HCDN-10153,contractor,Cardiology,Payer Platform Operations,Epic analyst,nearshore,transition sensitive
WORK-HCDN-10154,managed-service role,Data and Analytics,Data Analytics and AI,SQL/BI developer,offshore,standard
WORK-HCDN-10155,employee,Clinical Analytics,Revenue Cycle Technology,claims platform analyst,hybrid,standard
WORK-HCDN-10156,contractor,Actuarial,Cloud Infrastructure and Data Center,cloud engineer,onsite,standard
WORK-HCDN-10157,managed-service role,Departmental Reporting,Workplace and Contact Center,data engineer,nearshore,standard
WORK-HCDN-10158,employee,AI Transformation,Security Identity and Compliance,security,offshore,standard
WORK-HCDN-10159,contractor,Technology,Integration and Interoperability,service desk,hybrid,standard
WORK-HCDN-10160,managed-service role,Security,ERP and Corporate Platforms,integration engineer,onsite,critical knowledge holder
WORK-HCDN-10161,employee,Procurement,Clinical and Epic AMS,revenue-cycle analyst,nearshore,standard
WORK-HCDN-10162,contractor,HR,Payer Platform Operations,quality analyst,offshore,standard
WORK-HCDN-10163,managed-service role,Supply Chain,Data Analytics and AI,AI product owner,hybrid,standard
WORK-HCDN-10164,employee,Privacy,Revenue Cycle Technology,Epic analyst,onsite,transition sensitive
WORK-HCDN-10165,contractor,Compliance,Cloud Infrastructure and Data Center,SQL/BI developer,nearshore,standard
WORK-HCDN-10166,managed-service role,Provider Network,Workplace and Contact Center,claims platform analyst,offshore,standard
WORK-HCDN-10167,employee,Value-Based Care,Security Identity and Compliance,cloud engineer,hybrid,standard
WORK-HCDN-10168,contractor,Clinical Operations,Integration and Interoperability,data engineer,onsite,critical knowledge holder
WORK-HCDN-10169,managed-service role,Revenue Cycle,ERP and Corporate Platforms,security,nearshore,standard
WORK-HCDN-10170,employee,Patient Access,Clinical and Epic AMS,service desk,offshore,standard
WORK-HCDN-10171,contractor,Interoperability,Payer Platform Operations,integration engineer,hybrid,standard
WORK-HCDN-10172,managed-service role,Population Health,Data Analytics and AI,revenue-cycle analyst,onsite,standard
WORK-HCDN-10173,employee,Health Plan Operations,Revenue Cycle Technology,quality analyst,nearshore,standard
WORK-HCDN-10174,contractor,Medicare Advantage,Cloud Infrastructure and Data Center,AI product owner,offshore,standard
WORK-HCDN-10175,managed-service role,Claims Operations,Workplace and Contact Center,Epic analyst,hybrid,transition sensitive
WORK-HCDN-10176,employee,Utilization Management,Security Identity and Compliance,SQL/BI developer,onsite,critical knowledge holder
WORK-HCDN-10177,contractor,Member Services,Integration and Interoperability,claims platform analyst,nearshore,standard
WORK-HCDN-10178,managed-service role,Quality and Stars,ERP and Corporate Platforms,cloud engineer,offshore,standard
WORK-HCDN-10179,employee,Risk Adjustment,Clinical and Epic AMS,data engineer,hybrid,standard
WORK-HCDN-10180,contractor,Care Management,Payer Platform Operations,security,onsite,standard
WORK-HCDN-10181,managed-service role,Finance,Data Analytics and AI,service desk,nearshore,standard
WORK-HCDN-10182,employee,Coding,Revenue Cycle Technology,integration engineer,offshore,standard
WORK-HCDN-10183,contractor,Payer Contracting,Cloud Infrastructure and Data Center,revenue-cycle analyst,hybrid,standard
WORK-HCDN-10184,managed-service role,Digital Front Door,Workplace and Contact Center,quality analyst,onsite,critical knowledge holder
WORK-HCDN-10185,employee,Contact Center,Security Identity and Compliance,AI product owner,nearshore,standard
WORK-HCDN-10186,contractor,Ambulatory Care,Integration and Interoperability,Epic analyst,offshore,transition sensitive
WORK-HCDN-10187,managed-service role,Emergency Department,ERP and Corporate Platforms,SQL/BI developer,hybrid,standard
WORK-HCDN-10188,employee,Inpatient,Clinical and Epic AMS,claims platform analyst,onsite,standard
WORK-HCDN-10189,contractor,Surgery,Payer Platform Operations,cloud engineer,nearshore,standard
WORK-HCDN-10190,managed-service role,Imaging,Data Analytics and AI,data engineer,offshore,standard
WORK-HCDN-10191,employee,Lab,Revenue Cycle Technology,security,hybrid,standard
WORK-HCDN-10192,contractor,Pharmacy,Cloud Infrastructure and Data Center,service desk,onsite,critical knowledge holder
WORK-HCDN-10193,managed-service role,Oncology,Workplace and Contact Center,integration engineer,nearshore,standard
WORK-HCDN-10194,employee,Cardiology,Security Identity and Compliance,revenue-cycle analyst,offshore,standard
WORK-HCDN-10195,contractor,Data and Analytics,Integration and Interoperability,quality analyst,hybrid,standard
WORK-HCDN-10196,managed-service role,Clinical Analytics,ERP and Corporate Platforms,AI product owner,onsite,standard
WORK-HCDN-10197,employee,Actuarial,Clinical and Epic AMS,Epic analyst,nearshore,transition sensitive
WORK-HCDN-10198,contractor,Departmental Reporting,Payer Platform Operations,SQL/BI developer,offshore,standard
WORK-HCDN-10199,managed-service role,AI Transformation,Data Analytics and AI,claims platform analyst,hybrid,standard
WORK-HCDN-10200,employee,Technology,Revenue Cycle Technology,cloud engineer,onsite,critical knowledge holder
WORK-HCDN-10201,contractor,Security,Cloud Infrastructure and Data Center,data engineer,nearshore,standard
WORK-HCDN-10202,managed-service role,Procurement,Workplace and Contact Center,security,offshore,standard
WORK-HCDN-10203,employee,HR,Security Identity and Compliance,service desk,hybrid,standard
WORK-HCDN-10204,contractor,Supply Chain,Integration and Interoperability,integration engineer,onsite,standard
WORK-HCDN-10205,managed-service role,Privacy,ERP and Corporate Platforms,revenue-cycle analyst,nearshore,standard
WORK-HCDN-10206,employee,Compliance,Clinical and Epic AMS,quality analyst,offshore,standard
WORK-HCDN-10207,contractor,Provider Network,Payer Platform Operations,AI product owner,hybrid,standard
WORK-HCDN-10208,managed-service role,Value-Based Care,Data Analytics and AI,Epic analyst,onsite,critical knowledge holder
WORK-HCDN-10209,employee,Clinical Operations,Revenue Cycle Technology,SQL/BI developer,nearshore,standard
WORK-HCDN-10210,contractor,Revenue Cycle,Cloud Infrastructure and Data Center,claims platform analyst,offshore,standard
WORK-HCDN-10211,managed-service role,Patient Access,Workplace and Contact Center,cloud engineer,hybrid,standard
WORK-HCDN-10212,employee,Interoperability,Security Identity and Compliance,data engineer,onsite,standard
WORK-HCDN-10213,contractor,Population Health,Integration and Interoperability,security,nearshore,standard
WORK-HCDN-10214,managed-service role,Health Plan Operations,ERP and Corporate Platforms,service desk,offshore,standard
WORK-HCDN-10215,employee,Medicare Advantage,Clinical and Epic AMS,integration engineer,hybrid,standard
WORK-HCDN-10216,contractor,Claims Operations,Payer Platform Operations,revenue-cycle analyst,onsite,critical knowledge holder
WORK-HCDN-10217,managed-service role,Utilization Management,Data Analytics and AI,quality analyst,nearshore,standard
WORK-HCDN-10218,employee,Member Services,Revenue Cycle Technology,AI product owner,offshore,standard
WORK-HCDN-10219,contractor,Quality and Stars,Cloud Infrastructure and Data Center,Epic analyst,hybrid,transition sensitive
WORK-HCDN-10220,managed-service role,Risk Adjustment,Workplace and Contact Center,SQL/BI developer,onsite,standard
WORK-HCDN-10221,employee,Care Management,Security Identity and Compliance,claims platform analyst,nearshore,standard
WORK-HCDN-10222,contractor,Finance,Integration and Interoperability,cloud engineer,offshore,standard
WORK-HCDN-10223,managed-service role,Coding,ERP and Corporate Platforms,data engineer,hybrid,standard
WORK-HCDN-10224,employee,Payer Contracting,Clinical and Epic AMS,security,onsite,critical knowledge holder
WORK-HCDN-10225,contractor,Digital Front Door,Payer Platform Operations,service desk,nearshore,standard
WORK-HCDN-10226,managed-service role,Contact Center,Data Analytics and AI,integration engineer,offshore,standard
WORK-HCDN-10227,employee,Ambulatory Care,Revenue Cycle Technology,revenue-cycle analyst,hybrid,standard
WORK-HCDN-10228,contractor,Emergency Department,Cloud Infrastructure and Data Center,quality analyst,onsite,standard
WORK-HCDN-10229,managed-service role,Inpatient,Workplace and Contact Center,AI product owner,nearshore,standard
WORK-HCDN-10230,employee,Surgery,Security Identity and Compliance,Epic analyst,offshore,transition sensitive
WORK-HCDN-10231,contractor,Imaging,Integration and Interoperability,SQL/BI developer,hybrid,standard
WORK-HCDN-10232,managed-service role,Lab,ERP and Corporate Platforms,claims platform analyst,onsite,critical knowledge holder
WORK-HCDN-10233,employee,Pharmacy,Clinical and Epic AMS,cloud engineer,nearshore,standard
WORK-HCDN-10234,contractor,Oncology,Payer Platform Operations,data engineer,offshore,standard
WORK-HCDN-10235,managed-service role,Cardiology,Data Analytics and AI,security,hybrid,standard
WORK-HCDN-10236,employee,Data and Analytics,Revenue Cycle Technology,service desk,onsite,standard
WORK-HCDN-10237,contractor,Clinical Analytics,Cloud Infrastructure and Data Center,integration engineer,nearshore,standard
WORK-HCDN-10238,managed-service role,Actuarial,Workplace and Contact Center,revenue-cycle analyst,offshore,standard
WORK-HCDN-10239,employee,Departmental Reporting,Security Identity and Compliance,quality analyst,hybrid,standard
WORK-HCDN-10240,contractor,AI Transformation,Integration and Interoperability,AI product owner,onsite,critical knowledge holder
WORK-HCDN-10241,managed-service role,Technology,ERP and Corporate Platforms,Epic analyst,nearshore,transition sensitive
WORK-HCDN-10242,employee,Security,Clinical and Epic AMS,SQL/BI developer,offshore,standard
WORK-HCDN-10243,contractor,Procurement,Payer Platform Operations,claims platform analyst,hybrid,standard
WORK-HCDN-10244,managed-service role,HR,Data Analytics and AI,cloud engineer,onsite,standard
WORK-HCDN-10245,employee,Supply Chain,Revenue Cycle Technology,data engineer,nearshore,standard
WORK-HCDN-10246,contractor,Privacy,Cloud Infrastructure and Data Center,security,offshore,standard
WORK-HCDN-10247,managed-service role,Compliance,Workplace and Contact Center,service desk,hybrid,standard
WORK-HCDN-10248,employee,Provider Network,Security Identity and Compliance,integration engineer,onsite,critical knowledge holder
WORK-HCDN-10249,contractor,Value-Based Care,Integration and Interoperability,revenue-cycle analyst,nearshore,standard
WORK-HCDN-10250,managed-service role,Clinical Operations,ERP and Corporate Platforms,quality analyst,offshore,standard
WORK-HCDN-10251,employee,Revenue Cycle,Clinical and Epic AMS,AI product owner,hybrid,standard
WORK-HCDN-10252,contractor,Patient Access,Payer Platform Operations,Epic analyst,onsite,transition sensitive
WORK-HCDN-10253,managed-service role,Interoperability,Data Analytics and AI,SQL/BI developer,nearshore,standard
WORK-HCDN-10254,employee,Population Health,Revenue Cycle Technology,claims platform analyst,offshore,standard
WORK-HCDN-10255,contractor,Health Plan Operations,Cloud Infrastructure and Data Center,cloud engineer,hybrid,standard
WORK-HCDN-10256,managed-service role,Medicare Advantage,Workplace and Contact Center,data engineer,onsite,critical knowledge holder
WORK-HCDN-10257,employee,Claims Operations,Security Identity and Compliance,security,nearshore,standard
WORK-HCDN-10258,contractor,Utilization Management,Integration and Interoperability,service desk,offshore,standard
WORK-HCDN-10259,managed-service role,Member Services,ERP and Corporate Platforms,integration engineer,hybrid,standard
WORK-HCDN-10260,employee,Quality and Stars,Clinical and Epic AMS,revenue-cycle analyst,onsite,standard
WORK-HCDN-10261,contractor,Risk Adjustment,Payer Platform Operations,quality analyst,nearshore,standard
WORK-HCDN-10262,managed-service role,Care Management,Data Analytics and AI,AI product owner,offshore,standard
WORK-HCDN-10263,employee,Finance,Revenue Cycle Technology,Epic analyst,hybrid,transition sensitive
WORK-HCDN-10264,contractor,Coding,Cloud Infrastructure and Data Center,SQL/BI developer,onsite,critical knowledge holder
WORK-HCDN-10265,managed-service role,Payer Contracting,Workplace and Contact Center,claims platform analyst,nearshore,standard
WORK-HCDN-10266,employee,Digital Front Door,Security Identity and Compliance,cloud engineer,offshore,standard
WORK-HCDN-10267,contractor,Contact Center,Integration and Interoperability,data engineer,hybrid,standard
WORK-HCDN-10268,managed-service role,Ambulatory Care,ERP and Corporate Platforms,security,onsite,standard
