template_file,sheet_name,business_object_family,column_name,business_metadata_name,business_definition,data_type,required_level,required_for_surfaces,allowed_answer_types,not_allowed_claims,allowed_values,source_provenance_rule,example_value
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,recommended_actions,Recommended Actions,General actions suggested by the pattern.,list,recommended,Intelligence,advisor suggestions,Do not present as tenant-specific mandate.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_15_industry_corpus_patterns.csv,15 Industry Patterns,industry_corpus_pattern,corpus_context_label,Corpus Context Label,Required label showing this is industry/pattern context rather than tenant fact.,text,required,Intelligence,truth boundary and UI labeling,Do not remove this label downstream.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",industry_pattern_context_not_tenant_fact
templates/V6_16_expert_lenses.csv,16 Expert Lenses,expert_lens,tenant_key,Tenant Key,Canonical tenant identifier used to isolate all client data and answer context.,text,required,all,tenant data isolation and client identity,Do not answer unless the tenant key matches the signed-in tenant.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Industrial Demo-industries
templates/V6_16_expert_lenses.csv,16 Expert Lenses,expert_lens,client_display_name,Client Display Name,Human-readable client name shown in experience surfaces and reports.,text,required,all,client-facing naming and narrative,Do not infer from tenant key if absent.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Airline Demo
templates/V6_16_expert_lenses.csv,16 Expert Lenses,expert_lens,v6_contract_version,V6 Contract Version,Version of the V6 template contract used to create this row.,text,required,all,schema compatibility and loader routing,Do not mix rows from different contracts without migration notes.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,v6.0
templates/V6_16_expert_lenses.csv,16 Expert Lenses,expert_lens,business_object_family,Business Object Family,Business domain family represented by the row.,enum,required,all,"routing, packet assembly, and tab grouping",Do not expose raw table names as business categories.,enterprise_profile|business_function|org_ownership|workforce_persona|application_system|infrastructure_cloud|data_asset_integration|vendor_contract|spend_value|program_initiative|ai_initiative|operations_risk_control|relationship|evidence_source|metric_definition|industry_corpus_pattern|expert_lens,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,expert_lens
templates/V6_16_expert_lenses.csv,16 Expert Lenses,expert_lens,record_id,Business Record ID,Stable client-unique identifier for the business object.,text,required,all,"citations, joins, relationships, and refresh reconciliation",Do not generate a new ID on refresh for the same real object.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,EXPERT_LENS-001
templates/V6_16_expert_lenses.csv,16 Expert Lenses,expert_lens,record_name,Business Record Name,Business-readable name of the object.,text,required,all,executive-readable answers and UI cards,Do not answer with only record IDs when names are available.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Example business object
templates/V6_16_expert_lenses.csv,16 Expert Lenses,expert_lens,source_system,Source System,"System, document, export, or owner-provided source from which the row was derived.",text,required,all,source grounding and evidence lineage,Do not claim system-of-record status unless source_basis says so.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,client_system_export
templates/V6_16_expert_lenses.csv,16 Expert Lenses,expert_lens,source_owner,Source Owner,Named role or team accountable for the source data.,text,required,all,"ownership, stewardship, and gap follow-up",Do not invent a person or team if unknown.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,CIO Office
templates/V6_16_expert_lenses.csv,16 Expert Lenses,expert_lens,source_basis,Source Basis,"How the row was established: system export, contract, interview, benchmark, synthetic demo, or derived calculation.",enum,required,all,confidence and answer caveats,Do not treat synthetic or interview evidence as audited fact.,system_export|contract|document|interview|workshop|benchmark|industry_pattern|derived_calculation|synthetic_demo|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,system_export
templates/V6_16_expert_lenses.csv,16 Expert Lenses,expert_lens,source_file,Source File,Original V6 file or document path used for traceability.,text,required,all,audit trace and reload diagnostics,Do not show internal paths in executive answers.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,V6_10_ai_initiatives.csv
templates/V6_16_expert_lenses.csv,16 Expert Lenses,expert_lens,source_row_number,Source Row Number,Original row number or location marker within the source file.,integer,required_if_tabular,all,cell-level citation and row-level QA,Do not fabricate row references.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2
templates/V6_16_expert_lenses.csv,16 Expert Lenses,expert_lens,as_of_date,As Of Date,Date the row values are true as of.,date,required,all,freshness and time-bound claims,Do not present stale data as current.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28
templates/V6_16_expert_lenses.csv,16 Expert Lenses,expert_lens,period_start,Period Start Date,Start date for period-based measures.,date,required_if_metric,all,period-specific comparisons and metrics,Do not compare measures without compatible periods.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-01-01
templates/V6_16_expert_lenses.csv,16 Expert Lenses,expert_lens,period_end,Period End Date,End date for period-based measures.,date,required_if_metric,all,period-specific comparisons and metrics,Do not compare measures without compatible periods.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28
templates/V6_16_expert_lenses.csv,16 Expert Lenses,expert_lens,refresh_frequency,Refresh Frequency,Expected update cadence for this row.,enum,required,all,freshness warnings and data operations,Do not promise real-time if cadence is slower.,real_time|daily|weekly|monthly|quarterly|event_driven|static_snapshot|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,monthly
templates/V6_16_expert_lenses.csv,16 Expert Lenses,expert_lens,confidence,Evidence Confidence,Confidence level for the row based on source quality and completeness.,enum,required,all,answer confidence labels and gap handling,Do not upgrade confidence in the renderer or prompt.,high|medium|low|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,medium
templates/V6_16_expert_lenses.csv,16 Expert Lenses,expert_lens,synthetic_demo_flag,Synthetic Demo Flag,"Whether the row is synthetic, demo-derived, or client-provided.",enum,required,all,demo honesty and production readiness,Do not represent synthetic demo data as client truth.,client_provided|synthetic_demo|mixed|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,client_provided
templates/V6_16_expert_lenses.csv,16 Expert Lenses,expert_lens,data_sensitivity,Data Sensitivity,"Sensitivity classification for access, logging, and export controls.",enum,required,all,security controls and export behavior,Do not include restricted data in broad exports.,public|internal|confidential|restricted,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,confidential
templates/V6_16_expert_lenses.csv,16 Expert Lenses,expert_lens,required_for_surfaces,Required Product Surfaces,Product surfaces that depend on this row.,list,required,all,loader gates and surface readiness,Do not mark a surface ready if required rows are absent.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Home|Intelligence|Tower
templates/V6_16_expert_lenses.csv,16 Expert Lenses,expert_lens,allowed_answer_types,Allowed Answer Types,Types of claims the system may make from this row.,list,required,all,answer policy and prompt assembly,Do not exceed this claim boundary.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,current_state|gap|recommendation
templates/V6_16_expert_lenses.csv,16 Expert Lenses,expert_lens,not_allowed_claims,Not Allowed Claims,Claims that must not be made from this row.,list,required,all,answer safety and executive trust,Do not remove these caveats downstream.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,board_grade_value_without_metric_proof
