integration_id,name,from_system_id,to_system_id,integration_type,frequency,criticality,notes
INT-00001,Customer-Salesforce-Engine-0046 to Crew-Infosys-Service-0726 via API,APP-00046,APP-00726,API,Hourly,Critical,daily_volume=3431069; failures_month=7; modernization=Migrate
INT-01522,Maintenance-Workday-Manager-0387 to Metadata-Teradata-Engine-0343 via Streaming,APP-00387,APP-00343,Streaming,Event,High,daily_volume=6000018; failures_month=69; modernization=Retire
INT-01523,Vulnerability-AIMS-Suite-0679 to Contact-AIMS-Suite-0058 via File Transfer,APP-00679,APP-00058,File Transfer,Real-time,Low,daily_volume=2506934; failures_month=74; modernization=Replatform
INT-01524,Mainframe-Custom-Suite-0408 to Loyalty-Databricks-Platform-0021 via API,APP-00408,APP-00021,API,Hourly,Low,daily_volume=5775602; failures_month=43; modernization=Replace
INT-01525,Slot-Custom-Service-0585 to Baggage-Amadeus-Hub-0689 via Batch,APP-00585,APP-00689,Batch,Weekly,Medium,daily_volume=7174590; failures_month=78; modernization=Modernize
INT-01526,Network-Teradata-Hub-0050 to Airworthiness-Sabre-Hub-0683 via Real-time,APP-00050,APP-00683,Real-time,Daily,Medium,daily_volume=7561384; failures_month=103; modernization=Modernize
INT-01527,Self-Service-Custom-Suite-0190 to Line-Sabre-Hub-0347 via Batch,APP-00190,APP-00347,Batch,Daily,High,daily_volume=6808812; failures_month=71; modernization=Retire
INT-01528,Tax-Teradata-Engine-0812 to Maintenance-Salesforce-Manager-0499 via File Transfer,APP-00812,APP-00499,File Transfer,Weekly,High,daily_volume=5014741; failures_month=0; modernization=Retire
INT-01529,Irregular-SAP-Hub-0644 to Revenue-IBM-Manager-0107 via Streaming,APP-00644,APP-00107,Streaming,Event,Low,daily_volume=5398435; failures_month=11; modernization=Retire
INT-01530,Revenue-TCS-Platform-0568 to Observability-Jeppesen-Engine-0439 via ELT,APP-00568,APP-00439,ELT,Daily,High,daily_volume=6130311; failures_month=24; modernization=Retain
INT-01531,Endpoint-Teradata-Engine-0142 to Crew-Custom-Service-0161 via Batch,APP-00142,APP-00161,Batch,Real-time,Critical,daily_volume=1821752; failures_month=75; modernization=Modernize
INT-01532,Observability-Sabre-Platform-0397 to Ancillary-Sabre AirVision-Platform-0814 via File Transfer,APP-00397,APP-00814,File Transfer,Weekly,Low,daily_volume=4243886; failures_month=21; modernization=Retire
INT-01533,Procurement-Databricks-Service-0220 to Revenue-Workday-Platform-0734 via Event,APP-00220,APP-00734,Event,Daily,High,daily_volume=2290755; failures_month=91; modernization=Replatform
INT-01534,Data-Hexaware-Engine-0870 to Slot-Hexaware-Suite-0555 via Event,APP-00870,APP-00555,Event,Weekly,Low,daily_volume=1378253; failures_month=14; modernization=Invest
INT-01535,Inventory-SAP-Suite-0292 to Line-Sabre-Hub-0347 via ELT,APP-00292,APP-00347,ELT,Hourly,Critical,daily_volume=2363927; failures_month=66; modernization=Retain
INT-01536,Baggage-Amadeus-Hub-0689 to Data-Snowflake-Hub-0032 via ELT,APP-00689,APP-00032,ELT,Weekly,Medium,daily_volume=5164789; failures_month=91; modernization=Invest
INT-01537,Corporate-Amadeus-Manager-0205 to Customer-ServiceNow-Suite-0009 via Real-time,APP-00205,APP-00009,Real-time,Event,Low,daily_volume=5929793; failures_month=76; modernization=Replatform
INT-01538,Procurement-Teradata-Platform-0484 to Disruption-IBM-Suite-0254 via Event,APP-00484,APP-00254,Event,Event,Medium,daily_volume=3455577; failures_month=89; modernization=Replace
INT-01539,Network-Jeppesen-Platform-0264 to Vulnerability-Oracle-Service-0692 via Batch,APP-00264,APP-00692,Batch,Event,High,daily_volume=4148112; failures_month=30; modernization=Retain
INT-01540,Engine-SITA-Platform-0349 to HR-Amadeus-Suite-0504 via ETL,APP-00349,APP-00504,ETL,Weekly,Low,daily_volume=4096040; failures_month=10; modernization=Retire
INT-01541,Reliability-Salesforce-Engine-0346 to Line-Lufthansa Systems-Suite-0223 via Streaming,APP-00346,APP-00223,Streaming,Event,Medium,daily_volume=3331413; failures_month=0; modernization=Retire
INT-01542,Revenue-TCS-Platform-0568 to Component-Accenture-Platform-0319 via ELT,APP-00568,APP-00319,ELT,Weekly,Medium,daily_volume=2044241; failures_month=43; modernization=Invest
INT-01543,Mobile-Lufthansa Systems-Hub-0328 to Ancillary-Infosys-Manager-0633 via ELT,APP-00328,APP-00633,ELT,Event,Critical,daily_volume=6748797; failures_month=66; modernization=Invest
INT-01544,Compute-Sabre-Platform-0624 to Identity-Sabre-Hub-0658 via Real-time,APP-00624,APP-00658,Real-time,Event,Medium,daily_volume=1229754; failures_month=39; modernization=Replatform
INT-01545,Maintenance-Amadeus-Manager-0134 to Payroll-IBM-Suite-0138 via API,APP-00134,APP-00138,API,Daily,Low,daily_volume=3128209; failures_month=52; modernization=Migrate
INT-01546,Compute-Workday-Suite-0025 to Tax-Jeppesen-Engine-0172 via ELT,APP-00025,APP-00172,ELT,Weekly,Low,daily_volume=5438115; failures_month=106; modernization=Replatform
INT-01547,Ancillary-Infosys-Platform-0728 to Pricing-AIMS-Platform-0118 via Streaming,APP-00728,APP-00118,Streaming,Daily,Critical,daily_volume=5029256; failures_month=99; modernization=Replatform
INT-01548,Treasury-Amadeus-Suite-0680 to Cloud-TCS-Manager-0458 via ETL,APP-00680,APP-00458,ETL,Real-time,Medium,daily_volume=2410379; failures_month=115; modernization=Migrate
INT-01549,Cargo-IBM-Hub-0659 to Disruption-Salesforce-Platform-0629 via ETL,APP-00659,APP-00629,ETL,Real-time,Low,daily_volume=4301536; failures_month=43; modernization=Retire
INT-01550,Airworthiness-Salesforce-Hub-0621 to Endpoint-Teradata-Engine-0142 via Streaming,APP-00621,APP-00142,Streaming,Real-time,Medium,daily_volume=4909791; failures_month=103; modernization=Replace
INT-01551,Line-Lufthansa Systems-Suite-0223 to Inventory-Workday-Platform-0727 via Event,APP-00223,APP-00727,Event,Weekly,Medium,daily_volume=3420644; failures_month=37; modernization=Migrate
INT-01552,Corporate-Oracle-Hub-0090 to Corporate-Amadeus-Manager-0205 via ETL,APP-00090,APP-00205,ETL,Real-time,Low,daily_volume=6289112; failures_month=42; modernization=Modernize
INT-01553,Observability-TCS-Suite-0056 to Crew-Custom-Hub-0505 via API,APP-00056,APP-00505,API,Event,Critical,daily_volume=1016466; failures_month=33; modernization=Migrate
INT-01554,Airworthiness-Custom-Service-0526 to Baggage-Databricks-Manager-0121 via ETL,APP-00526,APP-00121,ETL,Daily,High,daily_volume=1335620; failures_month=100; modernization=Invest
INT-01555,Customer-Hexaware-Platform-0719 to Component-Snowflake-Service-0206 via Batch,APP-00719,APP-00206,Batch,Daily,Low,daily_volume=508174; failures_month=105; modernization=Retire
INT-01556,Self-Service-Infosys-Service-0576 to Customer-TCS-Engine-0488 via ELT,APP-00576,APP-00488,ELT,Real-time,Medium,daily_volume=2094510; failures_month=92; modernization=Modernize
INT-01557,Data-Snowflake-Hub-0032 to Crew-Infosys-Service-0648 via Streaming,APP-00032,APP-00648,Streaming,Weekly,Medium,daily_volume=695650; failures_month=53; modernization=Replace
INT-01558,Component-SITA-Platform-0222 to Digital-Hexaware-Service-0011 via ETL,APP-00222,APP-00011,ETL,Weekly,High,daily_volume=4023648; failures_month=1; modernization=Retain
INT-01559,Network-Snowflake-Engine-0560 to Advanced-TCS-Service-0765 via Streaming,APP-00560,APP-00765,Streaming,Hourly,Medium,daily_volume=940314; failures_month=0; modernization=Modernize
INT-01560,Finance-Workday-Manager-0651 to Disruption-Infosys-Suite-0110 via API,APP-00651,APP-00110,API,Hourly,Medium,daily_volume=1395172; failures_month=108; modernization=Invest
INT-01561,Digital-TCS-Suite-0318 to Airworthiness-Salesforce-Suite-0554 via CDC,APP-00318,APP-00554,CDC,Real-time,High,daily_volume=5389703; failures_month=65; modernization=Replace
INT-01562,Tax-Salesforce-Platform-0241 to Cloud-Snowflake-Service-0266 via Streaming,APP-00241,APP-00266,Streaming,Daily,Low,daily_volume=3914708; failures_month=7; modernization=Replace
INT-01563,Self-Service-IBM-Hub-0219 to Weight-Lufthansa Systems-Suite-0664 via File Transfer,APP-00219,APP-00664,File Transfer,Event,High,daily_volume=5455692; failures_month=1; modernization=Invest
INT-01564,Contact-Sabre-Service-0673 to Slot-Hexaware-Platform-0657 via Batch,APP-00673,APP-00657,Batch,Real-time,Medium,daily_volume=2780372; failures_month=9; modernization=Retain
INT-01565,Security-ServiceNow-Manager-0289 to Data-Microsoft-Suite-0581 via Streaming,APP-00289,APP-00581,Streaming,Real-time,Medium,daily_volume=4814440; failures_month=34; modernization=Retire
INT-01566,ML-Microsoft-Manager-0274 to Tax-Sabre AirVision-Engine-0805 via CDC,APP-00274,APP-00805,CDC,Daily,Medium,daily_volume=5613966; failures_month=0; modernization=Retire
INT-01567,Identity-SITA-Suite-0491 to Master-Amadeus-Platform-0083 via Event,APP-00491,APP-00083,Event,Weekly,Medium,daily_volume=2273837; failures_month=24; modernization=Replace
INT-01568,Revenue-Sabre-Engine-0221 to Lounge-Sabre-Engine-0301 via ETL,APP-00221,APP-00301,ETL,Daily,Medium,daily_volume=5805060; failures_month=49; modernization=Migrate
INT-01569,Disruption-IBM-Suite-0254 to Data-Lufthansa Systems-Hub-0398 via CDC,APP-00254,APP-00398,CDC,Hourly,High,daily_volume=6594475; failures_month=45; modernization=Replatform
INT-01570,Treasury-Databricks-Suite-0589 to Security-ServiceNow-Manager-0289 via Batch,APP-00589,APP-00289,Batch,Hourly,Critical,daily_volume=1755563; failures_month=67; modernization=Replace
INT-01571,Payroll-Accenture-Hub-0320 to Mobile-TCS-Hub-0189 via API,APP-00320,APP-00189,API,Weekly,Low,daily_volume=3183417; failures_month=64; modernization=Replace
INT-01572,Ancillary-Amadeus-Engine-0078 to Ancillary-Databricks-Platform-0361 via Streaming,APP-00078,APP-00361,Streaming,Daily,High,daily_volume=6007941; failures_month=94; modernization=Replace
INT-01573,Crew-Teradata-Hub-0580 to Self-Service-ServiceNow-Platform-0100 via Event,APP-00580,APP-00100,Event,Real-time,Medium,daily_volume=4004636; failures_month=16; modernization=Migrate
INT-01574,Predictive-Snowflake-Hub-0203 to Codeshare-TCS-Manager-0199 via API,APP-00203,APP-00199,API,Weekly,Critical,daily_volume=7102000; failures_month=41; modernization=Modernize
INT-01575,Airworthiness-Snowflake-Hub-0693 to Predictive-Custom-Platform-0141 via ETL,APP-00693,APP-00141,ETL,Event,Low,daily_volume=400912; failures_month=115; modernization=Replace
INT-01576,Crew-Accenture-Service-0478 to Vulnerability-TCS-Manager-0111 via Event,APP-00478,APP-00111,Event,Hourly,Critical,daily_volume=7400217; failures_month=84; modernization=Modernize
INT-01577,Cloud-Accenture-Platform-0836 to Data-Microsoft-Platform-0636 via Real-time,APP-00836,APP-00636,Real-time,Real-time,Critical,daily_volume=4276243; failures_month=2; modernization=Retire
INT-01578,Reliability-ServiceNow-Hub-0101 to Reliability-Sabre AirVision-Suite-0393 via Real-time,APP-00101,APP-00393,Real-time,Event,Critical,daily_volume=508199; failures_month=84; modernization=Retire
INT-01579,Pricing-Lufthansa Systems-Platform-0130 to Network-Jeppesen-Platform-0264 via Streaming,APP-00130,APP-00264,Streaming,Real-time,Critical,daily_volume=2003517; failures_month=10; modernization=Replace
INT-01580,Component-Oracle-Service-0163 to Cargo-Sabre AirVision-Service-0735 via CDC,APP-00163,APP-00735,CDC,Hourly,Medium,daily_volume=5182044; failures_month=12; modernization=Retire
INT-01581,Identity-Oracle-Suite-0739 to GRC-Jeppesen-Service-0588 via File Transfer,APP-00739,APP-00588,File Transfer,Event,Medium,daily_volume=3868345; failures_month=70; modernization=Modernize
INT-01582,Inventory-Workday-Platform-0727 to Lounge-SAP-Engine-0537 via CDC,APP-00727,APP-00537,CDC,Daily,Medium,daily_volume=7503242; failures_month=18; modernization=Migrate
INT-01583,Vulnerability-Snowflake-Engine-0795 to Parts-Salesforce-Manager-0035 via Real-time,APP-00795,APP-00035,Real-time,Real-time,Low,daily_volume=4422519; failures_month=29; modernization=Retire
INT-01584,Ancillary-Databricks-Manager-0824 to Parts-Salesforce-Manager-0035 via Real-time,APP-00824,APP-00035,Real-time,Hourly,Medium,daily_volume=563005; failures_month=21; modernization=Replatform
INT-01585,Mainframe-Infosys-Hub-0665 to Payroll-SITA-Suite-0265 via Event,APP-00665,APP-00265,Event,Event,Medium,daily_volume=6215351; failures_month=42; modernization=Retire
INT-01586,Crew-Jeppesen-Platform-0216 to Fare-Sabre-Suite-0377 via Event,APP-00216,APP-00377,Event,Event,Medium,daily_volume=1925687; failures_month=106; modernization=Replace
INT-01587,Gate-AIMS-Manager-0066 to Business-TCS-Service-0227 via ELT,APP-00066,APP-00227,ELT,Hourly,High,daily_volume=3201518; failures_month=100; modernization=Modernize
INT-01588,Flight-IBM-Engine-0821 to Inventory-Sabre-Suite-0008 via Batch,APP-00821,APP-00008,Batch,Real-time,High,daily_volume=6690091; failures_month=57; modernization=Migrate
INT-01589,Maintenance-Accenture-Service-0192 to Self-Service-Microsoft-Hub-0293 via Event,APP-00192,APP-00293,Event,Real-time,Critical,daily_volume=4003080; failures_month=72; modernization=Invest
INT-01590,Data-Accenture-Hub-0463 to Sales-Sabre AirVision-Engine-0197 via Streaming,APP-00463,APP-00197,Streaming,Hourly,Low,daily_volume=3855444; failures_month=17; modernization=Modernize
INT-01591,Crew-TCS-Platform-0314 to ML-Amadeus-Engine-0445 via File Transfer,APP-00314,APP-00445,File Transfer,Weekly,Medium,daily_volume=6727028; failures_month=51; modernization=Retain
INT-01592,Payroll-Adobe-Manager-0717 to Crew-Accenture-Engine-0500 via File Transfer,APP-00717,APP-00500,File Transfer,Weekly,Critical,daily_volume=2348499; failures_month=7; modernization=Replace
INT-01593,Corporate-Salesforce-Manager-0743 to Data-Jeppesen-Manager-0773 via Streaming,APP-00743,APP-00773,Streaming,Real-time,Critical,daily_volume=5839108; failures_month=30; modernization=Retire
INT-01594,Data-Adobe-Service-0874 to Component-Accenture-Service-0650 via Real-time,APP-00874,APP-00650,Real-time,Hourly,Medium,daily_volume=4964245; failures_month=63; modernization=Invest
INT-01595,Procurement-Teradata-Platform-0484 to Data-Accenture-Manager-0059 via ELT,APP-00484,APP-00059,ELT,Hourly,High,daily_volume=2093923; failures_month=28; modernization=Replace
INT-01596,Treasury-Sabre AirVision-Manager-0022 to Sales-Snowflake-Manager-0892 via API,APP-00022,APP-00892,API,Event,Low,daily_volume=6434429; failures_month=33; modernization=Modernize
INT-01597,Gate-Salesforce-Suite-0876 to Legal-AIMS-Platform-0278 via Real-time,APP-00876,APP-00278,Real-time,Daily,High,daily_volume=2199122; failures_month=3; modernization=Retain
INT-01598,Data-Databricks-Engine-0776 to MRO-Sabre AirVision-Manager-0286 via API,APP-00776,APP-00286,API,Weekly,Low,daily_volume=2997344; failures_month=69; modernization=Replace
INT-01599,Network-Amadeus-Manager-0572 to Reliability-Workday-Hub-0746 via Event,APP-00572,APP-00746,Event,Hourly,Low,daily_volume=6119344; failures_month=105; modernization=Replace
INT-01600,Corporate-Lufthansa Systems-Engine-0007 to Data-SAP-Engine-0202 via Event,APP-00007,APP-00202,Event,Real-time,High,daily_volume=4819736; failures_month=31; modernization=Modernize
INT-01601,Finance-Sabre-Platform-0180 to Tax-Teradata-Suite-0784 via Streaming,APP-00180,APP-00784,Streaming,Weekly,Medium,daily_volume=2970937; failures_month=0; modernization=Retain
INT-01602,Fuel-Sabre-Hub-0238 to Security-ServiceNow-Manager-0289 via Batch,APP-00238,APP-00289,Batch,Real-time,Critical,daily_volume=6208189; failures_month=35; modernization=Migrate
INT-01603,ML-SITA-Suite-0741 to Sales-Microsoft-Engine-0612 via CDC,APP-00741,APP-00612,CDC,Real-time,Critical,daily_volume=899913; failures_month=60; modernization=Modernize
INT-01604,ML-Custom-Platform-0171 to Tax-SAP-Suite-0501 via ELT,APP-00171,APP-00501,ELT,Weekly,Low,daily_volume=381637; failures_month=29; modernization=Invest
INT-01605,Treasury-AIMS-Hub-0308 to Heavy-Salesforce-Platform-0690 via Batch,APP-00308,APP-00690,Batch,Weekly,Medium,daily_volume=5511265; failures_month=79; modernization=Replace
INT-01606,Sales-SITA-Manager-0474 to HR-Hexaware-Engine-0769 via Event,APP-00474,APP-00769,Event,Weekly,Medium,daily_volume=5991169; failures_month=43; modernization=Modernize
INT-01607,Weight-SITA-Platform-0799 to Digital-Workday-Manager-0699 via ELT,APP-00799,APP-00699,ELT,Hourly,High,daily_volume=7160789; failures_month=36; modernization=Retire
INT-01608,Master-Amadeus-Platform-0083 to Self-Service-SITA-Suite-0043 via API,APP-00083,APP-00043,API,Daily,High,daily_volume=7215085; failures_month=97; modernization=Invest
INT-01609,Cloud-TCS-Hub-0053 to Data-Jeppesen-Service-0049 via API,APP-00053,APP-00049,API,Daily,High,daily_volume=2440149; failures_month=2; modernization=Retire
INT-01610,Mobile-TCS-Hub-0189 to Crew-ServiceNow-Service-0559 via Real-time,APP-00189,APP-00559,Real-time,Weekly,High,daily_volume=1251084; failures_month=78; modernization=Retain
INT-01611,Vulnerability-Oracle-Service-0497 to Procurement-Hexaware-Engine-0822 via File Transfer,APP-00497,APP-00822,File Transfer,Daily,Medium,daily_volume=5856177; failures_month=77; modernization=Replace
INT-01612,Data-Accenture-Hub-0463 to Baggage-Sabre-Manager-0296 via Batch,APP-00463,APP-00296,Batch,Real-time,Medium,daily_volume=455014; failures_month=42; modernization=Invest
INT-01613,Ancillary-Adobe-Service-0886 to MRO-Sabre AirVision-Manager-0286 via ELT,APP-00886,APP-00286,ELT,Daily,High,daily_volume=1427740; failures_month=35; modernization=Replatform
INT-01614,Customer-Accenture-Service-0850 to Tax-TCS-Suite-0055 via Real-time,APP-00850,APP-00055,Real-time,Event,Medium,daily_volume=5472508; failures_month=28; modernization=Invest
INT-01615,Finance-Jeppesen-Manager-0201 to Slot-Sabre-Service-0685 via API,APP-00201,APP-00685,API,Weekly,Medium,daily_volume=5333572; failures_month=80; modernization=Retain
INT-01616,Vulnerability-Oracle-Service-0497 to Real-time-Lufthansa Systems-Suite-0632 via CDC,APP-00497,APP-00632,CDC,Event,Medium,daily_volume=465549; failures_month=94; modernization=Modernize
INT-01617,Crew-TCS-Platform-0314 to Ancillary-Accenture-Suite-0534 via Real-time,APP-00314,APP-00534,Real-time,Weekly,High,daily_volume=3274253; failures_month=95; modernization=Modernize
INT-01618,Airworthiness-ServiceNow-Hub-0006 to Network-SITA-Manager-0084 via ELT,APP-00006,APP-00084,ELT,Event,Low,daily_volume=5517600; failures_month=80; modernization=Retain
INT-01619,Procurement-Databricks-Platform-0245 to Crew-SITA-Engine-0357 via ETL,APP-00245,APP-00357,ETL,Real-time,Low,daily_volume=4017719; failures_month=57; modernization=Replatform
